c,d,e,f,g,h,i,j,a,b
0,2,2,2,2,0,2,0,-0.08837133482834214,0
2,0,0,0,1,0,0,0,-2.022801770320351,1
0,1,1,2,1,2,0,0,-5.90717062045236,1
1,2,2,0,2,1,0,0,-5.751318914698464,1
2,1,0,2,0,1,1,1,-1.952711955232908,2
0,1,0,2,1,2,1,0,-1.424479826693803,1
0,0,2,1,2,0,0,2,-5.129229182229338,1
2,2,0,1,2,1,0,0,-1.3897643657558414,2
2,0,2,2,1,0,2,2,-3.7144671648480863,1
0,0,2,1,0,0,1,0,-5.0619937989662205,1
0,0,1,1,1,2,0,2,-8.13342270685997,1
2,1,2,2,0,1,2,1,-3.5742600057940526,1
2,1,2,2,2,0,2,0,-0.5384682658768813,1
0,2,2,2,0,1,0,2,-6.4370923376181075,1
0,0,2,0,1,2,0,0,-8.678715690463015,1
0,1,0,1,1,1,1,0,-0.6998472190587026,0
0,0,0,0,0,0,1,2,-5.11285704129412,1
1,2,1,1,1,0,2,2,-2.0396602786019935,1
2,2,2,0,1,0,2,2,-3.0845403654723924,1
1,0,1,2,0,0,1,1,-3.04173030347714,1
0,0,0,0,1,2,2,0,-3.5322853251653648,1
0,0,0,2,2,0,1,1,-1.540498746243773,1
2,0,2,0,2,2,1,1,-9.077366142777079,1
2,0,2,2,0,1,1,1,-4.433966903803052,0
0,1,1,2,0,1,2,0,-1.1738978313966524,1
0,2,2,0,0,1,1,0,-6.867748898914029,2
0,2,1,2,1,2,2,2,-3.31856108979069,1
0,2,0,1,2,0,2,0,-1.4360716721727442,0
0,2,2,0,0,0,0,1,-5.141066823233888,1
0,1,1,0,0,1,0,2,-6.837298716179695,1
1,1,0,2,0,1,1,2,-3.5550213317670076,1
0,0,2,2,1,0,1,2,-6.961560648956935,1
2,1,2,1,2,2,2,2,-3.3235525304851583,1
1,1,0,1,2,1,2,1,-1.8381193746575242,1
2,2,1,2,2,0,1,0,1.998453561486321,1
2,0,1,0,1,1,2,1,-5.854182856336476,1
0,0,1,2,0,2,2,1,-3.4867368976428033,1
2,2,2,2,1,0,0,1,-3.4334798511064655,0
0,1,2,1,2,0,2,1,-4.205399659806362,1
1,1,1,1,2,2,2,0,-3.2623505239976662,1
2,2,1,1,0,1,1,1,-2.5168013389096253,1
2,2,2,1,2,0,2,2,-3.5858325792375108,1
2,2,2,2,0,2,2,0,-1.0450066837597594,1
1,1,2,2,0,2,1,0,-3.8756188425855234,1
1,2,1,1,0,2,1,2,-4.069337989336019,1
0,1,1,1,0,2,1,1,-4.143265953047067,1
1,2,2,2,0,1,2,2,-2.61282176154739,1
1,2,0,2,0,0,2,2,0.28106929802134195,1
2,0,0,1,0,0,0,0,-0.5995563255200265,0
0,2,0,2,0,2,2,1,-3.2744166830184227,1
0,1,2,2,2,1,0,2,-4.942705103660391,0
0,0,2,1,1,2,2,1,-7.356002881115621,1
1,1,1,1,2,1,1,1,-3.2793423715126666,1
0,1,1,1,2,0,0,2,-6.054926344918544,2
1,1,0,1,0,2,0,0,-1.6727321587666584,1
0,0,0,0,0,0,0,0,-4.332137963252478,1
1,2,0,0,2,1,2,0,-3.0730804792706645,1
0,1,2,0,2,2,2,0,-5.811615647382743,1
2,0,2,2,2,1,0,2,-6.012064580357239,0
1,0,0,2,1,1,0,2,-3.684350761939065,1
1,2,2,2,1,0,2,2,-5.173470454163581,0
2,0,0,2,0,1,1,0,-2.299391737002787,1
1,0,0,0,2,0,1,1,-3.094323800399141,1
1,0,1,2,2,0,0,2,-2.7823974739401938,1
2,2,1,0,2,1,2,2,-3.374694958729275,1
2,1,1,2,1,0,1,1,-2.529441165579253,1
2,2,0,1,0,1,1,0,-2.020219401121305,1
2,1,2,1,1,2,1,2,-6.236548560999369,1
0,0,2,2,1,1,1,2,-7.064771246936529,1
1,1,2,1,0,2,0,1,-5.688710148926592,1
2,2,1,0,2,2,1,2,-4.524178570351806,1
0,0,1,2,2,1,1,0,-4.29901976681651,1
2,0,1,0,0,0,2,1,-3.236988202650132,1
0,2,0,1,2,0,2,1,-1.5658001513165083,1
2,1,2,1,0,2,2,1,-5.039035379165425,1
2,0,2,0,2,1,1,2,-5.939514654865221,1
2,1,0,1,2,1,1,2,-2.3419411153961973,1
1,0,2,2,1,1,1,2,-4.492573545184413,1
1,2,0,2,0,0,1,0,0.7627102615630379,0
1,2,2,1,2,2,1,2,-4.4067676066563815,1
2,1,1,0,2,2,1,2,-7.753652096433637,1
2,2,0,1,0,2,0,2,-5.366542822646651,1
0,2,0,0,1,1,0,1,-6.054976027314119,2
0,0,2,1,0,0,0,2,-7.437576043785816,1
2,1,1,1,1,2,1,1,-3.7726316853330717,1
2,2,1,0,2,0,2,1,-1.851160071340825,2
1,2,1,2,1,1,0,0,-2.17029976498063,1
2,0,1,0,2,2,2,2,-4.487524103696389,1
0,2,1,2,1,1,2,0,-1.3839253331963581,0
1,1,2,0,2,2,1,1,-7.351105031014358,1
1,0,1,2,0,2,1,1,-4.718922806353743,1
2,0,1,1,1,0,2,0,0.32262765616331834,1
1,0,2,0,1,2,2,1,-5.774138682101954,1
1,1,2,2,0,2,2,1,-3.4492888508594772,1
2,0,2,2,0,0,1,1,-4.93527435575378,1
1,0,2,0,1,2,0,0,-6.906054415626129,1
0,2,2,2,1,2,1,0,-3.388759572283341,1
1,1,2,1,0,1,0,2,-6.1073269543105475,1
0,0,1,0,2,0,0,2,-6.836957643378084,1
0,2,1,0,1,1,1,0,-2.2546948428411326,1
0,1,2,0,2,2,2,2,-6.655097718395635,1
1,1,2,2,1,2,0,0,-4.666860667584594,1
2,1,1,0,2,1,0,1,-6.4359162884574115,1
2,2,0,0,0,1,0,1,-7.10676860570519,0
0,0,2,0,2,0,0,1,-6.420219649601172,0
1,2,1,1,1,2,0,0,-3.52808041686196,0
0,1,0,0,1,2,2,0,-2.277618459258052,1
0,1,2,0,2,0,2,2,-5.232800350588357,1
0,1,0,0,2,0,1,1,-3.0925408437699518,1
1,2,0,0,2,2,2,0,-1.7489928868073839,1
1,0,1,1,1,1,1,0,-3.14318739884792,1
1,1,0,1,2,2,0,0,-1.5234991856724598,2
0,1,1,0,1,2,1,1,-3.6633560119422186,0
0,2,2,2,1,2,2,2,-4.365968976024418,1
2,0,1,2,0,1,0,2,-5.532952738911336,2
1,2,2,0,2,0,0,1,-8.24850490348065,1
2,2,2,1,0,0,2,0,0.0130505441637625,2
0,0,0,1,1,1,0,0,-3.812761268533948,1
2,1,1,1,2,0,2,1,-2.41114653877168,1
2,2,2,0,2,0,1,0,-3.0028394195461034,1
0,0,0,2,0,1,1,1,-1.8995702329004807,1
1,0,2,2,2,2,0,2,-7.032698627752352,1
1,0,0,2,0,0,0,0,-0.6197857287423352,1
2,0,1,1,2,0,2,1,0.03347297149432138,0
2,0,0,2,0,2,2,0,-0.41968444911040126,2
0,1,1,0,1,2,1,1,-5.636338729556183,1
0,2,0,2,1,1,1,0,-0.30523996330956515,0
0,0,0,1,0,1,1,2,-4.442983577699516,1
0,2,1,2,2,0,2,2,-1.5318867865351817,1
2,1,0,2,1,0,2,2,1.848317569553703,1
1,2,2,2,1,1,2,2,-3.9292478430656246,1
1,1,2,1,0,1,1,1,-4.447360919435907,1
0,0,2,0,1,1,1,2,-8.784540129146427,1
2,2,0,1,1,2,2,2,-3.4776788578034212,1
2,2,1,2,1,2,1,2,-2.3876588144645234,1
0,2,0,1,0,1,2,0,-2.48645696582979,1
0,2,1,1,0,0,0,0,-1.4352512652926706,2
0,2,0,0,2,0,1,1,-2.5794926988544713,1
0,0,1,2,1,0,1,2,-2.2306276277005903,1
2,2,0,0,2,1,1,1,-5.100847967272708,1
1,2,0,1,0,2,2,0,0.24671157190134374,2
0,2,2,0,0,2,1,0,-4.208432614372398,1
1,1,1,1,0,2,2,2,-4.025946762662524,1
1,2,0,0,2,1,1,0,-2.4835263652139146,1
0,2,2,2,1,2,0,1,-7.176590763927959,1
0,0,1,1,2,2,0,2,-6.038075837925046,1
1,0,0,0,2,0,0,2,-2.5488456878631887,1
0,2,1,1,0,0,0,1,-3.7833015815664295,1
1,2,0,2,2,0,1,2,-0.2897719946983115,0
0,0,1,1,2,0,2,0,-1.7324305713246249,0
2,0,2,1,1,0,2,2,-5.058422641996629,1
2,1,2,1,1,1,2,0,-2.6770988217301794,1
2,1,0,1,2,2,1,2,-3.8015922399216446,1
0,1,0,0,2,0,2,2,-3.6545691417418222,1
0,1,1,1,2,0,1,0,-2.3276982381981233,1
1,2,0,2,1,2,2,2,-1.5516300754271208,0
1,2,0,2,0,0,0,2,-1.432347409759702,0
1,0,2,2,1,2,0,0,-5.685512547255552,1
1,0,2,1,2,0,0,0,-1.7768010611935203,1
2,1,1,0,0,0,0,0,-3.7739855919658507,1
2,1,1,1,1,0,0,0,-3.510551795238712,1
2,2,0,1,0,2,1,1,-2.482869130390343,0
1,0,0,2,1,0,0,1,-2.8635673041557985,1
1,2,0,1,1,1,1,1,-3.2346694835956784,1
2,0,0,0,0,2,2,2,-2.4669718704310437,1
2,1,2,2,2,2,0,1,-5.574612841768827,1
2,2,1,1,1,0,2,2,-0.589095428962,1
1,0,0,2,1,0,2,0,-0.9943176142988168,1
2,1,1,1,1,2,2,0,0.222085475818514,0
0,1,0,1,2,0,1,0,-2.0577927439750687,1
2,2,2,0,2,0,0,1,-5.312105776317592,1
0,1,1,1,0,2,0,1,-6.536034877149708,1
0,2,1,0,2,1,1,1,-4.507784102426038,1
0,0,1,1,2,0,0,0,-3.2251238450848096,1
0,0,1,1,1,1,2,2,-3.1368825639498414,1
0,1,1,0,0,1,2,2,-5.247591295311633,1
1,0,2,2,0,1,0,2,-7.53322604542103,1
1,1,2,0,0,0,2,0,-3.268932724140928,1
0,0,0,1,0,2,0,1,-6.3183698427204735,1
1,1,0,2,0,2,2,1,-0.6944827648002899,2
0,1,2,1,2,0,2,0,-2.5936202466774447,1
1,0,1,2,1,0,0,0,-1.4816204506477888,1
1,1,1,2,0,1,1,0,-0.09341231356046542,2
1,2,2,0,1,1,0,2,-9.102959699996841,1
1,2,2,0,0,2,0,2,-7.532112481732934,1
0,1,2,2,1,0,1,2,-5.0355087610288125,1
0,1,0,2,0,2,0,2,-5.078184553721823,1
2,1,0,2,0,1,1,2,-1.8892159269171604,0
1,2,0,0,1,1,0,2,-6.286776757011427,1
1,0,0,2,2,0,2,1,-2.3495092563432793,1
0,2,2,2,1,0,0,0,-3.681486977522279,1
0,2,0,2,1,0,1,0,0.3357094619254586,1
1,1,1,2,0,2,1,0,-0.8129018639431156,0
1,2,2,2,2,0,2,2,-3.5791603481130467,0
0,1,0,1,2,2,0,0,-4.502461310108082,1
1,0,2,1,2,1,0,1,-6.995127424328019,1
1,2,2,0,1,2,0,1,-8.729129835321858,1
1,2,2,1,2,1,1,0,-2.1812773706174227,1
1,1,1,1,1,1,0,2,-5.30978044229728,1
2,1,0,2,1,2,0,1,-2.716639133197297,1
2,1,1,2,1,2,0,2,-5.31376963215264,1
1,0,1,1,0,2,0,0,-4.030197961942166,0
2,1,1,0,1,0,1,0,-1.3159729574599757,1
0,2,2,1,0,2,2,1,-5.118481255310733,1
1,1,2,2,0,1,1,1,-3.630410057204017,2
2,2,1,0,2,1,0,1,-5.25894764899606,1
2,0,1,2,2,0,2,1,-1.3467098141032454,1
1,1,2,0,1,0,0,2,-6.5112144794681885,1
2,1,2,0,0,1,1,1,-6.923344983946239,1
0,1,0,2,2,2,2,1,-1.437337607873951,2
2,1,2,1,2,1,0,1,-6.566454063819338,0
0,0,0,1,1,0,0,0,-1.9500914692692686,2
0,0,2,0,0,2,2,1,-6.433541734689666,1
1,0,2,2,1,1,1,0,-2.2353850561754935,1
2,2,1,1,0,1,2,0,-0.3945456013702238,2
1,1,2,0,0,1,1,0,-3.8029219148345668,1
0,0,0,0,1,2,2,0,-3.599914519085782,1
2,2,1,1,2,1,1,0,-1.1848934503492599,1
2,0,0,0,0,0,1,1,-2.2825100571914176,0
0,2,0,2,2,0,0,1,-1.11771598327279,1
2,0,1,0,2,1,2,0,-1.943520438221375,2
2,1,2,0,2,1,2,1,-3.9605181040953648,1
2,2,2,0,0,0,0,0,-4.099083007813127,1
2,2,1,1,1,2,0,2,-7.514086182842353,1
1,0,2,2,0,0,0,1,-7.219283656090589,1
1,1,0,1,0,1,2,0,-1.3925686866348184,1
0,0,2,2,1,0,0,2,-6.149826534488316,1
2,0,2,0,0,1,1,1,-8.156790430207023,0
2,1,2,1,1,0,2,1,-2.458149040682938,1
0,2,0,2,0,2,1,2,-1.6188561063336306,0
2,2,1,0,1,0,1,2,-4.205415204182669,1
1,2,0,2,0,1,1,1,-2.2540408627296395,0
0,1,2,0,0,1,1,0,-5.31354153557222,1
0,1,1,2,1,1,2,1,-3.1167545651433155,1
0,2,1,2,1,1,0,0,-2.763415140048091,1
1,0,1,0,1,1,0,2,-5.745811022158076,1
1,1,2,0,1,2,1,1,-7.628691045347011,1
0,2,2,2,2,1,1,1,-3.625234992391774,1
2,1,1,1,2,0,2,1,0.00927898290441731,0
2,1,2,1,1,0,0,1,-4.742951413442305,1
1,2,2,0,0,0,0,2,-5.199406915838988,0
1,1,1,2,1,2,0,2,-6.607440131750178,2
1,0,1,2,0,2,1,1,-3.3985374016857315,1
2,0,0,0,0,0,2,1,-3.3906865637638157,1
0,1,0,2,1,1,1,1,-2.5804405084869044,1
1,1,2,0,0,0,2,1,-4.617076949335218,1
0,2,2,2,1,2,0,2,-6.6332738111044485,2
0,0,1,1,2,0,1,1,-2.500082827335599,1
1,2,0,0,0,0,2,2,-2.4461186628528155,0
0,0,2,0,1,2,1,1,-7.376842280854466,1
1,2,1,2,0,2,2,0,-1.0411164460042595,1
0,2,1,2,1,2,2,2,-2.996866129783442,1
0,2,2,1,1,1,1,2,-5.69707040568087,1
2,2,0,0,2,0,1,0,-0.5497264217702416,1
2,2,0,2,0,2,1,1,0.7738493518326304,2
2,1,0,2,2,0,1,1,-0.9158420372156555,1
0,1,2,0,0,0,1,0,-4.018040299072769,1
0,0,2,1,2,0,2,0,-4.529666904414237,1
1,2,2,0,0,1,0,2,-7.92381012115694,1
0,1,0,2,0,0,1,0,-1.615956149359133,0
1,1,2,1,0,0,1,1,-1.351218272052627,1
0,0,2,0,2,0,0,2,-6.982476739256865,1
2,1,0,0,1,2,0,2,-7.308556065834312,1
0,0,0,2,0,0,1,2,-1.529802551825315,1
2,0,1,1,2,0,2,2,-1.5805719757767593,1
1,2,0,0,1,1,0,0,-4.1713718228433825,1
1,2,0,1,1,2,2,0,0.1981270995833132,0
2,0,2,0,1,0,1,1,-5.754051969038298,1
1,2,2,1,2,1,2,1,-5.103978449629618,1
1,2,1,1,0,2,0,2,-5.979036941897298,0
1,1,1,2,2,0,0,0,0.10078858039867544,1
1,2,0,2,1,1,1,1,-1.162473018420994,1
0,0,2,0,2,0,2,1,-4.443501488486331,1
2,1,1,1,2,0,0,0,-1.0449533502943984,1
2,2,0,2,1,2,2,2,-2.074522159445306,1
2,0,1,0,1,2,0,2,-8.542542209552744,1
0,0,1,1,2,2,2,1,-5.1205392098880615,1
0,0,0,1,1,0,2,1,-1.9337910886775036,0
2,1,2,1,1,0,0,2,-5.7172076842100195,1
0,0,1,1,2,2,0,1,-7.245348247821303,1
1,1,0,0,0,2,1,2,-5.3179358058547415,1
2,2,0,0,0,0,0,1,-3.9058411270424545,1
2,0,2,1,1,2,1,0,-4.324120460520931,1
2,2,0,0,2,1,0,2,-3.7035688453428928,1
1,2,1,1,0,1,1,1,-2.8302817904603264,1
2,2,1,1,1,1,2,2,-2.567322120299249,0
0,0,1,1,1,0,1,0,-2.265092416401713,1
2,1,0,1,0,0,1,1,-0.27001480485973084,0
1,0,2,0,2,0,2,0,-3.1772258102850244,1
1,2,2,0,1,0,2,0,-3.071501969040077,1
0,0,2,1,1,2,2,2,-6.496835095009397,1
1,2,0,2,2,2,0,1,-2.358973035985726,1
0,1,0,2,2,1,1,2,-2.7950648449254714,0
2,2,2,0,1,1,0,2,-7.402916309808082,1
2,1,1,2,2,2,2,0,-0.6737593365983277,1
2,2,2,0,2,0,1,2,-4.426461674206782,1
0,2,2,2,2,2,2,1,-4.762366352214993,1
1,1,1,2,1,0,1,2,-2.6910769870274827,1
2,1,2,1,0,0,1,1,-3.448990566945777,1
0,1,2,0,1,2,1,0,-4.786418619541438,1
2,1,1,2,2,1,2,1,-1.6914822209527642,1
2,1,2,2,1,0,0,2,-6.556282893874472,1
1,1,0,2,2,2,2,2,-1.5858504876546853,0
1,1,0,2,1,1,2,0,-0.16288640993262438,1
2,0,0,0,0,2,2,2,-4.811780168005456,0
0,2,2,2,0,0,2,0,-0.5712321446630444,1
2,1,2,2,0,1,0,2,-4.970503203117016,1
1,0,2,0,0,1,1,0,-5.665257451221221,1
2,2,1,2,1,1,0,2,-5.465108765949267,1
1,0,2,1,0,0,1,2,-6.696149270175963,1
0,2,0,1,0,1,1,2,-3.6981561396832126,1
1,2,2,1,2,0,1,2,-4.7975623552979485,1
1,2,2,2,2,2,0,0,-6.25988729803791,1
2,0,0,2,2,0,1,2,-0.19500140736775684,0
0,1,0,0,1,0,2,2,-3.578585949234704,1
0,0,0,0,1,0,2,1,-2.0825912763330843,1
0,1,2,2,2,0,0,0,-5.6302247938765255,1
2,2,0,1,1,2,1,1,-2.5170066525390133,1
2,1,1,1,2,1,1,2,-3.3553499598866776,1
2,0,1,2,1,0,2,0,-0.16791790200565043,2
0,0,2,1,0,0,0,1,-6.586171351829731,2
0,0,2,1,1,1,0,2,-4.9411826018777205,1
0,2,1,0,0,1,2,1,-2.7923058025834058,1
