c,d,e,f,g,h,a,b
0,2,2,2,0,2,1,7.966297777434096
1,2,1,2,2,1,0,6.801561600650933
2,1,0,0,0,2,0,4.018808496117675
1,2,1,2,2,1,1,7.037919844139386
2,1,0,2,2,1,0,4.498137124261337
1,2,0,2,1,2,0,7.3129402557482
2,2,1,0,0,2,2,6.415715722718928
1,1,1,0,0,1,2,5.758364909849203
0,2,2,2,2,1,1,7.679471198589333
2,1,0,2,2,2,0,5.512394057315227
2,2,2,2,2,2,2,8.086964954043603
0,0,0,1,0,1,2,5.4709893781246395
2,2,0,0,1,0,1,3.6717110294821933
0,1,2,2,0,0,1,4.498069775811998
2,2,2,0,2,0,0,5.223268768300847
2,1,1,1,1,1,0,6.597159564078115
1,2,0,2,2,1,2,9.513164241650003
2,0,0,1,2,2,0,4.184013163433703
0,0,1,0,2,0,1,5.886896590389202
0,1,1,0,1,2,1,5.22481442293528
0,2,2,1,1,1,1,8.201242370972402
1,2,0,2,1,0,0,4.182456354660706
2,1,0,1,0,1,2,7.269201229200599
0,1,2,2,0,0,1,4.746948881675106
1,1,0,0,1,2,2,8.515786535585715
2,2,0,2,2,2,0,6.972683147684582
0,1,1,2,1,2,1,5.970804789432783
2,1,1,1,2,1,0,5.831417525435858
0,2,1,2,0,1,1,7.533402258697183
2,0,2,1,1,0,0,4.841504029517632
1,2,2,1,1,2,1,7.564033867514076
1,0,0,2,1,0,0,4.177669704423978
0,0,2,2,0,0,1,5.32512799460382
1,2,1,2,0,0,0,6.090516515887958
2,2,0,0,2,1,0,3.8321300522578285
0,2,2,2,1,0,0,4.135774082873606
2,2,0,0,0,0,0,3.6607349391966437
1,1,1,1,0,1,0,7.149393390122074
2,1,2,1,0,2,2,8.448942005177205
1,0,0,1,2,1,1,7.064731992432231
1,0,0,2,0,2,0,5.065692191894554
0,0,1,2,2,2,1,7.624881409937861
1,0,2,0,0,2,0,3.7481602360217297
0,1,0,0,1,1,2,5.089592685359964
1,2,1,0,0,2,1,6.209942164871586
0,2,1,2,2,2,2,7.2680547033302005
1,1,0,1,0,2,0,5.599538890611623
1,2,2,2,1,1,1,7.8914714394395515
0,2,2,2,0,0,1,6.437643403088689
2,2,1,2,0,1,2,8.128245757253548
1,1,0,0,0,2,1,5.984377227999538
2,0,0,0,2,2,0,4.7768985254544125
0,2,1,1,1,1,1,6.663759669481952
0,0,1,1,1,0,1,5.265297811061969
1,1,1,2,1,1,1,6.964667541726428
0,0,0,0,2,2,1,5.322124847709659
0,2,1,1,1,1,0,6.270324349276711
1,1,0,0,1,1,2,5.554995747918334
0,0,2,0,0,1,2,4.769076685229827
2,0,2,0,0,0,0,2.233170787601408
0,1,1,0,0,0,1,4.230473431186226
0,1,0,1,1,2,0,3.4625002841537382
1,2,2,1,0,0,1,7.648547795701745
2,0,0,1,0,2,0,4.8855605362140855
0,2,2,1,0,0,1,5.938353194390166
0,1,0,2,0,1,1,7.432077075881869
2,2,1,2,2,1,1,7.964573918631393
2,0,0,1,1,2,0,7.1549310672575075
1,0,0,1,2,2,2,6.793049894560741
1,0,2,2,1,1,0,5.6733994262721765
1,1,2,2,2,1,0,6.582994418758481
1,2,0,0,0,2,1,6.460614446821828
1,0,2,2,1,1,1,7.35835710412113
0,1,0,0,2,0,2,5.183993090963611
0,0,0,1,1,1,2,6.811676490220192
0,2,0,1,2,0,1,6.054893889291868
2,2,1,1,0,1,2,7.503547734054453
1,2,0,0,0,1,0,3.796892185728502
1,2,1,2,2,0,1,8.510952787447538
1,1,0,0,0,0,0,3.5544863360970695
2,2,0,0,2,2,2,6.357308022240826
0,0,1,2,2,1,0,4.717194109287718
0,2,2,2,2,0,0,8.346417718918925
0,2,2,0,1,2,1,5.760625654668674
1,2,1,2,2,2,2,8.041665423629004
2,1,0,2,0,2,2,5.86943544189372
1,2,2,0,1,2,2,7.41190242920646
1,1,2,1,0,2,2,7.989081104578945
2,0,2,1,2,1,2,7.302432693707106
0,2,2,0,2,0,1,6.477940390222175
1,0,2,0,2,2,0,4.7992503018925445
1,0,2,0,2,0,2,6.397917689162236
1,1,1,0,0,0,1,4.862774193964122
2,0,1,1,0,2,0,4.146016377929565
0,2,0,1,2,2,0,4.742182826489936
2,1,0,0,1,1,1,3.9693199969823603
0,0,2,0,0,2,1,5.60180314643296
1,2,2,0,2,2,2,8.877988201310016
1,1,2,2,2,2,0,8.235300607477395
2,0,0,0,1,0,0,2.5850053961021864
1,2,1,2,2,1,2,9.99759563847484
0,1,0,1,0,0,0,1.5741636459099992
0,0,2,2,0,2,1,6.378545778055623
1,2,0,1,0,0,1,5.945518442734508
2,1,0,0,1,2,2,6.520195189992976
0,2,1,1,0,0,1,6.11235238085527
2,2,2,0,0,1,0,3.723754492563741
1,1,2,0,2,0,2,5.39609749680372
0,2,0,0,2,2,2,5.881094545970093
0,0,0,0,2,1,1,5.239473298542864
1,0,0,0,2,2,0,5.519827765899557
0,1,0,0,2,0,0,2.3679172714535017
0,2,1,2,1,1,1,6.074414976658062
1,1,0,1,1,2,0,4.846047483687413
2,1,0,1,2,2,1,6.432965951781313
0,2,1,2,1,0,0,3.91810701830496
0,2,0,0,0,1,1,3.406520685448454
0,2,0,1,2,1,1,5.66472970150079
1,0,0,2,0,1,1,5.691328464001345
2,2,0,1,2,1,0,4.573833595861183
2,1,1,1,1,0,1,5.945661971826934
2,1,2,0,2,2,1,7.834405061977186
2,1,2,0,0,0,1,3.4961896880700585
0,0,0,0,1,0,0,1.9668475322422954
0,0,0,0,1,2,0,4.146733322454121
1,1,1,2,1,2,2,8.00792029231216
2,2,1,1,0,1,0,5.097342721904504
2,2,2,1,2,2,0,7.810160912527436
0,0,2,2,1,1,1,5.2346865668909786
0,2,1,0,2,1,1,7.908050998544981
0,0,0,0,1,0,2,4.164308616961364
0,2,0,1,0,0,1,4.443700429447281
1,1,0,2,2,1,2,8.408138540671839
1,1,0,1,0,1,0,5.308576488020879
1,2,2,2,0,2,1,8.701410568005025
0,1,0,0,2,1,1,4.9628705059390095
2,2,2,2,2,2,0,7.036942743419429
1,1,1,0,2,1,0,6.2728017923025625
2,2,1,0,1,0,0,5.378840427787138
2,1,1,1,2,2,2,7.168389650516096
0,0,2,0,0,1,1,5.276707801012232
0,2,0,2,2,1,2,7.759479181958212
2,1,0,2,1,1,1,4.818648380382999
1,1,1,1,0,0,1,7.575889507573669
0,0,1,0,1,1,2,7.586040699331372
1,0,1,0,1,1,0,5.773585183274077
1,1,2,1,0,1,0,7.029485999207021
2,0,1,1,1,0,2,5.7676906703298165
0,2,0,2,1,1,2,4.905739258400832
2,2,0,1,0,1,0,2.88110796214586
2,2,2,0,0,1,0,4.965891690968386
0,2,0,0,2,0,1,4.5949727729099585
0,1,1,2,1,1,2,6.251895969175681
1,0,1,0,1,0,1,5.142720238224784
0,1,2,2,1,1,1,6.9931339602578895
0,1,2,0,1,0,1,3.2761061299492016
1,2,1,2,1,1,1,7.58849025421825
2,0,0,2,1,2,0,5.982110913684036
2,1,1,1,2,2,2,7.118280464738897
0,1,1,0,2,2,1,7.604624135219099
2,0,0,2,0,2,0,3.684216178361892
0,0,1,0,2,0,1,5.495313383319506
2,1,0,1,2,1,1,7.609735614450419
2,0,1,2,0,1,1,6.682685903263597
2,0,2,2,2,2,0,6.721680322231763
0,1,2,0,1,1,0,3.143554434834603
2,0,0,2,2,2,0,6.311806168953473
0,1,2,0,1,0,0,2.7716344603578023
1,0,0,2,2,0,2,6.680509355861834
1,0,1,1,0,0,0,4.6846767408375944
0,1,0,0,0,1,0,3.8626029786535936
0,2,0,1,2,1,2,7.281035507431139
2,1,0,0,1,0,0,2.538542378087243
1,2,0,2,1,2,0,4.915043265835231
1,1,2,0,0,2,0,6.123919792724429
1,1,0,0,0,1,0,4.545168527675288
1,1,1,1,2,0,0,7.44166694363355
2,2,2,2,0,2,0,5.921804220148652
0,2,2,1,1,2,1,5.247731568189217
2,2,2,1,0,0,0,5.634911958873265
2,2,0,1,0,0,0,3.6840374104023406
1,1,2,2,0,1,1,7.398112369537147
0,1,1,1,2,1,1,6.438333638792516
0,2,0,2,2,0,1,7.809117893308946
2,0,1,2,0,2,0,4.238166115177227
2,1,2,2,1,1,2,6.870031791178087
0,2,1,2,1,1,2,7.620476880286197
0,1,0,2,1,0,0,2.8956355925352684
0,0,2,0,2,2,1,5.8973127084638355
0,1,2,2,0,0,1,7.01534546596132
2,0,2,2,0,2,0,4.292859037022887
2,2,2,0,1,1,0,5.409245756785188
0,2,2,2,1,2,1,4.252532121244471
2,0,1,0,0,0,0,3.149253838389754
0,1,0,1,2,0,1,5.156146388646353
1,2,1,2,0,2,1,7.193439886235993
1,2,0,0,0,2,0,6.065203254671329
2,0,1,1,1,1,2,6.026896000353337
2,1,1,2,1,0,0,5.128523471403233
0,1,2,1,0,2,2,6.083367666801029
0,1,0,2,0,1,0,2.4385291504542517
0,0,0,0,0,2,2,3.2487467931548837
0,0,2,2,1,2,2,7.237358870245924
2,2,0,2,1,2,2,5.107555475485002
2,0,1,2,0,2,1,5.452951691463445
0,0,2,0,1,2,2,4.898680725400627
2,0,1,2,2,1,0,7.609689424152702
1,0,1,1,0,0,2,6.757084254518068
1,0,2,1,2,1,0,5.237870200694667
1,1,1,1,0,2,1,8.620823677259235
0,2,2,1,0,2,1,5.609086817712224
2,0,1,1,0,1,2,7.058946195058336
0,0,0,1,0,2,1,3.1931351778646926
0,0,1,0,0,0,1,4.993577932957423
0,1,0,2,1,1,1,5.357040769119904
0,0,2,0,1,1,1,3.5345198024859403
0,2,1,0,2,2,0,5.759739163344951
0,1,1,1,1,0,1,5.966410622093859
2,2,1,1,1,0,0,4.808736879640109
2,1,1,1,1,1,0,6.181703279325234
0,1,0,2,0,0,1,4.206066847024051
0,2,0,0,2,1,1,6.478144367821233
1,1,1,0,0,1,0,5.74734001164251
2,2,0,1,2,2,0,5.971367785707315
2,2,2,2,2,2,1,7.658890465990585
2,1,0,1,2,0,0,4.888592408044155
1,2,2,1,1,0,2,7.6938337376843275
1,0,1,1,0,0,2,8.050279641753306
0,2,1,2,2,0,1,8.050020604322974
2,2,0,1,0,2,0,5.979081267929803
2,2,1,2,1,0,0,8.741069083442953
0,0,2,2,2,0,2,6.569446794491492
2,2,0,0,2,2,0,5.8881413277084835
0,1,0,0,2,2,2,6.950607856388863
2,0,1,2,0,0,0,3.157081663721658
2,0,0,0,2,0,0,2.8276969253075883
0,1,0,1,0,1,1,4.604640278828874
1,0,1,0,1,1,2,6.9814151261255635
0,0,1,1,2,2,1,6.3528213833173375
1,1,1,0,1,1,1,6.851170767451775
2,1,2,1,2,0,2,8.000930425414396
0,0,2,2,1,1,0,5.2995032828479385
1,2,0,2,0,1,1,6.626569581355016
2,2,1,2,0,1,0,5.350088894301548
0,1,0,0,1,1,1,5.920584543808761
0,2,0,1,2,2,0,6.433782981900061
1,1,0,0,1,2,2,4.896283262495732
1,0,1,2,2,0,0,5.491547715650222
1,0,2,2,1,1,2,7.145771471714253
0,2,2,0,0,2,2,6.957153164778511
2,2,1,1,0,1,0,6.5811139077026946
1,2,2,1,1,1,2,8.098306389076038
0,0,0,1,2,0,2,5.675290012859945
2,0,2,1,2,0,2,6.140952581110009
2,0,2,0,0,2,0,3.131604907100721
1,0,0,1,1,2,1,5.575894853771649
0,0,1,1,2,2,0,5.441451030459919
1,1,2,2,1,0,1,6.653902559500434
1,0,1,2,0,0,0,2.889929227813744
0,2,2,2,1,0,1,5.655800874303081
1,1,2,0,0,1,1,6.1344499627699625
2,0,1,2,0,1,0,4.555498042654146
0,1,0,1,1,2,1,5.445141945463034
2,2,1,1,0,2,1,7.5414027900868135
0,0,0,2,1,0,2,3.634250641220848
2,0,1,2,1,2,0,3.789982016062048
1,0,1,0,1,0,1,4.857297131356784
0,2,1,1,1,0,2,7.257250611423887
2,0,0,2,0,1,0,5.578637074596948
0,1,0,1,2,0,0,5.146780811948573
1,1,2,0,2,1,0,4.534643970394526
0,2,0,1,2,1,1,6.254197758531573
2,0,0,2,2,0,0,4.50609754524319
2,2,2,0,1,1,1,6.29623015639578
2,2,0,2,2,1,1,7.74734016869312
1,1,1,2,1,2,0,5.947089801033878
1,0,0,2,0,0,2,5.456711155539749
1,2,0,0,2,0,2,7.046641774251031
2,0,1,0,0,1,0,4.684674385428191
2,1,1,1,2,0,0,4.877117445115635
0,1,0,1,1,2,1,5.346808873731721
1,0,0,1,2,0,0,1.806028396618777
0,1,0,2,1,1,0,4.037176345294389
0,0,1,2,1,2,2,6.083260232798492
2,0,2,0,0,0,0,1.8371887890633245
0,0,0,2,2,0,1,5.147212376687983
2,0,0,0,0,2,1,4.239673007149027
1,1,1,1,1,1,1,5.082526488418329
0,2,1,0,1,0,2,6.079851151205385
1,0,0,1,1,0,2,4.417665649435966
1,0,0,2,0,2,1,6.368626491767431
2,0,1,1,1,2,0,3.787101403867746
1,1,1,2,1,1,2,8.178332316406333
2,0,1,0,0,1,1,4.680376204956753
2,1,0,1,0,2,2,6.521687208159775
2,0,2,1,2,0,0,4.639463121201872
1,0,1,2,0,0,2,6.082387892417091
0,1,1,2,0,2,1,5.147255714143926
1,1,0,1,1,0,0,3.1433919081167065
0,1,2,0,0,2,1,4.790366745016809
1,2,2,1,1,1,1,7.348606670508374
2,1,0,0,0,2,0,3.4194944168105286
1,2,2,1,1,0,1,7.31127809176749
0,1,2,0,2,2,2,6.581746120661236
1,0,0,1,1,0,0,2.818927120264153
2,0,2,0,2,0,0,3.607876526544147
2,0,0,0,2,2,0,4.446141696093411
0,1,0,0,0,1,1,4.806901240327323
1,0,0,2,1,2,2,8.522123788685485
1,2,1,2,0,0,2,6.851858684055049
0,1,1,2,1,0,0,4.860123257481366
0,2,1,0,0,1,2,6.657994231320155
0,2,0,1,2,2,2,7.198518776970709
2,1,0,2,0,1,0,4.227125915655732
2,0,2,1,1,2,2,4.750335668789672
2,2,2,0,0,2,0,4.477837992848189
2,0,2,0,2,2,2,5.3230036400461
2,0,0,0,2,1,1,3.3203483755712293
0,2,2,2,2,2,1,6.932194897260893
2,1,2,0,1,1,0,3.6204552869011604
0,0,1,2,0,2,2,6.888168380409648
1,1,0,2,2,1,0,6.967489912307271
1,1,2,2,1,1,0,5.35098681146936
1,2,1,2,2,1,0,7.398509373865242
0,2,0,0,2,1,1,3.99952931177734
0,0,0,2,1,2,1,4.710037342674696
2,0,1,0,2,2,2,7.1270976951100735
0,1,0,0,2,1,1,6.336153933418131
0,0,0,0,1,0,0,1.4602462089615211
2,0,1,0,0,1,0,4.910858292652051
0,0,2,0,0,0,0,0.9686823362922401
2,0,0,0,1,0,0,1.2980645309340977
2,2,1,0,1,0,1,6.488890253503955
1,0,2,1,0,1,0,6.436962434009725
0,0,2,0,0,2,2,5.488539479221251
0,2,2,0,2,1,0,5.327267743442848
0,0,0,2,2,1,2,3.9147507066456644
1,2,2,0,0,0,2,4.189046623935846
0,0,2,0,1,2,1,4.970296485123655
1,0,0,0,0,0,1,3.5983269625199115
0,0,1,0,2,2,2,5.249881572830554
1,2,1,1,2,2,0,7.653061911642143
0,1,1,2,2,2,1,7.827858917997269
2,1,0,2,1,0,0,5.304632827587555
0,0,2,1,1,0,1,4.657598957208442
0,0,2,0,2,0,1,5.846504250160111
0,1,1,2,1,2,1,6.994815348389818
2,0,2,0,1,0,2,4.6067815282575975
0,1,1,1,2,2,0,7.323432056601068
1,2,2,1,1,0,2,6.165139114609194
1,2,1,2,2,0,0,9.802365064444588
1,1,1,0,1,0,0,5.312848325175545
2,0,0,1,2,2,1,6.334440238351726
2,0,1,1,0,1,2,6.574942365296929
1,2,0,1,0,1,1,8.316355481311057
2,1,0,2,0,1,0,5.520251473316992
0,1,0,2,1,1,1,4.1581184355869665
2,1,2,1,2,1,0,7.425716648102042
1,0,0,1,0,1,2,5.372620303377079
2,2,2,2,0,0,1,6.229545030844056
2,2,2,1,2,0,0,4.418727827995181
2,2,0,0,2,1,0,5.6518369297201
2,2,1,1,1,0,0,4.652111020098269
1,0,1,0,1,1,2,6.433970786899475
0,0,1,0,1,0,1,3.9395143864603175
1,0,2,1,0,2,2,8.530766847164237
0,2,1,2,0,0,1,8.063660960369095
2,1,1,2,2,0,0,6.078420360360016
0,1,1,0,1,1,0,4.690535421255241
0,2,2,1,2,0,2,6.514189729577208
0,1,1,0,2,1,1,7.563006334756353
1,2,1,2,0,0,1,6.734334320262487
1,2,2,0,0,0,1,5.3326425718710215
2,0,2,2,2,2,0,6.791113583682851
1,1,2,2,0,2,2,7.253186555062659
0,2,2,2,1,0,0,4.910993073065256
0,2,1,0,2,2,1,5.500108096628998
0,0,2,2,2,2,1,7.248848127434724
1,0,0,2,2,1,1,8.575141089259496
2,1,0,1,0,1,0,5.099897856027329
1,2,1,2,0,2,0,8.369200554474958
2,0,2,2,0,1,0,3.6593561567386903
0,1,1,0,0,1,1,5.664124802980479
0,0,1,2,0,1,1,4.625845172484128
2,0,1,2,2,2,0,5.916164916080371
0,1,0,0,0,2,1,5.532090903655821
0,1,1,0,2,0,1,5.888000263106928
1,1,1,2,1,1,1,6.278170921811565
2,0,1,0,1,2,0,3.1251305220401893
2,2,1,1,0,0,0,3.619028088022213
0,0,0,2,0,2,1,5.392536592144147
2,2,2,1,1,2,0,7.984653402229176
2,0,1,2,0,2,0,6.477189183360638
2,2,0,0,2,0,0,2.5588293192002034
2,1,1,0,0,1,0,6.116739396728391
0,1,1,2,0,1,1,7.342065540402242
2,0,0,1,2,1,0,3.0259120334659926
0,2,0,0,1,2,1,5.106527030331501
2,0,0,0,0,1,0,4.008741844170802
1,1,1,1,2,1,1,8.61808010857918
2,2,2,1,0,2,0,4.308370523531687
1,2,2,0,2,2,2,8.800118656127323
1,2,1,1,2,2,1,6.554564836450232
1,0,2,1,2,1,1,6.67675465370928
2,2,0,1,2,2,0,7.1702476098152985
2,2,2,0,0,0,0,4.05838346942201
0,0,1,1,2,1,1,5.750195490776013
2,0,2,2,0,1,1,6.499340648407096
1,2,2,0,1,0,2,7.489538785718742
0,0,1,0,0,1,2,6.358694020747757
1,1,0,2,1,1,1,7.6193703734096365
2,0,1,1,2,1,0,6.598370772381435
2,0,2,2,1,0,1,5.975375849475179
2,2,2,1,0,0,0,4.934310926985631
1,0,2,2,0,0,2,6.095651325558533
2,2,0,1,2,1,0,5.5171682165172715
1,2,1,0,1,0,0,4.071778484034931
2,0,0,2,1,1,0,3.2390658169433353
1,0,2,1,1,2,2,6.62703285414601
0,2,2,0,0,2,0,4.857725672078579
0,1,0,1,1,0,1,6.184095040928368
0,0,1,1,1,2,1,5.75929248601457
0,2,2,0,2,0,0,5.700266027604588
1,0,2,2,1,0,0,5.826701337698343
1,0,1,0,2,0,2,6.157440189615728
0,2,0,0,2,0,0,4.677105690291396
1,0,2,1,0,2,2,6.362226003703523
1,1,2,2,1,0,2,8.468231537060106
0,2,1,2,1,2,1,7.969220587192785
1,1,2,2,0,1,0,4.761089055709045
1,1,0,0,0,0,1,4.954574310779008
1,1,1,2,2,1,0,8.960294236166396
1,0,0,2,1,0,1,5.056316490632535
2,1,2,1,0,1,2,7.002811706309648
0,2,2,1,0,1,2,7.075132404614516
1,0,2,0,0,1,2,4.662475217444738
1,2,1,2,0,0,0,6.469426038090652
0,1,0,2,0,2,1,4.343908876704006
2,1,0,1,2,1,1,5.886784000846156
0,0,1,1,2,0,1,6.654035614982215
0,1,2,1,1,1,1,6.385233384288112
2,0,0,0,1,0,0,2.2412145223313633
2,0,2,1,2,2,0,5.909910162846226
2,2,0,2,2,2,0,6.321270171076966
2,0,1,2,0,0,0,4.178626143661744
2,1,0,2,2,2,0,6.691625015466387
1,1,1,1,0,2,2,7.046456072947157
2,0,1,2,0,1,2,6.43925437529587
0,0,0,1,1,0,1,3.5943542217833766
1,1,1,1,2,2,2,7.217419961307321
1,1,2,1,0,2,2,6.52195831571316
2,2,2,2,0,2,0,7.534743601400352
2,2,0,2,0,2,0,5.736886211116043
1,0,2,0,1,2,1,4.499152177198757
1,0,2,0,2,2,0,3.903756232681463
0,0,2,1,0,0,1,4.105539483432322
2,1,1,1,0,1,0,6.885643015853558
1,0,2,2,0,0,1,5.361870357527761
1,0,1,1,0,0,0,5.733430107244383
2,2,0,1,0,2,0,5.3550220889326186
1,2,0,2,1,2,2,8.298211071158171
0,2,2,1,1,1,0,3.9347764130423064
0,0,0,1,1,2,1,5.792828636190301
0,1,1,1,2,0,1,6.08004063674849
2,1,2,1,1,0,0,5.488612092047054
0,0,0,2,0,2,1,4.086914020218444
0,1,1,2,1,1,1,6.886007761550341
1,1,0,1,0,1,0,5.340129928112473
2,1,1,1,2,1,0,6.199622688402497
1,2,0,1,0,0,2,6.630457639278239
2,2,2,0,0,2,0,4.722275476708695
2,1,0,1,2,2,0,5.036675157288124
0,2,2,0,1,2,1,7.629586287641674
2,2,2,0,0,1,1,6.864298615180796
1,1,2,0,2,1,0,5.242042985215196
1,0,2,1,0,2,1,6.716684517560393
0,2,0,0,2,1,1,5.115093119188722
1,2,2,1,2,1,0,5.793572040705365
2,2,1,1,1,0,2,7.899344686746128
1,0,2,1,1,1,1,4.469570972170633
0,1,2,2,1,1,1,7.304404585973143
1,2,1,1,1,1,2,7.893087816971334
2,1,1,2,0,0,0,4.7911610647634575
2,2,0,2,0,0,2,6.375280753284915
0,0,0,0,0,2,1,4.504418211763492
2,0,1,0,2,1,2,5.623909712778243
2,2,2,1,0,1,0,6.057328279869159
0,1,1,2,1,1,1,6.822328952065652
2,1,1,0,2,1,0,4.468808188091858
1,1,0,0,2,2,0,5.496521893678499
1,1,1,2,0,0,1,8.097977276068942
1,2,1,2,0,2,2,10.14604612035468
2,0,2,0,2,0,0,4.603321277140734
2,2,2,1,0,1,0,4.1492591829507255
2,2,1,1,0,1,0,6.161619315218812
2,1,2,0,2,2,0,6.5221770479758385
2,1,1,0,2,0,0,5.779750571028681
0,0,2,1,2,1,2,7.160191421244655
0,2,1,1,2,0,1,7.124791683355477
2,1,0,0,0,0,0,3.006646727128588
1,0,1,1,0,2,1,5.871282457705588
0,1,0,0,0,2,0,1.7574078060830933
0,2,0,2,0,1,1,6.146078820737253
1,0,2,0,2,1,1,6.456836649100211
1,0,2,0,0,1,1,5.79916012597155
0,2,0,0,1,0,2,3.581015489161195
0,0,2,2,2,1,1,6.9118115668260405
0,2,0,2,2,0,1,8.21936127769603
1,2,0,1,0,2,2,7.253045875020508
0,2,2,0,1,1,2,6.142088514303197
1,2,0,2,1,0,2,7.187279671347465
1,0,2,1,2,1,2,9.389427687639433
1,0,2,2,1,2,2,6.234471152798176
2,1,0,1,0,0,2,5.473108958552836
1,1,0,2,2,2,0,5.84460355739591
2,2,2,2,2,1,1,7.275405152710963
2,2,1,0,1,1,0,5.29592237151535
2,1,1,2,0,2,0,7.298714207508059
2,2,1,0,1,1,0,7.146503280086026
1,1,1,1,2,0,2,8.30248218248377
1,1,2,0,2,2,2,7.4662258472217955
0,1,1,2,1,0,1,8.53087688742901
1,1,0,0,0,1,2,5.493829404008183
0,0,1,1,1,2,1,5.229953799530345
2,2,2,1,2,1,0,4.593859148841657
2,1,0,2,2,2,0,7.430898057990994
0,2,1,2,0,1,0,6.61593054412601
2,1,2,0,0,0,1,7.215774961600014
0,2,1,2,1,0,1,4.9951705986582144
2,2,0,0,0,1,2,7.116656131955357
0,1,0,1,2,0,1,5.539324192938686
1,1,1,1,0,1,2,8.302061125605848
1,0,1,1,1,1,1,4.8573031983573935
2,2,2,2,2,2,1,9.568354601021833
1,2,1,2,2,0,0,7.774434362510257
2,2,2,1,2,2,0,6.607755063434744
2,2,0,2,0,1,1,6.8239487811100785
0,2,1,0,2,1,2,6.495574505759769
2,2,0,0,1,1,1,4.9248246960847775
