a,b,d,e,i,n,c,g,f,j,m,h,l,k
0,0.47113629339992935,-0.5941757465152216,1.8724211177681813,2.6219822151042558,-2.5120247290115767,-2.6116579023700384,-3.6329969471017756,-0.448593115109979,8.057033577005189,-3.817789010250822,-7.174967580989237,-2.4268244292504737,-0.41351292192050204
1,1.1165476528352754,0.439844870662904,1.272052288414178,3.1031815798131985,-1.1151331311805934,-3.4577155248201836,-3.3019143185470887,-2.7981058415009374,6.9617829937764215,0.5472888481578966,-4.409697308935595,-3.6524083287272964,0.8844418508223015
1,1.2383616777837907,2.4813412422676837,-2.2042978937886772,5.116525307140402,0.3930735775420593,-4.228773061902621,-4.971488848865708,-5.662835902054164,1.0900117616592682,6.38358689326067,-6.555160799247293,-0.6895051002081031,0.821999307447146
0,1.362642639803341,-0.5084460023078796,3.270452297916023,2.1262272214587643,-0.4937971803743182,-3.6984347269003104,-4.482344940696674,0.09400545013447342,8.14031718345455,-2.3095052000673015,-11.750167088015209,-0.6889453951912143,-0.8607189127222757
0,-1.040586052512433,-0.6538961101773377,2.05506215189234,3.0722890191253596,-2.776793179270256,-1.4489180686438288,-2.351143540090662,-1.201084747836647,5.7343137188501725,-5.310962843162152,-5.003380194355426,-1.5928533692408715,0.45444771609366275
0,-2.41278033092949,-2.507450957610142,2.757843355745182,3.718462067244298,-2.002433810079108,1.581726192249711,-3.2253174794955015,-1.1633048055823494,7.752990123662814,-11.76251762603427,-4.449836414172677,-3.2778853325374575,0.5117786614804118
0,1.6109369950118944,-1.3042073519794772,0.4601242551584783,2.7480019140993828,-1.869843172332427,-3.793003477680761,-2.9487582391004983,-1.7882810014991297,3.8963541408921403,0.009910528745064706,-8.145426595009187,-1.952334103897273,0.32242538883817456
0,2.549327952607003,-0.6730734244563528,0.8492301183946642,4.9878451191721656,-2.9462401105165976,-6.454233841248077,-2.3903603348005342,-3.128398112008953,3.836390827491929,4.863851175070781,-4.18899698884691,-2.985695495231415,0.8914666843583037
0,-0.40526926544933184,-1.0958526761766427,1.8259382941447742,2.2719607082685234,-2.015685052649994,-1.5667382367235954,-4.297174195272291,-0.8986585269598986,5.752222675387726,-4.996732959584638,-9.986723244891039,-0.2926165212299514,-1.0595091731278785
0,-1.9368380406201853,0.971707593377797,1.662962110662537,2.974089222320047,-1.9546771395482996,-0.08266087235489827,-3.461497169978618,-1.5055392609706428,3.3855821308004077,-8.640700156984341,-5.616583819229694,-4.140577123559383,-0.5433685772089081
0,-0.31048397619594376,-0.5749377753962186,1.9630685880099894,1.851194255107018,-0.8197905210632643,-2.2787242900798343,-3.737690497797226,-2.144884872780275,6.591547707815853,-4.55697523157056,-6.781424119272049,-1.5382596657091288,0.4975848583601138
0,-0.2862229498406692,0.8784442493182525,2.764515160929966,2.2984752648567066,-0.752574971688799,-2.911354995826811,-4.638979899517881,-0.7875558603631598,4.409988769825878,-4.539558211489429,-9.834765335863743,-1.2566753479791575,-0.7383483462683061
1,1.460076158977743,0.7717046340503682,-1.6252203153028493,3.158933910396658,-1.289209398359008,-3.232932458992062,-5.537834455050689,-4.629878920404514,0.5969896676544315,3.703565025673757,-6.958751392250258,-2.3926617945886086,-0.13844879416204792
0,-1.1133880419218483,-0.37277216357842335,2.653819071717309,3.4963040623077295,-2.1739531438608117,0.4455623138298537,-2.199536366659939,-0.10298871560778747,5.6453166515683115,-9.285678145555567,-4.406793980509294,-5.166295799280906,1.3785966037257442
0,0.5795611424764774,-0.4987964477125009,1.688281909957927,2.969094834023574,-1.2957076979443642,-2.469747356664496,-3.317481363363028,-2.4145089640148054,5.495814274791728,-3.837116212468665,-6.076923273235219,-2.6503197989783787,1.3933868153006275
0,0.5245073752860862,-0.40620374837854084,1.4762181388754523,3.9091148493347356,-2.5451884489270116,-0.9573594472095672,-4.886991890101768,-1.3417830343332928,5.090691816425506,-5.02080617801382,-7.095895956120785,-0.7196823916448631,1.0208787659818173
0,-1.4944056198193065,1.3087950030498594,0.2088847656151096,2.555034689407328,-1.3713598482625973,-0.27213377262316935,-4.839520161207456,-3.2379853987933203,4.500987122527462,-4.821578293217153,-8.054897039692952,-0.16665033976300148,0.5651614481980181
1,2.349196731694888,-1.609610726751218,0.6430486683768649,2.577831470160995,-1.0479064873692148,-2.720604976579157,-3.9666655502644113,0.027121884193807233,7.338943865344867,-4.057038947389605,-8.025055539929907,-0.6161049057537353,-0.3986880514132917
1,3.702684981945891,-1.2915457444386786,-2.2741078510310375,5.613985107279387,-1.9293985777386207,-7.888315239906926,-5.674050871920932,-6.46735910883311,5.996502632574554,11.751265359029581,-6.820636166480472,0.5810219604456084,-0.33960190921499367
0,0.17196033243705985,-0.9531708310561138,2.3283940112387125,3.0442376494420307,-2.9168367128796464,-2.177270716980238,-4.270385830360034,-1.0562556742542324,6.932700771289565,-3.6917976188607704,-5.443850886538131,-2.7720317815337805,-0.19594792501463942
1,1.3126748379314939,0.7245278819375691,-1.352105835472992,2.1905184540214524,0.4870586960311021,-4.688649435423615,-5.555312582606367,-4.281372734652106,3.980306988444584,3.648746561994524,-6.289116086031571,-0.6083969791064848,-0.195673654868185
0,-0.1420032144075213,0.28010442476401237,1.733457912617474,1.955736237751931,-2.1164214791432987,-1.6174499076250899,-4.915292090602731,-3.1948941469089256,4.4394299358509945,-4.66384203768359,-9.690956581177504,-1.736305651306076,-0.4914560108402318
0,0.6152567669685612,0.0630871980274752,1.5608311626720794,1.7073200854686594,-0.31964590610168897,-2.221897113539427,-2.0474417707842587,-1.4563323181727323,5.269838493798115,-1.8892352414462932,-6.952373406130498,-2.7307918811997793,-0.42104561161424214
0,-1.7306716055072182,-0.7942459128805701,2.8495381472938837,3.586569355856788,-2.47363626071491,0.1363305707120937,-3.9921898245181153,1.9129019825960998,6.490593219355998,-10.293140577418315,-7.819797703166652,-2.5987778978039744,0.18372187410411417
1,1.814390702977302,1.7290436932417625,-0.03865516901389027,2.5456227071067583,-0.6687947988685066,-3.2215710440803758,-3.7632419182753134,-4.320266177035589,4.39109324556523,0.7502815740964105,-7.59593656671764,-3.177910514440315,-0.9861563792615093
0,-0.3904639494628101,0.620195403152731,0.9858614388543343,2.7773624756564854,0.43267672301824156,-1.4002965466239772,-3.335318975079775,-3.9394190043541375,4.068466140216016,-5.261031815745552,-6.410712070756984,-1.1132656359957138,-1.1224197516492571
0,1.8478250129560454,-0.22594216872843445,1.1733973040287968,2.586491325561731,-3.017386744663279,-4.524947882157825,-2.084359350740825,-2.3882450378177698,4.318613359918182,2.683940827926089,-5.073228081904729,-3.4967348912904086,1.7859731346552818
0,-0.17417273380495787,0.5526575724868412,2.9528827687546633,3.3814924079409345,-3.8578144998997765,-2.8534141398487267,-3.140406865083888,1.4908043973393528,7.071404230379521,-4.697612191573693,-7.731174706658639,-2.752839379491259,-0.35839050149660917
3,6.617887611119519,3.222645263432129,-2.4037030308191065,2.5832559071159795,2.326590131287233,-11.852722457128136,-7.873370547616104,-8.18415185881301,4.886332295582603,16.0385146617964,-6.892834273341195,-0.7764080286766697,-0.9927406206930736
1,0.5462593022179927,0.14851697321711654,-0.2456299815231614,1.8344277138569847,-1.7868091053930737,-3.344252836936735,-4.6486294079290955,-5.278874288448922,5.078633227108512,2.640081958919899,-6.101313288243971,-1.829912918533333,-0.6362673935355092
0,0.5872591668027922,0.2878168390000047,1.4435535800354864,2.8742973071815943,-1.9807063641062337,-3.6262751545292238,-2.8135364078980287,-2.3695917259385695,5.1608368330061785,-0.23910403491126198,-6.590852887083146,-0.5756177078319875,0.9039630508637932
1,1.9694002637912287,0.8206131225786779,-1.427177090585447,3.510959284699897,-1.545918210451585,-5.9933287800939965,-4.918973554430488,-6.3466821544172225,3.7831570744647407,6.792241767693916,-7.088511093984069,0.803872622777301,1.5165841613930648
1,0.7809527521352175,0.7113398467544871,0.5284742008515408,3.242532313097641,-0.6918372190446839,-0.8693800007539716,-5.516149739102412,-3.1963415269752478,4.803522161528349,-4.799605902159514,-9.337559469543937,-2.186096656157144,-0.9810928912602044
0,0.17739611463694044,1.0629535721895744,-0.07981570769546575,1.8405462709026723,-2.910536207185742,-2.7036057718171214,-1.4051222725987036,-2.0827937738341777,3.031880205467909,0.44796809184819636,-5.26230875164005,-3.1452630204186653,0.6904978248126021
0,1.2125188368316004,-2.8608721285400867,2.431796465835456,3.3274848420913936,-2.139940087883306,-5.356636980713825,-4.816067804376914,0.49467098385159036,8.213870971297153,-0.15439456852781352,-7.617308591327436,-3.02447284904237,1.2240930906642926
0,-0.3237917042866007,-1.8276841701595696,1.8086215924912659,1.9061390729043657,-1.5101846734434656,-2.4316751566884656,-3.7498449831807754,-0.8121592024508288,6.376590069797298,-5.629103877811248,-6.613629941484624,-1.3430280786837079,-1.336807285633392
0,-1.6919626491697632,-1.59707042637437,4.066951799573922,2.1284613552136165,-2.968308886274262,0.1440994958531527,-3.70467468874856,-0.02531970854321286,7.446726936154695,-11.534663302911973,-6.367816092091188,-2.128348981395069,2.5191674934434864
0,-0.01756282647744591,-0.7732606475688055,0.5798644462756941,1.7060464752779976,-2.6600840296458887,-1.6185693820503162,-3.1935483437917993,-3.9968870452391503,4.902739723435901,-4.420629181217626,-6.0986614483649495,-3.143024434935752,3.0825286388495856
0,-0.9024230947925126,-0.6646081697660301,1.577337908959367,3.9511583486520307,-2.3073828335985316,-0.36278691461724377,-4.009163871359406,-0.9985827625725584,6.593986319958441,-5.044947766832353,-7.251583155639601,-2.0418886464915165,-2.4368441392247555
0,-0.3423409386638824,-1.9173256477730474,3.4782877009230626,3.283421541027349,-3.388815434226278,-1.0306847247074005,-3.452852541576369,-0.7102231188806034,8.16373705533087,-8.371525774701935,-6.261558565291016,-2.928488709208763,0.4887980301901178
0,-0.08158776968512098,-1.3951580323108264,2.8713896402914143,3.254993375678873,-2.382560982798746,-2.719821551381309,-3.85811629004959,-0.28218283113639253,10.360266229583676,-5.616987947458698,-5.865879875828928,-0.9713547478432678,-0.006028592134820765
1,-0.055652216015517286,-0.15084167852357,-0.5562120515798998,4.157211421142451,-0.8412034600970981,-2.0210899319165754,-6.994578769216434,-4.4899312926149095,6.423572346590376,-1.1684023683922344,-8.651215300990627,-0.21162728264714847,-0.6231606672217347
0,-1.615658339320678,2.0474240920758917,1.9039674283734476,5.462649248238723,-2.3595489415884283,-0.7879812056684224,-3.16333409993177,-2.2970711270169586,5.06620314879404,-8.347137749351385,-6.001439048114422,-1.8696873027246583,0.2511544349874613
0,0.48206683552552526,1.3917419477471467,1.6819993564150872,0.9407738960898444,-2.2313764929317244,-3.4893572211050023,-4.37180404086808,-2.4367830680456644,4.9803450212725675,-2.611933587601988,-7.459896254949901,-4.7105527513499315,1.01459229689539
1,1.1272813038303195,0.2982505823153509,0.4219558673941571,2.1716234191228923,-0.9799016709065853,-4.94717561290101,-7.079648175101599,-3.7730913757384794,7.81961103219506,3.9656119153157063,-9.269680974809834,-0.6150971473934668,-0.668867818907138
0,-2.564744341820567,-0.773583290306799,0.9813195640151702,2.033824915825476,-2.615743462432314,0.23790066736873006,-3.459164172856635,-1.7076454094986522,4.823914330109046,-4.502943095818569,-6.029860029639138,-0.4466366308636589,-0.2504624236844808
0,0.7848440366081351,-1.559203997188294,1.5906795972992653,1.799180377617307,-1.2689374341331228,-2.2324206027594617,-3.2259972575586775,-0.4551064886650811,4.318805621348735,-2.7776690218157887,-6.923763777641561,-0.8997912455651846,0.20221042985957588
0,0.27236975527423984,-2.318130413225267,0.0819476247232862,1.5724167523962873,-0.5240218751982242,-1.8854296539577904,-3.3010215198792134,-2.6295262730449016,5.834211413588127,-1.78710885020281,-6.041660099712389,-4.372925152018091,1.171453005054445
1,0.936125175963516,0.5931198135914761,0.27512345186808196,2.6103469359446345,-1.4243803921954483,-2.7832711281304277,-4.7338613209415845,-3.7727026698781922,6.120043353896782,-0.9278447463024395,-6.741495072033806,-1.7213175081921,-0.9309997508161003
0,-1.3168302110582415,-1.4078519832440257,2.130020673421832,1.433396284710595,-1.474801768522293,-0.2939563363835832,-5.623766818427215,-1.6479711858561608,7.358015821874356,-8.613502912464984,-8.566710463077643,-2.8688379084723232,-1.7975810371548262
0,0.8358078963143372,-0.49485053166200976,1.452580587356116,2.985042367537413,-2.199617155434647,-2.5916814349380686,-4.915244507656771,-2.7449651262585473,6.034377221729894,-0.613978795161767,-8.03118599319551,-0.1382952019506558,2.0127632830127564
0,0.3493506225604296,-2.0102058490434773,0.06494910941521215,2.7016983214286148,-1.5945126549614952,-4.4438737824527506,-1.8080094405428508,-3.766835103595806,7.297009225961975,2.4925676443351135,-5.756448450444539,-2.3785292445729485,0.10550981614931099
2,5.682602282684073,1.0680255416897424,-0.4114681371485377,3.6510286647636554,1.6057795312032543,-9.839381700539187,-8.187004928823574,-5.049138091368766,6.750136285954914,14.686813059045297,-10.353535065859637,-0.1877955597314359,-1.1073529869195229
0,0.42018859872493736,-0.2613729046971691,2.0445250379928024,3.1577284516382527,-1.4513404569819013,-2.6053460941971314,-2.9083649045678865,-0.6626177500608627,6.853340241060098,-2.198186940663371,-5.7347131794469375,-2.596039575447252,0.3570963767514072
0,0.3877031412620148,-0.04379040221606256,0.9539849022990231,3.2530068534266765,-3.7334145388096807,-2.1095518290302753,-4.173506181998255,-4.342359197104237,3.96156710123049,-4.4413943166502525,-6.8855230585003016,-4.846287689178381,0.9347203253620452
0,-0.16692793010856513,0.007471958742014562,1.399399553161936,2.2765910631761175,-1.506004368553041,-1.5746083194983098,-3.3992064669211333,-2.520361537662896,4.145060280817354,-4.984163542139643,-5.655702856419202,-3.742022332274048,2.5529650090368987
0,0.816775867200791,-1.7304889841570372,0.17933059721816114,4.771143402633667,-0.7271362566909907,-4.3287091272900025,-4.37282754989715,-1.9210555675651406,7.4267911877119035,1.634624742642306,-7.805990666725544,-1.8895194474870056,0.67201682837711
0,0.6250852012481537,0.44468573013556173,0.6545898722220955,2.8844311164820975,-2.1815961699981026,-4.569409909150943,-2.851755985860021,-2.504552497862672,4.282390137652863,1.8773525846177328,-4.177503603352749,-2.313973406406743,-0.26516630061287083
0,1.251725008565195,-1.2102116966018504,1.1421886536428605,0.787515247375205,-0.9643651938821676,-4.6669864282598885,-3.5247576371735785,-3.444913847950125,5.538073940028893,1.287482715635909,-6.98429448121676,-4.146653996983643,-1.0290976609978932
0,-0.5213229186372847,0.22285791460730647,2.908420812280151,1.6476242542337824,-2.650115541151946,-0.8900174034485164,-3.8948610864531377,2.341420907597523,5.729445173405745,-4.885120410264819,-7.772049900492675,-2.31865834153492,-0.2960207434845727
0,-0.4354074729439623,-0.4206386766181931,1.0404966091125243,0.9094970109721843,-3.4455391595222737,-0.8859840479736178,-4.593267921173439,-2.172775597926487,4.68150928431074,-5.995444601408522,-8.44236657756968,-0.6999096251074866,-0.37979050435556455
0,-0.4791031709119801,-1.7863874990779478,2.3202136593287586,2.6673346291513074,-1.8188309811673598,-2.882406806395971,-3.4801839273691813,-0.30062246905180745,7.01883111170345,-3.3300782117951853,-8.303267705851315,-3.208342304383825,-1.7889969354190216
0,0.7908017211789892,-0.7261977045811879,1.1416837971384202,2.528194775946666,-3.7164767207463143,-4.28612979433059,-4.801648454729769,-1.6289557152170664,4.422742943213082,1.3176511553797177,-6.0806743868433895,-2.2833878736890743,1.4635251163845557
0,1.498374440296732,-0.04463625793623238,1.9279475608518748,2.1815743021005423,-2.1997710128935917,-5.025943646759231,-3.059214396569596,-1.499735246789049,4.248852058180681,0.7070955732670149,-4.865711982521319,-2.8596834228367483,-0.05334839228830068
1,1.1911595068506993,1.3229653804745993,-0.0013955021438022686,4.920926112400514,0.326842262645503,-4.4768399649263015,-2.56507028389191,-4.889164554265329,4.4401940778343505,2.933027366564717,-4.455660361389851,-0.47069515677084794,2.477490246481003
0,-0.42477372779309125,-0.5509878974444186,2.5530566000927433,3.198982874076911,-3.869762905746281,-2.9531198746643934,-2.212478133354651,1.7021595091716675,6.17616199535804,-4.85386510152458,-6.463946533125954,-2.612394371848813,2.3421697066054152
0,0.3140772238697992,1.1217788906010528,1.1451886617814422,3.3760983614463345,-3.239496795913898,-4.054900651796549,-2.5933852795156795,-1.0212790559514056,5.079001264028161,0.40896733042432215,-4.0575066892582665,-3.3720483240272596,1.0433443268051772
0,-0.24576150001290142,0.597510770986559,0.10747174999755904,1.7189265120578967,-2.9920322451615773,-2.665311581389363,-3.475980682093164,-2.3855450038941064,3.8549169510374277,0.10154860204017058,-6.917743900375255,-1.3730073207077247,0.8152945922981032
0,0.95205365313989,-0.6666541163997528,0.29805096863636726,1.6508551086689875,-2.02331985971096,-3.446141814702239,-5.518750744463488,-2.4139327040363305,5.18127689220739,0.942140629133111,-8.44883891935281,-3.0337434354693893,-1.3455756762771007
1,-0.6017772906190468,1.4601218121369448,-0.3918774939427575,2.9468054990969548,-1.3257167856462093,-2.7720883599806347,-6.493268124079643,-5.610057733456428,3.4234316693066225,1.1158363312481547,-6.722422737586841,-1.6352594757713323,0.8825010504513248
0,-0.8267050469168946,1.523793485188187,0.4309400293219472,2.823007139652226,-0.5608636183039126,-1.1401493938189446,-1.9686381211190584,-1.5611981748327068,2.851523533653223,-2.1043327764934583,-4.716313531203184,-3.432178410231428,0.582587246580611
0,-0.7824163339614458,1.550484600783027,2.090212015679551,0.7936884328855429,-1.0056516709083025,-0.028240152972546007,-4.037183390007326,-1.7902909601370611,4.752030032536605,-7.108462302962816,-4.808271739351194,-3.084099421325694,-0.03588227818073575
0,-2.320356012386145,-1.6379998808224974,1.2142318351419221,2.4696929771504657,-1.464727053931402,-0.22007775994904577,-4.424952080287421,-1.6624889097875633,7.342297324259295,-6.255201812464841,-7.066989883108043,-1.328816990780427,0.03922824915244172
0,-0.9636384443688041,-1.3365331111571506,4.054606550026431,2.6640720828735045,-1.8143696856561151,-1.0377155518505257,-3.8461304423575937,-0.3471384384344376,8.71995699649235,-10.62446632827941,-7.255473849041224,-1.5589774062438102,-0.19749964009855497
1,0.7348438841540738,2.194918786733851,-1.597714595137132,2.694850834228871,-0.5667702230151727,-2.4513731429064713,-6.122808440836477,-8.02225348910385,3.5058884220250848,1.3176952744979222,-8.478823551720613,-1.5658823009436678,-0.6283829395543508
0,-0.20110465451883033,-1.4682810508376372,1.883633178709801,1.8366095876533235,-2.821982355313375,-2.3247108274922583,-4.927010892177282,-0.8643669736177125,7.056934362172849,-4.03259949932916,-9.55933478201068,-1.193126970789156,0.4806927725729413
1,2.7629658916602633,-0.6125411332916788,-0.987953023505669,2.37046481807886,-0.10278964644338773,-6.90945159809939,-5.532355242775174,-6.09536571399137,6.389116653361927,8.779258855484423,-7.679156414598591,0.40135479506404503,-0.8326376453072821
0,-0.24506065119070236,-0.8961941306990469,1.1865986596173212,2.473140806427204,-3.0720442543592013,-0.6809686675146358,-4.505958574276893,-3.9664450993335274,5.414911108135023,-5.977377895516055,-6.2351139348513644,-3.2914269609478413,2.329786540621439
0,-1.0308137202711538,0.01022670947458576,1.8214194733405442,2.740800023610048,-1.124623006097769,-1.042754733389221,-4.219484573357707,-0.7129722974447045,3.792433468331521,-6.829107115034141,-6.554558640296519,-2.206283281902171,-0.8325183977202399
0,-0.056954541213528984,-0.5123967066110964,-0.6453713748742869,3.2547915825505678,-0.773857497881169,-1.0051990716833563,-4.33805053213867,-1.9456425963058983,4.218538796092323,-3.2232197812085146,-7.226751913829144,-2.3160650262367195,1.8928696607532693
0,1.0491736214413494,-1.0605636204055922,1.9168261167880274,3.730856204950871,-1.7491353979119129,-3.2403694151051035,-3.11672432922637,0.2447420317184128,7.419892587933466,-3.960303279069818,-7.277146663905161,-2.1687751501090218,-0.7551975543563454
0,-0.9759588161149049,-1.084212461724509,3.582907462274168,2.35565227647275,-2.136213058961976,-1.156742722187821,-3.8747575597540336,0.4971966217268789,8.741636538007134,-8.7353109410712,-6.654185454192949,-3.948234567823798,0.45964742212164067
0,-0.9105748839214486,-1.1223370644127086,1.226561701631407,2.193843803884642,-1.5596900916903267,-0.4263988830732272,-3.82692252755576,-1.9228743534432504,6.57429218240471,-7.465020446439755,-5.830455091573677,-1.1868824145527455,0.2340582572184033
2,3.8585489592742235,0.9504903713410577,-1.1401921431944906,3.607655673534306,-2.821518370100673,-7.810104518730617,-6.560480546989958,-5.402112786457806,5.4959849204052125,9.279557505363897,-6.992060375652082,-1.2170513731664756,-0.3511879917465212
0,-0.22153611573080054,1.8716328772760618,2.7049216931253994,3.2608449164108544,-1.6577417815145388,-0.8567512558170971,-3.341294676641531,0.8757387499978619,3.8172007169340074,-8.008250230024622,-6.29288762491345,-1.414346237375894,1.3776331963832447
1,2.2974846907094744,1.007511071185555,-0.023953500026996644,2.475799566741115,-1.073353997839807,-6.227798951765377,-5.51712710777934,-4.530842708856475,5.463828317105873,4.49942697365263,-8.185488068426885,-1.53831066478237,1.290470615332207
1,1.6363532082047032,1.5967590544047388,-0.44096018853148333,3.7003934769661724,-1.010628113056991,-4.706051956787012,-4.680035786269118,-4.628516899201316,4.421858541035431,4.291167214801677,-5.860046457040591,-2.333088856501959,1.7253098387026526
0,0.701663648089567,-0.8990774681189238,-0.5957364037217523,3.629585341155973,-1.2534674871021725,-3.240861423410927,-2.9466637766602077,-3.708524693478261,3.7959430579500375,2.4269083653218493,-9.279769202305745,-0.2117552207505795,-0.7843824770796866
0,-1.0350781140406409,-0.5959566771860488,2.320990719394973,3.941686465658673,-2.0347689215647278,-0.026391717562911587,-3.7164670010865115,-0.13019425961089925,7.718885391620569,-8.964936343756456,-6.3731632219932,-1.419239901044388,0.7348429913667293
0,-0.01208465078826744,-1.123553981370355,1.5668315902711027,4.428320906719822,-3.100206856651158,-3.198139836832719,-3.5679253215850317,-1.67688842910221,5.566418711476392,-2.261451813525433,-4.068339023107576,-2.9880988331794414,0.5060536389372133
0,-0.21069001436315682,-3.061708334919202,0.6673161486118382,1.783583861340561,-2.101402670825378,-0.875950031510093,-4.721046479971209,-2.689344835651249,6.905047505325308,-3.804487852586587,-9.058000106509102,-0.7391294139805855,-1.3001103466576076
1,0.4341090758958692,-0.668009276847866,0.2665967102776935,2.923898209332511,-0.8924445159191755,-2.5857650248427593,-6.350884434691705,-2.4762474205290412,8.376293070520253,-1.532083324343521,-8.288568158107811,-1.1704396064997442,-1.3886427163231685
1,0.08652205213131148,-1.1006186799803945,-0.44368035680618145,2.9212776966186604,-0.8450660884189872,-3.8789211671380954,-4.785945300030251,-3.4562749043161602,7.397161586494106,1.7268838398592965,-6.818807777148624,-1.3899729834883576,-0.20959179567168956
0,0.6857490352746618,-2.6597837779516076,1.1515738688844743,2.5519264314674923,-1.798080632714932,-1.9486433142567727,-3.4340255041481194,-1.539795216035611,7.174056711312981,-2.0918103391035103,-6.995462962333591,-2.863166985270398,0.6010574830681926
0,-0.3509523822179781,-1.6053589742981027,2.286291156108708,2.0007370803898636,-0.9206309550814467,0.5389359397250804,-3.2655054077281394,0.9954809879868554,7.815491451298343,-8.437206297032695,-5.363375029546251,-1.8523875406540151,-1.0380951692063054
0,-1.0222802816473295,0.9149556793816309,0.34161758867615544,1.1644379967689285,-3.0460345530341475,0.25324916667214237,-3.061902299367233,-3.3270017111356003,3.621941208053361,-5.1421455469938095,-5.766451802144813,-3.312819718438116,0.6983817207328941
1,1.5538210630766676,0.6655638322956458,1.1873152860737584,3.002679446029004,-0.7842995438351501,-3.2039029317116325,-5.2439621493407,-1.183487125246535,3.5417204315488853,-0.30555169955340744,-7.020429725431834,0.17210245158467652,1.6794876124113374
0,1.1280188573493026,0.8805637623211742,0.2823138368815963,1.8816443404520875,-0.670070301381759,-3.695135207259929,-2.6515035448290547,-2.46564678241943,2.5414091520317035,-0.9144278736672213,-5.117415239245672,-3.155912986976296,2.0743381925155098
0,-2.280737845371923,0.0009825769008753316,1.0172985916447361,2.735993480747625,-3.6946114969371955,-0.6356645577640991,-2.544743852442085,1.100746516689589,4.863279535334816,-3.9530394657230548,-5.813596934357506,-2.582868478302114,0.14446490447893212
0,-1.4966386899033264,0.37255882571515925,3.6029461940665772,1.8559564583011465,-1.7803533192199463,-1.9238598984038346,-2.5128881709520785,-0.4151232655465802,6.4577464161063665,-6.836060504695596,-2.6253171662286277,-2.9286641428279325,0.35302559752405305
0,-0.9228864418952676,-1.310896995304575,2.807354761642422,1.5503416541556585,-2.5453785019730435,-0.6336480730599142,-3.777412465241673,-0.8189608239449808,7.951744383045629,-7.145710962803861,-6.65280891388418,-2.2941805480897965,0.9209314540218889
