d,e,f,g,h,i,j,a,c,b
2,1,0,0,1,0,0,0,0.6165303129826107,-3.4240785309779045
1,1,0,0,1,2,1,0,-0.9059718656869624,-4.760844816398466
0,2,2,2,1,0,2,1,-3.2578105626075375,0.10354281392573217
2,0,2,2,1,2,0,1,-1.9015700566695062,-1.1194421838007396
2,2,2,2,0,1,2,0,-2.1867712950447196,-3.106865738515704
0,0,0,0,0,2,2,2,-1.233146295590787,-0.5128906555442396
2,0,1,1,2,2,1,1,-0.20095540348602947,-2.47889786362965
0,2,0,0,2,0,2,1,-1.3128316240273323,-3.4478264873463518
2,2,2,2,0,1,2,1,-3.4219125046515098,-1.424920027384103
2,1,1,1,2,2,0,0,-1.0427785677194528,-4.482642822264813
1,0,2,0,2,0,2,0,-2.997041241641289,-2.639800435362982
2,0,2,2,0,2,0,0,-1.1017936195154279,-4.296882863683277
0,1,2,1,2,0,0,1,-0.772942153201168,-3.6556138107441667
0,1,1,1,1,1,0,1,-4.048810863980693,0.019674972671275714
0,2,1,0,2,1,1,0,-3.2803192813782216,-2.4479966874219845
1,0,1,0,1,2,2,1,-1.6849455704092602,-1.9835155034563414
2,0,0,2,1,2,1,0,0.5063149264363749,-5.4080062115251755
0,2,0,0,0,1,1,1,-2.57262789158862,-2.5370825562399215
1,0,1,0,0,0,0,1,3.3126025635813914,-1.3091780425250794
2,0,2,2,1,1,1,0,-3.2291750354443822,-2.324006938234628
0,1,1,0,2,1,1,1,-3.1630521189378067,-3.9564710897077533
2,1,2,1,2,2,1,0,-5.059554710172732,-1.9795632688042377
0,1,0,2,2,2,0,1,-3.1766660022526487,-1.4329219126571482
2,2,1,1,1,1,0,0,-2.455749137442923,-1.4159648636976387
1,2,1,1,1,2,2,0,-5.88258162391682,-2.7225050652359513
1,0,1,0,1,0,1,2,0.16257304753281132,-2.97438284152557
0,2,0,1,2,0,1,2,-3.2659403901594772,-0.6471442985070766
1,1,0,1,0,0,0,1,0.21480037859821577,-3.926989871624081
2,0,2,1,0,2,2,0,-2.369824312333064,-1.9853872620129032
0,2,1,0,2,0,1,2,-2.7526537758967997,-2.4828999486754295
2,0,0,0,1,1,1,1,-0.32223854778484506,-3.2149528795228504
1,1,0,2,1,2,2,2,-2.785047662432457,1.667349718575061
2,2,0,2,2,2,0,0,-2.070127304760757,-2.7970713722174625
1,0,2,2,2,2,1,0,-2.45158948292078,-1.804481502952993
1,0,0,0,0,0,2,0,1.190297303792225,-4.735730834501896
0,1,2,2,1,1,1,2,-4.922663849937873,-0.9501078621568253
1,2,0,0,1,1,0,1,-1.094036940986671,-0.9641390525979905
0,0,1,1,2,2,0,1,-1.6828979631745078,-2.0903644903404643
1,1,0,0,2,1,0,0,-1.8152859002088744,-2.776637426474305
0,1,2,2,1,1,1,1,-4.7690501313692995,-2.620662172959814
1,0,0,0,2,0,1,0,-0.4528054942547771,-3.3238893004662344
1,2,1,2,1,0,0,2,-2.773662142824367,-0.9070890566793448
0,2,0,0,2,1,2,1,-3.912391814826804,-0.4643984756691293
2,1,0,2,1,0,0,1,0.5501772572541838,0.08362043399858221
1,0,0,1,1,1,1,1,-2.447873951799061,-1.4878152956298836
2,0,2,0,1,2,2,0,-4.143548981528648,-2.9738456638633575
0,1,1,0,2,1,0,1,-2.157933431232304,-4.5831551228231255
0,1,1,2,1,1,0,1,-2.6844022156335314,-3.5969927771781993
1,1,1,0,0,0,0,0,-0.5131963128746222,-1.8382143478024224
0,0,2,0,0,1,1,1,-1.3411136136666055,-3.3371331766384182
0,1,1,1,1,1,0,0,-2.582794500504817,-3.0383780116158996
1,0,1,0,2,0,2,1,-1.7440099191111331,-1.5168034075743808
0,2,0,0,1,0,0,1,-0.5830616139528126,-1.1454382934048017
2,2,0,1,1,2,2,0,-4.147586504608826,-2.5377618683043788
0,1,0,2,2,2,1,0,-1.5029757040825602,-3.3858114983129113
0,0,1,2,1,1,0,1,-1.259020825193825,-2.266408195581005
1,2,0,2,2,2,0,0,-3.7044341167212824,-3.0486213966783895
2,0,0,0,1,0,0,2,1.693040335502779,-0.6322374187942658
0,2,0,1,2,0,0,1,-1.5869609852790085,-1.8110184234738262
0,0,0,0,2,2,0,1,0.8812998196899792,-2.304191639807264
2,1,2,2,1,0,1,0,-3.280194579094186,-0.3756437578044758
2,0,1,1,0,1,0,0,1.1830103100658325,-2.657870059401582
1,0,2,0,1,0,2,2,-1.4773883082306276,1.0211415829655903
1,2,1,2,0,0,0,1,0.31441131570952763,-3.842362254183911
1,2,2,0,1,1,0,2,-1.5101906102997882,0.40637803250502125
1,0,0,0,0,1,0,0,2.301790981925517,-3.463150900612753
1,2,1,2,1,2,0,1,-4.00369590492429,-1.2388650770357088
0,0,2,1,1,2,2,1,-3.1713076051584235,-1.1121303396898643
0,0,1,2,0,1,0,2,-0.5389907386898116,-0.4701035330899661
0,0,2,1,0,1,0,1,1.171070739260707,0.03602458533505715
2,1,0,2,1,0,2,0,-1.434228543300886,-1.5768950177732104
1,0,0,1,0,0,1,0,0.8917174591951926,-2.0377379125944017
1,1,2,0,2,0,0,0,-1.6937102346569373,-2.1538247147017873
1,0,0,0,2,2,2,1,-2.5860646276248533,-0.17336742894688628
2,0,2,2,2,0,0,0,-0.7788946078519368,-4.701798973569009
0,1,2,0,0,1,0,0,-1.4239018809197097,-1.6382053801208754
0,2,2,1,2,2,1,2,-4.311350063836223,-0.4405664540273857
0,2,1,0,1,2,2,2,-5.712542894150177,0.20476203773064283
1,1,2,0,1,1,0,0,-1.549106216654871,-2.404138816864968
2,0,0,1,0,0,2,0,2.1147325653585316,-1.558395154946827
1,2,1,0,1,1,0,0,-4.475634743999903,-3.4345865681037635
1,2,0,1,2,1,2,1,-1.4837342363946924,-2.770274729425973
2,2,2,2,0,0,0,0,-1.9491489520171577,-2.7419418330947467
0,2,2,0,0,2,1,1,-2.9036849738545705,-2.0469524332449347
1,2,2,0,1,2,1,2,-3.5457881178482804,1.2615610141858562
1,2,2,0,1,0,0,2,-1.3235369181397216,3.251527230466929
1,1,0,2,1,0,1,0,-0.9059633983712642,-2.7895415817218803
2,1,0,1,1,0,2,2,-0.18831530936358332,-1.4514615795725805
0,0,2,1,0,2,1,1,-1.3063209342212427,-3.617091194947089
2,0,1,0,0,0,1,0,2.7028404367600714,-2.9633096529583796
0,2,0,2,0,2,2,1,-2.3492076478738193,-2.9377885389227214
1,2,2,0,0,2,2,1,-1.227754184446856,-1.8821813326003989
1,2,2,2,2,1,0,2,-3.2030351577519967,0.7881577635949296
2,0,1,0,2,1,2,1,-3.7768923570580513,-2.1401343464989355
1,1,2,2,1,2,2,0,-1.8391057454074233,-0.8876405420088507
0,0,0,0,0,2,2,2,-0.565752591916639,-1.241909838149236
0,2,0,0,1,0,2,1,-0.5952342356755511,-2.74112628070974
1,0,0,1,2,0,2,1,-0.8375319045061672,-1.8694505149481337
2,0,1,0,0,1,2,0,0.7877963513163546,-2.36875032940131
0,1,0,0,1,0,0,2,-0.2986876107968229,0.6273446283186876
2,2,0,1,1,0,2,0,-1.6846897472914377,-2.49250767855915
1,2,2,0,0,2,0,0,-2.0897450960891666,-1.7477796279831441
0,0,2,1,1,1,1,1,-1.2109160477976015,-3.021198355394621
0,0,2,2,1,1,2,2,-3.142086834708499,1.2409715200038265
1,0,2,0,1,0,0,2,0.7725350109236432,0.4969216361535592
0,0,2,1,2,0,2,1,-4.975580628145523,0.0431582696893964
0,1,1,0,1,0,1,2,-1.7410356784918442,-1.7115960279950828
1,0,1,1,0,1,0,2,0.695237417920435,-1.3507396881998162
2,0,2,0,0,0,0,0,1.579877858909656,-2.132109215448367
0,1,1,0,1,1,1,1,-1.4457218736692896,-4.922232587702805
0,0,0,0,2,0,1,1,-0.4157506094461287,-2.2225570192565933
0,0,2,2,0,1,1,1,-1.679446029396055,-1.1328854694110855
1,0,0,0,0,1,0,1,3.2860384417479085,-2.352384021071123
2,0,2,2,2,0,0,0,-3.6141427393906165,-2.868920481530832
2,1,1,2,1,1,0,1,-1.4721853143553751,-3.3358406423898224
2,2,2,1,0,0,0,0,-1.5307498524046546,-3.4932621185942754
2,2,0,0,0,0,2,2,-1.1671980265661974,-0.7354531897766472
0,0,1,2,1,2,0,1,-1.8348384817717345,-2.826743584918698
0,0,1,2,1,2,2,0,-2.2997665628742414,-3.4783905660680854
1,1,1,0,1,1,0,2,-0.15950945058101063,-1.0052461668891226
2,1,0,2,0,2,1,0,-0.970863114493941,-3.464546157056753
2,2,2,2,1,1,2,0,-4.1440587867419545,-0.4646758905872268
0,2,1,0,2,0,1,1,-2.2212930692072614,-2.426170044046701
0,1,2,0,0,2,0,2,-1.115419189893691,0.08111649896777606
0,0,1,2,1,1,1,1,-3.332304056220716,-2.343126333707403
0,0,0,0,0,1,0,1,1.153349880193749,-2.9677369046733135
1,0,2,1,1,1,2,2,-2.0996751588325875,-1.6403371826265896
1,0,0,0,0,0,2,2,1.4582457986689652,-1.7079793330072768
1,2,0,2,0,2,1,1,-3.1376525301120957,-3.014986627479046
0,0,2,0,2,1,1,0,-4.117075931531729,-2.1599647485535107
2,2,2,0,0,1,1,0,-1.3415780673000557,-1.9616000002825136
1,1,2,0,2,0,2,0,-3.136708724482417,-4.324859588888582
2,1,1,0,1,2,1,0,-2.0534349773515173,-3.358143064218102
2,1,2,1,1,0,2,1,-1.5769436290308365,-3.593116699788825
0,2,0,0,1,0,1,0,-2.9358656134006997,-2.8474628280094905
0,0,2,2,1,2,0,1,-2.6942144701234887,-0.8343763263793045
2,0,1,1,1,0,2,1,-1.7481263521896233,-2.6177151220234145
1,1,0,0,2,1,1,1,-0.8668157579140736,-2.5432903781473546
0,1,1,2,2,2,2,1,-3.35874537946755,-0.305476458411142
1,1,1,1,0,2,1,2,-3.1224452587919727,0.7764839112973021
1,2,0,2,2,1,1,2,-2.795363445558987,-0.5160924025728538
2,1,1,0,0,2,1,1,0.03638579535095432,-2.78593361474806
0,0,1,2,2,2,1,0,-3.5589213809484193,-3.277290614826362
2,0,0,1,0,2,2,0,-0.3485115158362836,-3.061219706469167
2,2,0,2,0,0,1,2,-0.36646178210922703,-0.09640399737110772
0,0,2,1,2,2,2,1,-3.6422600085869026,-3.070329848729271
0,1,1,2,2,0,1,1,-2.3761423263865527,-1.8152847667266878
1,1,1,1,0,2,0,1,-0.33971487842323767,-2.8742373124844
0,2,1,0,1,0,2,1,-4.226006815960017,-1.0495320209645507
0,2,1,0,1,0,1,2,-1.7899308983093505,0.8034955115150688
1,1,1,2,1,0,2,0,-1.6301575482378587,-2.4612258771944173
2,0,1,2,1,1,1,2,-2.005927015042252,-0.26609012685537875
2,1,2,1,2,0,1,0,-4.156132299958367,-1.4033135396724121
0,1,2,2,2,0,2,1,-4.014772137646767,-2.5053442220433713
2,0,0,0,1,1,1,0,0.14952059108674268,-4.9209804024794455
0,1,2,0,2,2,2,0,-5.226331635826087,-5.356607742589117
2,0,2,1,2,1,1,0,-3.012007199103358,-2.6360312061744944
2,1,0,1,0,1,0,0,-0.6019654623124797,-4.169921147078749
2,2,2,2,2,1,0,2,-3.3658359435200893,0.768436908897421
0,2,1,2,2,1,2,1,-5.1325272191766915,-3.416744272258903
2,0,2,0,0,1,1,2,-1.9329343403333272,-0.6315572067891329
0,2,1,2,2,1,1,2,-4.483180558166691,1.0504444628231444
1,0,2,1,2,0,2,1,-2.551784938045906,-2.9751397356486864
1,1,0,2,1,0,1,2,-0.6634330538765415,-0.04938823751010979
0,0,0,0,1,2,1,0,-1.3077885562295282,-3.607068974509326
0,0,2,0,1,1,2,0,-3.3883660394568884,-2.5173449076727983
2,0,1,0,2,0,0,2,-0.6347356154284923,0.12270038818365947
1,0,1,2,2,0,0,2,-1.526915398413855,0.8396927322839257
1,2,0,0,2,2,2,0,-3.240462289722451,-2.423230394917582
1,0,0,2,1,0,0,1,0.6216331146652332,-3.4227456734559576
1,1,2,2,0,0,2,1,-2.0766702184343777,-2.530454344697395
2,2,0,0,2,2,0,2,-2.195785952181715,0.7278646864187531
0,2,1,2,0,1,0,1,-2.5962023234454796,-2.9554598288097207
2,2,0,0,0,1,2,0,1.5014287948104357,-3.159739041310421
2,0,0,0,0,2,1,0,0.14891707489240058,-3.9867250147136093
1,2,0,1,2,0,2,1,-3.3085557000491503,-1.8746058663064329
0,1,2,0,1,1,1,1,0.40928063741807863,-3.727359938897787
0,0,2,0,0,2,0,2,0.1544893296263053,-2.5893518653557788
2,1,0,0,0,1,2,0,-1.261542259289118,-2.546348872113218
2,2,1,1,1,0,0,0,-1.2651681922356603,-2.10161309865224
0,1,1,0,2,2,0,1,-3.1582407500423058,-3.5956646331145685
0,0,1,0,2,2,2,1,-1.9334515601049667,-1.7452059102516133
0,2,2,1,1,0,0,2,-3.2437256546464925,1.428066071382098
0,2,0,1,1,0,1,0,-2.7336066210403196,-2.034725390299779
2,2,0,2,2,2,1,0,-2.0491678370743682,-3.226962676242194
2,2,1,0,2,0,2,0,-2.5395831338239745,-3.6218701728088982
0,2,1,1,0,2,0,0,-1.3689681307031603,-2.946956562546591
2,1,0,2,2,0,0,1,-0.031107359961581205,-2.700673481430988
0,0,2,1,1,2,1,1,-3.658520924300906,-1.6041610124240173
1,1,0,0,2,2,1,0,-1.0593614544041428,-3.325357375839224
1,0,0,1,0,1,2,2,1.2913222813784977,-1.2788265967875845
2,1,1,1,0,0,1,0,-0.3516962413246534,-3.057222923285163
2,1,1,0,2,1,0,0,0.4248115801256227,-2.9688078270362235
0,2,0,1,2,2,2,0,-3.391897584122125,-2.282981589610347
0,0,0,0,0,2,1,0,0.6844111806622634,-3.1975807906348215
0,0,0,1,2,0,2,0,-0.9290665826246258,-1.5197651810461412
0,2,1,2,0,1,2,0,-3.463397080107555,-3.0934589480180237
2,0,1,1,2,2,0,0,-2.957572739373613,-1.2967893269980788
2,1,0,2,0,0,1,0,0.24975105040832063,-4.2729046430198325
0,2,1,0,0,2,1,1,-2.345899487112613,-0.8894641528896006
2,1,2,2,2,0,1,1,-3.4050608430831755,-0.5177091857045104
1,1,0,2,2,2,0,1,-1.4349091800641904,-2.5676882664218033
1,2,2,2,0,0,1,0,-2.5255401332521674,-1.0209559505999415
1,1,0,2,0,0,1,1,0.9825293078325743,-1.9775556768656222
0,2,0,1,1,1,0,2,-1.4901164398639917,-1.0029059609626567
2,1,0,1,0,1,0,2,0.9745572128309034,-0.6941527803854383
0,0,0,2,2,0,0,0,-1.5189295797172069,-1.8429549423200922
0,1,0,2,2,1,2,1,-1.2297691386194178,-1.4259081608626683
0,0,1,1,2,0,2,1,-2.4757003716806665,-3.0226440582243916
0,2,1,0,0,2,1,1,-2.647972426148912,-2.0606827211316814
0,1,2,0,0,0,1,1,-1.086993477600784,-2.2006545680524376
0,1,1,0,2,1,0,1,-2.312456275786378,-2.51491917207356
2,1,1,0,0,2,0,0,1.4409181076628872,-0.6447410685510571
2,1,1,0,1,0,2,0,-0.2860421971472531,-3.2838234364234946
0,0,0,0,1,0,0,1,1.595708650212919,-2.2818140621677196
0,0,2,2,2,2,0,0,-3.065740815680181,-1.3630112480793413
1,1,0,0,0,0,2,2,1.3579866508291323,-0.5371740388767499
2,0,2,1,2,2,1,0,-3.0022293948772885,-1.5606669928142762
2,2,2,1,2,1,0,2,-3.836352358421685,-1.2034334004916392
2,0,2,0,0,2,1,0,-0.3732024951330695,-3.921557297412298
1,2,1,2,1,0,2,2,-4.362832854684617,1.6086775415383803
1,1,0,2,0,0,1,2,0.46110168073723834,1.0098339016796072
0,1,2,2,1,2,1,2,-4.0983781498603955,-0.2604273379547132
2,0,0,2,0,2,1,1,0.528709884236889,-3.5449401551101642
2,1,1,1,0,2,1,1,-2.2811445721220536,-1.4482731895573124
0,2,2,2,1,0,2,1,-4.005460904442399,-2.257027377738628
2,0,2,0,1,1,0,1,-1.6901493825292295,-2.457829940386354
0,0,2,2,0,1,0,0,-1.4088017467468137,-2.1373912333160328
2,1,0,2,0,1,0,0,-0.04851986230762906,-4.210702315600045
2,0,2,0,0,0,1,0,-0.6077868592088399,-5.310937635951719
0,0,0,1,2,1,1,2,-0.45246980461063036,-1.8660266396285496
1,1,1,1,1,1,1,1,-3.7265734325637974,-1.6767241400511996
0,1,2,0,0,0,2,1,-1.9072260806381398,-3.985386308435543
1,1,1,2,0,1,1,1,-0.44042722093055287,-2.9984325553407474
2,2,2,0,2,0,0,0,-2.7984264182646177,-4.007279447981677
0,2,1,0,0,0,1,0,-1.5796553277876388,-1.3153851493989226
1,0,0,0,2,0,1,1,-0.745647599208372,-0.38486281680009826
2,1,0,2,1,1,1,0,-0.9673263882090628,-4.241114014357521
0,0,1,0,0,0,1,1,1.341481945418875,-2.051049675298647
0,0,2,1,0,1,2,1,-1.1261256162293634,-3.3491450327737926
1,0,1,2,0,1,0,1,0.495216882648136,-2.981694225156619
1,1,2,0,2,2,0,0,-2.336079367367773,-0.9275505091151743
1,2,1,2,1,0,1,1,-3.9822146603470854,-2.104969106419854
0,2,0,0,1,1,0,1,-2.301328492592046,-2.2963310036673463
2,1,0,2,0,0,0,0,2.5217268122837067,-3.6254131310897253
1,2,1,0,2,1,1,2,-2.7597450185935988,1.3817205532838022
0,0,2,0,0,1,1,2,-1.427668998219465,-3.4105281535247567
2,2,2,2,1,2,1,0,-4.940288109070014,-2.6480518483922357
2,2,0,2,2,1,0,0,-2.6422926184615374,-2.698705764583119
1,0,1,2,2,2,2,1,-4.64836437101062,-2.1832516851842443
0,1,2,2,1,0,1,2,-2.9493743690564904,1.1433574511462437
1,2,1,1,2,0,0,1,-2.963497461574051,-0.644847270513943
1,1,0,0,0,0,0,2,1.1421671531548756,-1.664613944358985
0,2,1,0,2,1,0,1,-4.427911571173678,0.534360962554508
1,2,0,1,1,0,1,1,-3.5413865057397453,-3.146522392140823
2,1,0,1,1,0,1,0,-1.0932889064345188,-1.8430474049189838
0,0,1,1,0,0,1,1,-0.2572189042008036,-2.6546127513427846
2,1,0,0,2,2,1,0,-2.415030855341547,-3.213966019419818
0,0,1,1,2,2,2,1,-2.858643275256534,-2.2804046047177198
2,1,1,0,2,0,2,2,-2.046796630955107,0.015419924173302221
1,1,1,0,0,2,1,0,-0.5492384985272168,-3.16626694697065
0,1,1,0,1,0,2,1,-2.302210903220998,-2.930211343220058
2,0,0,1,2,1,2,0,-2.2718732420335126,-2.982161907943553
0,0,2,1,1,0,2,1,-2.388222613895027,-2.7579369525190764
1,2,2,0,2,1,0,0,-4.37292014659633,-3.5136094183899154
0,0,2,1,2,2,1,2,-2.9838014515099713,-0.5296667646450856
2,0,2,0,0,2,1,0,-1.6484576231525334,-4.08268503876459
2,2,1,0,1,1,0,2,-1.2741693233596978,-0.6226562362761385
2,0,2,0,0,1,0,1,0.2663911175441129,-2.366539394569035
1,1,1,1,1,2,1,1,-2.1191446811844,-1.9396605426760067
1,0,0,2,1,0,1,2,-1.5409465786529846,1.865976754190544
1,0,2,0,2,1,2,2,-3.2575921450646583,-1.8626064423492172
2,1,0,0,2,0,2,2,-0.44705888285649426,-0.09848193974461328
2,1,2,0,1,2,0,0,-0.799021983838563,-3.249332889944314
0,0,1,1,1,1,2,1,-1.1094529818397108,-1.57961861434953
1,0,2,2,1,1,1,0,-2.7593239580977262,-1.9080114262373808
0,0,1,0,1,1,1,1,0.19239048996589259,-3.008646944170464
0,1,1,1,1,0,2,0,-3.0758342978624187,-2.3789676909442434
2,2,0,2,2,0,1,0,-1.3839918537347404,-3.7666478892042816
0,0,2,2,2,2,0,1,-3.900421658208761,-1.0398326585532316
2,0,0,1,2,0,0,0,1.0426961423559504,-5.030819790446488
1,1,1,2,0,0,1,1,-3.286111883589719,-0.9991667574913032
0,1,1,2,1,0,0,1,-2.878924334462877,-1.8894916823806125
1,0,1,2,1,2,0,2,-1.388478141950112,-0.6481396271573288
1,0,0,0,1,0,2,1,-1.2007309931836194,-2.5924895712542453
2,1,1,0,1,2,0,0,-1.064875082913204,-3.302205283932366
1,1,1,0,2,1,0,2,-0.6013587328916401,0.8085374747373233
2,1,0,2,1,2,1,0,-2.7257550296703426,0.6009690305640008
2,0,0,1,0,1,0,0,0.5999749161381409,-2.1294846695969145
2,2,2,0,1,0,0,0,-2.392866760626894,-3.2813738887453923
1,1,0,1,2,1,2,1,-3.343077702059989,-1.1342011448118212
0,1,0,0,0,1,1,1,0.033848367428773854,-2.2732533196029023
1,0,1,2,0,0,2,2,-0.5446413856089869,-1.442265312964468
0,2,0,1,2,1,1,1,-3.6604005549704537,-2.9603983988652036
1,2,1,2,0,0,1,0,-0.39479399985752717,-3.5192719428156187
2,0,0,0,1,2,0,2,-0.29644830735600747,0.15617841925175657
1,2,1,1,2,2,1,2,-3.224142987188891,-1.271125147975296
0,2,2,0,0,0,0,1,-2.018448223219475,-2.810062822945882
1,0,1,2,1,1,2,1,-2.714055282604193,-1.3326931770044623
2,2,2,1,0,1,0,0,-0.7651757065469527,-3.2293402283659094
2,0,2,1,0,0,0,0,1.8207504697195689,-1.4619549954475308
0,0,0,1,0,1,1,0,-0.19054166069296447,-4.98616387445308
1,0,1,0,0,0,1,2,1.3660431873159928,2.183091472161394
1,1,0,2,1,0,0,1,0.13332978633839032,-4.418763580786099
0,1,1,1,1,2,1,1,-4.037845142103895,-3.657215366918189
0,1,0,2,0,1,0,1,0.6491415384862314,-2.6543199697233995
0,0,2,0,2,2,2,1,-1.4577152794206205,-3.4011630723488038
2,0,0,0,2,1,1,2,0.11765180756999316,-0.799708003336887
2,2,1,2,0,2,2,1,-3.0112214756248683,-1.909794090736126
2,2,0,0,2,2,2,0,-2.4561465786196703,-2.8953987598825695
2,2,2,0,0,1,1,0,-3.6343861267515756,-3.2771351664886263
2,0,2,2,1,1,2,2,-2.6733167334192625,0.6473358726096914
0,2,2,0,1,1,0,1,-4.134069403794562,-1.927939093355888
2,2,1,0,1,2,2,2,-4.562281185346445,1.6971309373201349
0,1,0,1,2,1,1,0,-0.06771425337406711,-3.834061371278722
1,0,2,0,2,1,2,2,-2.833084053994648,-0.7117574021288843
1,2,1,0,0,0,0,1,-0.923460941621821,-4.159105703003179
1,1,2,0,1,2,0,0,-0.9479223278470459,-3.363158185535765
0,0,2,0,2,1,2,1,-3.843727213195052,-2.9334130729364576
0,0,1,0,2,0,1,1,-1.650521767965431,-3.552001661015947
2,1,2,2,2,1,0,0,-1.5993416032092906,-2.42134402096959
0,0,2,0,1,1,1,1,-2.0802819590758332,-3.8490556911786435
0,0,1,0,0,0,0,2,-0.17485330459360893,0.6875675033048183
2,1,0,0,1,2,1,0,-0.6865768592178003,-3.147833637072817
0,2,0,1,2,2,2,1,-4.638850669370543,-1.567583755662443
2,0,1,2,2,2,2,0,-1.849316349291505,-3.9042416396948525
