a,b,d,e,f,h,c,i,g,n,k,r,l,j,q,o,t,m,p,v,s,w,u,y,x
7.8623572173767435,0,-0.10840790241528717,-29.48187807211379,5.413413020880246,-96.25803532818054,-1.34067524438804,-1.9093966787909606,2.589256337882775,4.513290454435717,-2.8746259020967977,1.088641066447804,-13.523995187487893,-0.6334598284551463,-2.0230353653187385,1.6123398025630236,-62.73000210620928,-3.386189473466372,20.56071329625087,5.603888477548395,7.154626733842781,-56.95810831869665,-0.3853577757968555,-14.705608437824118,-38.811028107111696
9.623532212099233,0,-0.5078311405120162,-40.036667583497604,5.978723782335599,-142.17007870068596,-0.7464503602727305,-1.914885283749096,3.527340699077585,6.213420098848887,-1.70510794103524,1.1214671560665788,-12.947926518188568,-2.089757214929088,-1.2111609780473012,0.5644526069013357,-64.27684922812296,-0.8754962049602131,23.67693605018137,2.2125730332564233,5.672496401486436,-77.88218859401148,-1.192212760085443,-12.557695041833265,-60.13386543814523
9.529964202640793,0,1.1244489506031612,-40.731067892421976,6.350448252504011,-141.18199420518584,-1.3738749282456109,1.0229796646128118,3.440747705377259,5.338829479579093,-3.0938709735187917,0.7095831626946242,-14.074952316459909,-3.424530856020942,-1.1145758779649038,-0.15829652542411887,-64.10177851453604,-1.8895820146044455,24.49073174912053,1.2554569362970156,6.974333346146442,-80.55559057371597,0.07227454250414467,-11.032853381577258,-55.58166083592764
10.228151221161786,1,1.5999649146437434,-45.14192995222755,7.389275181942065,-154.11290125382018,-0.5720858369403303,-0.4496588140669191,3.3979551869013704,5.409690605062766,0.8488419725765568,-2.090666643836127,-12.662966224701655,-1.5922242573875325,-2.2348811535788338,0.9001411678931137,-62.88813846467679,-0.47410180968314464,27.112631450461798,2.2146448549826854,10.27254843595922,-87.39163923581992,-0.4044396377923151,-8.394357958953087,-63.29649020807266
12.103661842251075,1,0.38499340048479047,-43.69538984104593,6.133100572665216,-155.635701460532,1.0913697671900977,-0.5983681297703408,3.7311987255949957,5.349738964949941,-0.768613483122673,-1.704541784801306,-13.994707787254779,-1.837027976568697,-2.211041325171847,0.8315265056037691,-62.350391683929026,0.4379043683326897,27.00724010666148,3.0887277078702358,10.655112743022801,-88.28518593166383,-0.9820932706944678,-14.43761026344458,-64.706744479995
9.49165705993686,0,-0.07840444946084563,-39.64248490465961,7.220115460397593,-139.24413154342574,-2.9437639396294184,-2.5420042030349492,3.3516895704028427,5.519737458741891,-3.6971585141345953,0.6471394711276439,-13.18266600014535,-1.72109734609375,-3.4014517782851588,-1.8932097594162216,-62.08891943797576,-0.8324441525689528,24.078078745278635,4.608471307265934,10.140980574350188,-78.68325502003673,0.9009765180176839,-16.501902930589292,-48.40287222173178
10.078613744028056,0,0.157099298557682,-42.74443351166244,7.250559198155886,-154.48988024786985,-2.8689557099519085,-0.7883129960808306,2.5378770474677554,5.667103338677701,0.36725450859841646,0.5374601207631247,-14.270754567607677,-6.2805770873880675,-1.975054593580714,-1.2711931351414594,-62.601412376510936,-0.766034242755264,26.79950614812018,3.341383408394278,10.455246939397693,-91.00178923779937,2.7883783576858785,-9.92248188484373,-50.901187982569
6.724724581526382,1,0.010052841818610325,-22.961808534657383,5.350436596413954,-72.7235940736718,0.8322343644626948,-3.5181246650929237,5.75385998140705,5.702871207056481,-1.1474864655891963,-0.9851967645474565,-11.139088030540623,10.325804586682045,-3.2474857302208573,0.7374868486830763,-60.83987504960733,-1.790825334656458,16.532585620946314,2.845714112689629,7.331286632973137,-52.97292322039441,-2.439924117151519,-20.602892295649227,-23.811267663514037
8.796265318845839,1,0.5862454435123858,-34.796890558525476,7.047018331517083,-122.31114133084085,-0.9381293053344308,-2.7552278298537773,2.390492563244348,3.9202472627426173,-0.6438003977514233,-1.0374977778023027,-9.974362851896922,-4.586977131692571,-4.456777574145752,-0.5973750824437751,-61.64979410975761,-1.427104272087446,24.85540611251887,3.58832380002109,12.759608710757544,-71.50015000477056,0.1095798527517232,-16.193544631060043,-50.07121422894768
10.09316026902905,1,1.4870770271114706,-43.60765464973916,5.374691563951463,-156.1270208056189,-1.674751366362039,-1.0164939946187863,3.458761516632869,3.383180506822982,1.7035750531506508,-1.8197601991107484,-12.34853821772563,-1.18347662423878,-0.387877957589149,1.3153947657961857,-63.77017916440069,-1.6340734668979735,26.866690083636993,5.168276315956059,6.551403808261254,-86.52728832510525,-2.512836921519294,-9.58834988975106,-57.61652896448558
7.974036040168537,2,1.2673412885058224,-33.97566671744216,4.171409866488859,-101.97627707584321,-0.01543824801288507,-2.213469480265276,1.9990279281988388,5.199097274814063,0.21262516534961307,-1.0736104873354284,-12.12049170252718,-2.1543418072039286,-2.843133969952227,-1.1050696146001202,-62.98820542023378,-0.9172456707935475,19.829895160462364,2.4057636141187,4.066434182239445,-62.44084656443635,-1.5460877322753748,-10.570784853288478,-39.40101341549683
12.52225379586197,3,1.9002023865111206,-46.98122883193253,3.0969926662808662,-154.4088683421028,0.9864343374306421,-2.827332248309674,3.842494545791658,3.631261765158669,-1.707044404998474,-1.173319224850864,-9.833944868884306,-2.8603438605941323,0.24427416416239622,-0.6010216104012306,-62.662760333650425,-1.0484768575579204,31.09529682789023,2.9993185191279,-8.407011799146503,-92.99929152636183,-5.2842395272350196,-17.657553056335075,-50.12263443470004
10.051189420595229,0,-1.1401283887222595,-43.491425119145795,6.3573183763879815,-154.41975723214435,-1.0471756110486954,-1.7023417840372124,1.7689290420179704,5.100753730027614,-3.0941137040480053,-0.06612807011101418,-13.163054075909711,-6.881943129236642,-2.8288303419976732,-1.0129650081605783,-62.95499259226741,-1.9710659984460275,24.20509481189675,1.5733845651255602,11.046164044396532,-89.76777927955251,-1.429248338008049,-11.487589963257081,-62.91989566288766
8.03237399229349,1,-1.2251893643252505,-31.101365170148515,5.276839439844148,-102.64664530614407,-1.3927360389373904,-4.679571323815532,2.2256494968497877,3.7073328959691993,-0.18523916136911467,-0.4762814843703601,-12.393824830909582,-3.3108608837641813,-3.589369456221592,0.9860879157432139,-63.43795225971468,0.13071352357906418,20.45006332484829,3.8813180903042674,4.567150080631915,-61.711510387289565,-0.026008877453584378,-19.112741963461126,-41.23638302006332
12.436277142571221,1,-0.2757732109467428,-46.1758534573219,5.956046698096394,-156.16699765492407,-0.12302185727575166,-1.720779659179764,4.780320290403291,5.27795184427525,0.8228467285638763,-1.2866832496267353,-11.317140702776824,1.6166363704923672,-4.73216844251469,-1.460490110815927,-62.69494801203544,-1.8185876053726968,25.24562106401212,4.208309797970672,12.572418461782274,-86.88627268487966,0.6521662431403088,-15.435809609172455,-63.605081474230175
8.887558805513537,0,-0.6375205862618369,-36.14670813336847,6.723171420314753,-123.31750915026633,-1.8859993464076608,-1.7546981489778104,2.8777826781350098,5.551295735773888,-0.7632212888847607,0.7073360852085495,-11.513174876132945,-2.0802705888390043,-3.0210890478847032,-0.4837355864366186,-63.22900218163622,-1.8985177019342605,22.878732743949712,1.2703605888700538,14.561105370850989,-68.11707742939376,1.940819765453595,-11.57998349114361,-47.793770037310445
9.232798223087642,0,1.5029052062864603,-39.24016877981883,6.870641193708406,-132.12738775679443,-1.7999017396431916,-0.8875775633405101,2.4939374680365933,4.998525743183578,-2.1178885638081386,0.8455504253345493,-13.024966191572112,-4.495597821050495,-1.1744076842531257,2.9752350261769505,-63.95401985436824,-2.6583888608913333,23.642189520574142,11.317954729791625,11.015754321572647,-78.8001688681392,-0.4604633601570327,-11.459500044148976,-49.811387964263275
10.95954747517596,2,1.3159029611542818,-46.026262007803076,5.167137383754978,-156.06487679768915,-0.40448990361758974,-1.2207641117376165,3.7588259217402324,3.612214088504382,0.9314879876627989,0.3088538237210511,-10.996140114830697,-2.133059747726049,-1.240196700878107,0.15530477361912248,-63.335582315949985,-2.1879539856356107,26.760146518741198,2.5992464715717114,3.8505705150167278,-89.12480498897304,-1.7672784965360715,-10.275373399526483,-61.40180415678056
13.10360745145795,1,-0.314608367829155,-44.55299255336954,5.938070798232511,-156.17371445745295,-0.07543368876085477,-0.37575840362865964,4.082010874757893,4.564058055407507,0.3030020565071828,0.7577607031230247,-12.413905327833287,-0.378734171364255,-3.1838947673617115,1.7598050753713412,-63.1555613162762,-1.897000092129105,26.551485025311173,7.173452296854886,11.42911266434984,-85.07804180967649,1.562343692680071,-13.007035755373085,-64.53105772293756
12.438833058358874,1,0.1876099385337499,-44.65079935066845,5.203159241634777,-156.72219443032998,-0.8191047359489638,-0.5342829127153124,3.9644162356622843,3.696838464214673,-1.9534446667806664,1.1720624836673126,-12.859660818943514,-4.658778524477574,-0.6811815420431844,0.3198169048247369,-63.90536339150703,0.18875944012152668,25.582870471650164,1.5069654363746,8.89540396539702,-87.7053663277725,-0.6479955781921838,-10.945960888870362,-64.06122259583627
6.919363072520397,0,-1.4265685110122508,-24.86071036164454,6.285848816980898,-77.9409647205906,-1.257427572752801,-2.2629817597878294,0.9414003864536178,5.985642012706226,-1.260702680765321,-0.10953949160764842,-13.127904335335723,-0.7083837417472794,-4.342811090316607,-3.1729378547766975,-64.55097845135317,-3.1779680836523196,16.185229314490194,12.844504857464626,8.786510038510157,-47.99533050559429,2.1895897952468975,-10.593611100444265,-28.95714473256456
8.251520344329565,1,1.417443076545284,-33.832363447081725,6.009636752326987,-109.38633503556777,-2.0785320149463344,-3.2489554882742464,3.241549319714412,4.902542705052617,-0.8446305252165558,-1.367473001077407,-9.74921916411779,-0.32165077306461043,-2.239798661738436,-0.6515875265622121,-61.099793970688864,-0.614385070402582,20.38988689706073,2.95042755625917,5.2154412267628505,-62.29499840659301,-0.2174952492513329,-15.450545256849988,-38.32235238758636
9.516141764098391,2,0.7244500644806046,-41.466733413782826,5.380774398006575,-141.11516476744234,0.7119803737690256,-1.7138061033651615,4.0278492918205675,3.151556178159594,0.9705397729897814,-1.0823805222646463,-10.493978560383937,0.7588315888230011,-0.7726372205829521,-1.6686927710990362,-62.883394233820276,-0.8874180418345119,25.473174773037833,6.756777956428736,2.2512295598132765,-81.06381434416608,-1.4544282061211438,-15.849491468793202,-56.25714845252544
11.28102827068156,1,0.37780258423209034,-43.714233775617465,5.859803853254751,-157.08015095349722,-1.3173463278058866,-1.8860756333754112,4.746698836985289,3.4528478103266567,-0.09191579369072972,1.9838091737705605,-11.156607321661555,1.6956958648700131,0.19139456689159418,-1.628054369566376,-63.902275014962655,-1.6591480131942145,25.44939388981903,6.303272781309096,5.463852670243441,-86.63092671435626,-1.3949531630598435,-14.938400408617698,-61.108383663726116
6.2957375679679455,0,0.4723220646530789,-18.90203979780033,5.290736750857031,-64.27431414267069,0.6375756604980888,-1.1194999291985335,0.21691125711916204,7.17527332430884,-2.717216532266872,1.3137753385389215,-15.010365405190557,-5.0130422118383136,-0.20606918813673014,0.7545050241437927,-59.59947432723896,-4.700082071017161,14.935279116266262,0.8797997202167744,6.767734310939517,-43.36774956965453,-3.4697435478917065,-12.842938239828884,-19.80611560534568
8.497110639784928,0,-0.29077992491097254,-33.53396411731933,5.934765873259022,-114.46059127521617,-2.641949328193583,-1.9362641313476572,2.3577256474902217,5.3105848541854295,-0.6322767848033404,1.9809586539384996,-12.192776772596934,-3.984477205250918,-3.7290516695341838,-0.6419180710618421,-61.33116097344451,-0.4945238847188659,21.202992076108867,1.8934717236394365,13.21191229316197,-65.32630099973684,-1.060702886125143,-12.74614825522692,-38.788421232179
10.6931193809308,3,-0.5855744026471033,-48.68582879824164,6.123850665449551,-155.00121875035344,0.4969910967831679,-1.683110895965541,3.858803046960514,2.74121643657922,-1.5739818572028315,0.039109492185188305,-10.696304376141835,-3.81157456155826,-3.298861681791767,-1.0156358037057602,-62.285326633691945,-1.0883733915116518,29.9332997106832,3.189005082227807,-1.009493173273266,-96.68216061435085,-1.490603917631071,-14.751482613157576,-64.48562502818508
9.075189536675811,0,2.1836375526108527,-37.76280860394169,7.41568217111479,-129.28264872680066,-2.7520903719009135,-1.0673327923643638,2.379596709309746,4.763644122704671,-0.991646598178202,-0.10817276561266342,-13.20290865356692,-2.7970330011693174,-0.5755610026369433,0.49218278819975236,-62.71041306011482,-3.514150217342734,23.70782551612417,-0.4608424547632382,9.532703984691361,-71.67413645562586,0.9694063913923959,-8.541836267401163,-43.80633657778432
8.694516960009366,1,1.668473123275963,-35.799312362927786,7.273711451863852,-121.08951286437265,-2.4119040258207347,-2.545852078369664,3.843958491416869,3.291696917239234,-0.49075843836584027,-0.6314819243547637,-9.99158981756874,1.7568145988660695,-2.9878752066569803,-1.3645932245160868,-64.43348105017274,-1.2499925399400738,21.22737245554714,4.733627521185302,8.434850245091937,-67.83077720029797,2.912263043073562,-13.186635452086277,-36.80729818320178
8.5572378910791,3,-0.3202798698281033,-38.666924292186394,5.766120354997932,-116.04334945068733,0.8708636926335336,-4.286142184256741,4.482316148191172,3.0584594301961614,-1.8323354323769139,-0.4618348050362023,-8.917193858942529,1.000450088753145,-3.234563982869633,0.9615679666730859,-52.62562400118065,1.872005782117029,22.726244055088696,3.1638300321685,-6.526758545174283,-72.91579703187173,-2.294836725314159,-25.77669645537813,-43.04004420372796
8.34174635182845,0,0.7918963305940114,-33.0258350462652,8.001972700458989,-110.32703646646965,-0.8025101423048396,-1.315603474977896,1.4482982342350146,3.543911048196093,-1.5220032469198317,-0.607136589431476,-14.005916514767934,-5.107396045561034,0.424706166579883,0.905569855777775,-63.33478237644466,-0.7014394167613183,21.755367272427826,1.988511920550288,7.3082105367066355,-68.42605111319565,-0.8736814317844925,-9.334849891173706,-45.71853459001083
7.529522284189296,0,0.828454671801167,-29.16890542226263,4.895037861296374,-88.60733805515373,-1.2341190964543607,-0.5399941715141295,3.3907019208192555,5.185495990058403,-0.6989458312711109,-0.48752017302170647,-12.307917005880721,-0.01197062574648089,-1.1660651816362018,0.560841032415962,-61.33014416352798,-0.8977765483235542,17.313294107038622,0.6633236164329795,9.741299503035329,-48.46691370533187,1.4864147084735828,-9.593248610494218,-34.874255624760465
9.570828889269068,3,0.13832686337524847,-42.82916251240288,5.033293248987607,-142.5861560956743,-0.9550080703129872,-1.402016085997969,2.854533515869573,4.591547189258587,-1.323975234105811,1.1068301643971301,-9.900848354476876,-5.320388851311569,-3.5761939675858834,-0.3955447740427413,-63.90505491814207,-0.770866298983064,26.388926488512194,-0.8884245896106067,1.4725764478331533,-90.67660420117078,-5.404831614604221,-11.138480615360187,-43.6689719873033
7.821728288791202,2,2.042326660839832,-33.02835683220495,3.402872620344089,-97.95702104468654,0.9585427793201864,-2.3078913654356694,4.626491704994527,3.693401831201997,2.337303218384119,-2.399788544175194,-11.810586267827082,5.44343925657508,-3.625077123743131,0.588849258436953,-61.995022267483904,-0.954470243008098,21.306583898660318,1.1211052860285489,6.665084094101041,-62.347492218193686,-5.059183354643906,-14.310251853802571,-28.265023074963427
8.689334807735971,1,-1.0791724888174303,-35.74852806029386,5.774222656720056,-119.30181004325739,-0.4433530961757832,-2.0085600566003787,2.1170573548984377,5.582030036517983,-2.3731183004129157,-2.116306829757805,-13.508445913219054,-4.44126577064756,-3.8290327982777326,0.8336480224439667,-63.593698601460495,-2.37460920619978,22.27248386001509,3.029961980927487,10.848424467681843,-70.46473014625046,-0.9840654173177134,-12.33260926203617,-50.023464254453714
11.93172117708284,1,-0.6531423604217774,-44.60878399531827,5.745016153360032,-155.1027753948965,0.1678006168842987,-3.5408921805163285,3.6112162936261325,3.847651240732016,0.9265048232274848,-0.45627491132954856,-12.1304895879754,-3.3966510988756053,-3.3280528245888115,3.1520282875762455,-63.50404874095933,-0.8854882086965243,27.697656764179595,14.949336798633935,7.088446830870165,-89.5410491486293,0.9343169031831184,-19.772764005204163,-65.30149597743211
10.47754575575599,1,2.2845894779197744,-43.48043152129839,4.999201140968891,-154.31874740850793,-1.8816196533517755,-2.1900425161750787,3.950619215273708,5.041057255286332,-0.9155879577226299,-1.742004855108718,-10.47019595499799,-1.0870549873453266,-2.4084792150824565,-1.238722029356759,-60.828934117065096,-4.068509986543633,25.67528814298567,2.6133396342013553,8.284846317008329,-85.74545216166374,-1.0086624448312027,-11.21657003901296,-56.404511168778306
10.326385086145294,2,2.190577829163504,-44.5744670729562,4.470866628028427,-156.0661121952193,-1.0480214408313573,-4.247072771332317,2.6646446853902406,4.0497590593275445,-0.2403449130788288,1.839158386988589,-10.67310484441464,-4.385628905545039,-2.1609509095909716,0.8782967465630223,-62.57353706109912,-1.1050494185927786,25.67235969487493,2.160597351006534,-1.304644165718226,-90.43506983213162,-0.627103648444703,-18.369785301724885,-63.47914326240649
11.279920201846963,0,0.9142988149063717,-44.59201737254209,6.75016511238633,-154.58971981395229,-1.7411136383824988,-1.3323967538995842,1.9098999389769857,5.660103166624292,-1.3713292929954684,-0.7235324135475625,-13.379180746324096,-7.697524784143602,-2.158375086792933,-1.63149540585764,-62.56097233163921,-2.161558225109766,26.120528772451927,5.443210142823117,9.996578620436333,-92.65661532268965,0.692722043658494,-11.705775992769777,-59.570383782498325
8.704199263259486,2,0.6955549293406501,-37.66868722879827,4.445984140260866,-121.04643146756534,-2.7214084151784523,-1.4387466088539453,3.0500502861427643,4.019869117050848,1.470015442940803,-0.9371731010583845,-9.834356915177608,-3.1308125482364337,-1.7263622805070018,-0.6154246460004842,-62.791554106712624,0.31637061652708465,21.632253805144078,3.0887973326230647,4.20585106313148,-72.54216299130944,-1.1422583778945625,-12.960087294309183,-38.316636403629815
10.011890827503963,1,0.427284089398592,-42.544593399812264,6.401357607460938,-156.00459235897668,-0.17251452355452246,-0.9398850562386277,3.514578160236443,4.606976645779868,-0.6589389006751261,1.0577465621467848,-12.073712804962524,-2.160165354076464,-1.167845028138307,2.3380701942215185,-62.7530566086771,-0.9761961840378566,25.68734473406021,8.567389043515167,6.806478924741791,-88.46005176090513,-1.6123142187334296,-12.04937656696848,-63.660301694892695
9.598848519809142,1,1.5094892428506406,-40.573959361962714,6.339408744803674,-143.17348105562957,-0.3258293698208008,-0.7631045293557985,5.283732772123697,3.5658076420770892,0.5481405396433391,-2.3114384955895186,-10.456454552959096,4.372105892924385,-1.0150051306607466,-0.46605731201879275,-63.59278514368729,1.5344262481405493,25.66702067411553,2.9827071772525304,9.493242746536879,-84.09936891185404,-3.4594329757527396,-12.047983228494184,-52.87701674434176
10.256348136764025,0,0.541568868112925,-43.563147170549264,8.364869294650585,-152.6111103532363,-0.43356044249755066,-0.8335431190715479,2.905529621983971,6.265463215097384,-2.115214519762569,0.06614027720170429,-13.776720142754304,-1.846915798047665,-0.8185252492036206,0.6230969417053257,-65.10631606043353,-0.9294541051551115,26.876236239781555,0.42352507320326827,8.703400446335735,-82.30627307964271,0.5712822358885024,-9.97550946728792,-66.06228803965925
12.923378120114839,3,1.4481937633687834,-45.781325120784274,2.7491604220450374,-153.48362400857567,-0.9350204518922538,-1.5845215622492899,3.24225894337821,2.48153754313421,-1.0346420055682841,-0.9329694666255208,-10.16465140718536,-3.2690425733627064,-3.2501564682630892,-2.3709668831747495,-64.57585930725699,0.043802005039843994,28.704834990020984,7.500762131052618,-1.5456721911639957,-99.31397178303716,-0.5714998875909213,-13.20652931755903,-61.641551334512656
12.077764197565845,0,1.2369978156839072,-43.304186065499806,6.507618515395899,-155.04358282475258,-2.910828612336644,1.468704872152013,3.1733004476167963,4.7269965070173505,-1.7944123544394632,0.30340594483159233,-12.989403194084215,-2.417533759020457,-2.229567663074812,-0.03742251547859443,-61.84651367768132,-2.3404849884236714,24.434257856580125,0.3984081936618591,10.243129411405562,-84.78747693163245,2.236883149293935,-11.584646836346103,-51.06361268080037
7.585520336213747,0,0.0827285691302484,-28.42591809766256,6.193037680360144,-91.70306051322719,-1.4219402637860723,-2.442337871964069,2.5297484543817106,5.9389908759559535,-0.86264971595565,0.704882144410598,-12.936204473192904,-3.066805536976451,-5.804985358303213,-1.7870368163954282,-62.95609752999063,-1.2134475478040783,18.025439526274265,4.106197260882512,17.293132951240526,-56.45694099184794,4.082208555181485,-12.378350604930482,-28.380037790178974
7.650086718892323,1,-0.5324377359739271,-27.964114247449572,5.29106210631788,-94.10069840329096,-0.2814676107840543,-1.4095787065330598,1.1713835670082942,4.131937195402095,-0.19951696350765835,0.8920205730422439,-13.295101046245374,-3.421295591416847,-2.301839034958418,-0.9082689209418746,-61.17907411762852,-1.9379834250551502,17.215087782208986,4.059008342583518,9.415985070318364,-57.245578093538526,-0.31419891286370183,-8.247807189586249,-39.05856349386894
11.722864088538024,1,0.9833496293791675,-43.42840213777423,4.798080754188406,-154.3888610927288,-0.2605259140961558,-0.9448723333291315,3.7545724402550156,3.5297935182978764,-0.6801764588724987,-0.09169875131773153,-11.621454599078064,-0.989543261779454,-2.6447189713246644,0.7492116458378659,-64.99340596903836,-1.4174638765356122,25.1226238253199,3.096322903411394,10.382523268223533,-85.71580990269113,-0.46594394809298567,-12.686885922075138,-64.36650289686564
10.058764550928181,0,-0.9210405279535632,-43.28070082739347,4.876117589848944,-152.10440129255005,-1.608691696940891,-1.8513810353156552,1.1187332341644547,4.324994746712206,-2.1126614159145287,-0.4374645134829987,-14.55604528360617,-6.268660478364759,-0.8907165681863052,0.016563647045625407,-62.90656650954052,-2.4963858173124183,24.055368217915298,0.46889852740217997,7.077969527286399,-88.66792139269903,-0.7907175827805348,-9.146065985127906,-62.14223311721497
9.90276452192987,0,-1.7529034259437961,-41.29767935486188,5.848767658331141,-150.22531095322495,-0.29259002743253304,-0.47756223046547,1.7716188378875994,5.943413841916636,-0.5116748924675528,-1.926862632251927,-10.291107594508656,-5.881502952434718,-3.709545270358213,0.6457195612540869,-62.51122693308196,-1.0981960868127905,23.86644924567129,0.7001710532564883,13.064488813081715,-88.0493101849109,2.4326819327894293,-8.915205502262017,-61.38429431614816
10.735227886830202,0,0.644917360502725,-42.99325867072527,7.283373418086643,-154.25847119629358,-0.47983952420449805,-0.5456699782323475,2.6174672444699154,4.316215112629858,-1.787218869204377,-0.5632975928639037,-13.78514924223664,-5.474743409052508,-1.9852877490144627,1.9461337682617383,-62.988341239728705,-2.3583705991625044,24.201292454881685,6.826688728925229,9.8725026477501,-90.5100093889804,-0.3232388864775595,-11.463652471536344,-66.20995733714165
7.586102486990622,1,-1.2464115384078034,-29.53212946570676,6.672724289216934,-92.77505636374936,-1.487027293116436,-3.4517450037696187,5.408811991943901,5.046061523130312,-1.6340382756918888,-2.1299777647407163,-10.542090797202329,8.523747293180568,-3.738875706714264,-0.4913038981220508,-64.0494855482129,0.7282677000408905,18.83901812190284,2.4090698670443444,9.77151799284371,-62.22087593336857,-2.4734747053981967,-18.92901609102175,-32.74537365404923
8.674393334258902,0,-0.578819694634241,-35.53603297301085,6.415539638991779,-115.17352131779433,-0.7254063702005775,-2.1607524645621234,2.7217274542313232,5.083030937493773,-2.660464463108228,-0.5260111386741403,-12.858588871142688,-0.26461419508017325,-3.343724022189335,0.2794128145476903,-61.709694277146966,-1.518173069853267,21.5914164152445,1.3104903271034152,12.677599026360086,-65.68928731243732,0.7488840221189046,-12.81733799655941,-49.53626573389286
7.832061769310074,1,0.9188536881375273,-30.074935674395718,5.02476640273955,-97.46979339190104,-1.2512959190998019,-0.8839715383296884,2.2823422913852625,4.448232001436799,-1.1679903703755872,0.8215243493587484,-10.90581065454204,-1.3682332111519306,-3.7927683433719905,1.293727957995889,-62.60817342954353,-0.28600159057729696,18.17513042604918,4.690743362042396,13.999471532152935,-58.299545455086374,-1.4463415054335462,-9.284462053026909,-35.99015711943116
