a,b,d,e,i,n,c,g,f,j,m,h,l,k
0,-2.136100651821048,-2.345095343185184,-1.9974666928898597,1.339803884374954,-3.8851194341376214,-4.205602521206316,6.201601680794191,-4.365498133938249,-5.197974779980131,4.219525533097823,7.224879210120129,-4.347951329772579,11.372382740274398
0,0.026980529053753255,-1.8524287801399304,-0.39524414500347166,0.6960368663630782,-5.517584240734662,-4.547495834975788,5.182004225988697,-5.438591907306725,-3.4373800229569342,1.1745076524884521,6.285039602629344,-3.404254839360102,10.629397666106447
1,-1.3814881720972545,-2.6205943758527757,2.1864401005894036,1.5008971113966443,-5.928081801668128,-4.241910038185863,4.836395271066212,-4.646964565582569,-4.154678023053709,3.672321777982271,6.880899538271355,-5.347124347719775,9.868184597446726
0,-0.11276883757048295,-1.4321920939974366,-1.360258366289327,1.2613860547468327,-3.367495668476878,-2.861149520355146,1.9974741277504753,-6.712187010059388,-3.175406104214461,2.089104591682082,7.135495177628455,-4.426286907513822,11.540920420097654
1,-1.498564208028354,-0.19036107739689978,1.6514797493081157,3.0694842142518963,-5.225318074512651,-6.017985457869653,1.8839870078898306,-2.4427657037118027,2.296057003960792,3.814306129438214,5.3362226095937855,-2.0917904266556095,9.036410043857554
1,-1.6095722860494894,1.066248163629806,2.6675141778047626,3.598784114353874,-4.564740598506046,-5.176543179015818,-0.5735561831610929,-3.1974598230745412,1.7439611598527767,2.37184971615207,4.272864683287502,-3.082192220346065,5.8642677983625635
0,-2.4925357118921836,-1.054438252264461,1.0788790390297387,-0.12181235132418555,-4.007607490187207,-4.688851181804044,4.951698087620855,-5.022678277251714,-3.825442831125409,0.8430085079816974,5.7849295155484,-3.0323218420771947,10.751910817345092
0,-1.8058956110216478,-0.3139556303773886,0.93263884299112,1.754982318924677,-3.910130387477224,-4.644244444561169,2.5671823150078956,-4.696539160820361,-1.364052667242272,4.7601386212057495,5.685904319543446,-4.003920441025301,9.46978860582075
1,-0.4025153092905255,0.6075110711855549,0.5060464999730034,1.9757995667411146,-5.583353997839808,-4.175011765712975,-0.778393714557672,-4.129545028843516,2.782639782878023,1.4151952005709647,3.198277615148805,-2.870343177136794,6.625604920770769
1,-0.19498067570272104,0.27146173815658753,2.9376442038992545,2.6566831496107444,-5.138458304866308,-1.7623778060111936,-1.318328531012278,-1.0635806284933356,1.9672038876329059,3.1328121953881594,3.5262221255200488,-2.4333878178858894,4.339705237239907
0,-1.4347432330314387,-0.21691280197252477,-0.11916883732792043,0.4073200854686596,-3.0496459061016896,-2.7452128991270808,3.675927432174528,-4.75433127625533,-0.8827449518235296,5.255083993399849,5.016587857519822,-3.5845515537960417,7.875112214548087
0,-1.7006493774395701,-2.2902058490434776,-1.6150508905847878,1.4016983214286147,-4.324512654961496,-5.6239777447284895,7.025299333022366,-6.346810676115107,-3.1016668154149083,2.036310608117833,7.765034660755942,-4.474742514177656,11.56446803266673
1,-1.1370941710525098,-1.0673156555203673,-0.7059135886015514,2.7764511465715507,-5.080962409566237,-4.8564951785550745,2.6877320485290372,-4.013807244878542,1.1056677445843146,2.1400302355164618,5.62468755239517,-3.801194344995589,7.5981608337973014
0,-1.68346859276277,0.78927451067423,-0.022685275325646737,1.8953232619670604,-5.391766946266783,-2.217075368863851,-0.06083209823001945,-5.8190834212446365,0.14489059790884107,3.8067672469256686,2.233816694628496,-0.47804207560516043,4.651839158553944
1,-1.8324163339614457,2.270484600783027,1.0802120156795514,0.5536884328855431,-4.515651670908303,-4.083808497857317,-3.5349102911818666,-4.250192727663245,5.60346974996762,3.9182220280878433,4.762949787340023,-3.326681685109114,6.056969904080276
0,-2.400952382217978,-1.8853589742981027,0.6062911561087082,0.7007370803898639,-3.6506309550814473,-2.3709164443533255,4.960533053719015,-2.6507387669453237,-3.8183523932586243,4.92769638115777,8.235851430492868,-4.097445908995461,10.902433185584295
0,-2.5076994309568255,-0.717982456530218,1.4736113922530956,-0.27608448862651636,-4.776704700842124,-4.321752894607167,2.651180023327885,-3.501033460996202,-3.4089115048043173,2.6238784954237477,6.991090225713554,-3.096431466632175,11.150951728704566
0,-1.8646743505846177,-0.07318580031022015,-2.2604147573378524,3.046586682970851,-4.105830926647711,-4.620584144841702,2.6092343413535826,-4.561080981414666,0.7613199756835602,-0.4185435283609267,5.590328984786955,-3.4647544267268118,8.397834986742065
0,-2.0208900534233307,0.2774662729250108,0.6737943936677578,1.8667028186484664,-4.806266645310366,-3.9182374554532573,1.329597397308653,-4.7677686430292905,-0.7035427383077264,5.199846020732736,5.819052415489217,-0.9869181310007722,10.868690543457785
1,-0.9663789225894426,-0.5260571148457871,-0.546718418386407,3.0184517364296792,-7.291350341924639,-6.973797043983366,1.9548763018116047,-5.280170620460002,-0.6788394638634772,-0.02008328614440713,4.929419866544407,-2.858848702092734,9.231186303478736
0,-2.8155352774297127,0.4422345721792478,-1.146832082167441,1.7296875806139838,-3.007616414659902,-4.8739592080558465,1.1931088439782762,-6.155316952927376,0.39329978452313674,2.4107083801163505,3.916424504138593,-1.9108321017654117,6.791186380891991
1,-2.6698719943917695,0.9281907146653009,-0.14975392877084392,1.5074934935567086,-3.0117563942634407,-5.120904711841399,-1.606028482525621,-4.297573385228135,3.7782070080445735,1.4826317269987621,1.7831326899855768,-2.4366064607500313,2.706345841125659
0,-0.7982749914348048,-1.4902116966018504,-0.5378113463571395,-0.5124847526247949,-3.694365193882168,-3.6182256571038565,4.108559907729197,-6.5419644016986975,-3.7572649037861856,3.1836195653880135,6.3767152041695505,-5.827343243099071,9.03183918637019
1,-0.3105873276990523,0.2497481535987131,0.035186836028543333,2.237128917556564,-6.411537602229802,-3.5250896847061295,1.6594347908874338,-3.6814969979557075,1.7705926265663323,3.1523903061632446,5.772023660312435,-3.439463717814966,9.036963997445516
1,-0.6021862832772894,-0.2395526211300828,0.5791290703740372,2.89508176706413,-6.639610002478828,-4.287195080554311,-0.09235595172470779,-2.575311808871139,0.4677517573787342,3.6086688489186454,2.194417730801197,-1.6363639111432429,4.748945097941378
1,-3.3703560123861447,-0.9179998808224974,0.20423183514192222,2.229692977150466,-4.974727053931403,-8.074357110542824,0.860047740946325,-3.7019201906556853,0.1395095967379959,1.468981480423406,5.095947085611109,-2.539161802403828,7.2844367521853455
1,-0.8472027231022204,0.3333553161145555,0.9669158707361125,-0.6537798663123957,-2.8352592455850005,-5.230021326565314,-1.0663509517999437,-3.868732075965418,2.3383306311417154,0.7289348556299144,4.162907953863451,-2.946869806034401,7.4524943149190985
0,-0.7626688883949344,-0.9411025880369124,0.09235403825445808,1.7193580596999045,-5.545526452908576,0.22008317316165327,4.213404700311593,-4.698799650735159,-2.689678862427317,6.204894086922709,6.500063772089456,-2.9692765286858176,11.246094693206398
1,-2.294471787601075,0.42834791338820455,1.479121310990244,1.8072806369697778,-4.0349938220110655,-6.303987834618346,0.3229291289201761,-2.555044311865293,2.4909687470566007,2.483284589597205,3.988728162513593,-2.957117408426091,5.6922645956738
1,-1.7029161446647119,0.76502372034752,0.8320595590628748,2.3776628813047846,-5.030483855708572,-4.569837156173531,-1.9031255106375218,-3.6456032544318107,2.640724394145943,3.6297827706259347,2.1974840999266325,-0.929215223035658,2.823750695190448
0,-2.8365657751041686,-0.012598631307697561,1.5163686467253361,1.6445928425583791,-4.058761671932853,-5.138758314050207,1.1628381702792787,-3.942959082523438,-0.07640183792928557,2.3521858476934403,4.012465824798459,-1.710055676828694,7.047874441857426
1,-0.21896814233202544,0.6869477856953723,0.8272328434361934,3.890099203713916,-6.72738247498137,-4.713957478600612,-1.699933781072165,-2.605285791408554,2.4025260592073563,4.685811520459584,1.8669681024832758,-1.7966171136750655,3.8895629408779637
0,-2.220407581164204,-0.058018516238604656,-0.8094863188927663,1.0601243845251302,-4.804322168004748,-4.860704627901921,3.1196997908592627,-5.926268494370913,-1.0281934627375868,3.170751579768632,7.03811587926901,-3.714558218595526,10.708868707358873
0,-1.5753029115367978,-0.24167593402684046,-0.9289891671305796,0.946407881480666,-3.6624189294461784,-2.8601453295345145,3.689732895703739,-4.627881074330082,-2.363925426531529,2.4382957973195807,6.8540031235525225,-4.864488030759882,11.228767280253956
1,0.7351684020721312,-0.41539152200797536,1.7691915555478128,3.4437861679389,-4.390990360763888,-2.7910921034646474,0.6533579239551105,-3.7428680230613622,1.840173750395582,4.421259878062667,3.8673610121628643,-2.4309766486777873,5.92491005006153
1,-0.6587353400667648,-1.8191978892000176,0.36923541515326513,1.9833950169409005,-5.986297596861509,-3.344305954475447,3.4981188593864814,-2.594970769534325,-2.400152597654885,5.396526534209109,7.343954642585613,-5.295575259277088,9.750366829403209
0,-1.6845255273571653,1.619844422090078,-2.037728507734718,0.38019960488492643,-5.7352627813984745,-4.077964298375366,-2.5609670120319104,-5.756441238738145,3.881029994802958,1.903595872358161,4.021008096512762,-1.2842549373023087,8.00941578496901
0,-4.459921965799875,-0.44624751959835207,1.1896220052876432,1.7572638937354685,-5.681106315587351,-7.253933789755302,3.2074508407728355,-2.877172137026395,-1.8699660693202365,1.7010603661097927,6.675370285016336,-4.8776233295663385,8.852189098753149
1,0.2776861322676918,0.8394134071257222,1.6654902829453182,3.435348034257755,-6.102085822808911,-1.0746984110396813,0.1312077689205473,-3.672072539616234,2.746408496257969,4.097675249153194,5.426739293618791,-3.4482898838941454,7.858011264381634
1,0.5609369950118945,-0.5842073519794773,-0.5498757448415216,2.508001914099383,-5.379843172332428,-1.9369891000013824,1.8355527888687178,-3.4657406439751983,-1.558243544709558,2.161109159694776,3.35857986409194,-2.4869270646555606,5.671529923919717
0,-1.5015720791702003,0.7551259569265338,0.7297156737837084,1.880693938024733,-6.49961696891723,-1.5749550780613886,1.4311868606050675,-4.382386429531537,1.4758466165644046,3.6644245132324897,5.239884346665733,-4.35694598993207,8.57806416601137
1,-1.392786150864379,0.5993591569571112,0.5259723399453237,2.030323529151827,-4.650656902940254,-4.808454532729367,0.6168714296106863,-2.5358077137936172,2.3129078022435676,2.3941554373266642,5.882507933412256,-2.634875402447549,8.621681750446472
1,-1.895661032767347,2.552920312402985,0.7607425637521731,1.20730341409897,-6.074598616179541,-5.095601129393091,-4.069602346113419,-2.634669938478161,5.569547100891994,0.42065741100445475,3.5583974454023615,-1.6844973577449167,5.855756750208654
0,-0.9354075554226229,-0.3071142636149505,-0.3065656212870578,0.4787839279741859,-3.921034128426255,-2.3255029757088392,1.8363051605635334,-5.0277866848573725,0.44430422554263527,3.7132468147577486,6.870831371777302,-3.1335951078947986,10.599820892287102
1,-2.736468151234102,-0.6447918171308215,0.40910017699915013,3.332639722787853,-4.989758847488234,-4.840950387427742,1.3675183006365215,-3.757816775653727,0.9538061165231323,2.5096120766020955,5.243679226226644,-1.3430470177326623,6.205928922115494
0,-2.473606606460838,0.5362929556489497,0.4525384189795919,2.1346887161316865,-5.512702023079101,-5.815794028268217,3.728743376512436,-6.235940695857738,1.34642574805579,2.6345766670626025,6.879238239793692,-3.170521137458024,10.54003442307886
0,-2.6866152831022356,-1.7873376745470435,-0.3123554416558699,1.070323168867107,-3.511045421408352,-4.978527791812833,4.443041379004637,-5.32783397110339,-3.853396582296718,2.9241063664412135,6.842422466101234,-3.858042713166716,11.736552962201966
1,-1.6278941080776557,1.1145703015848367,-1.3038338698589635,2.6892415539335626,-5.834428418064242,-4.277953777342754,-1.4895377701329369,-4.942650359617317,3.159475298463003,1.05107727128077,4.091933176280381,-1.5636877055606575,5.816600795047429
1,-0.38167398189200286,0.36217331865753355,-0.04487656189750966,2.381916924895968,-5.4590171074175995,-4.235536017937654,0.2775270410575173,-2.6408989075297775,2.688978639841265,1.6049812249495587,4.619295279339745,-2.0756450360236194,5.811624418886808
0,-1.2373987122463552,-0.19544334467714664,0.2386007909284437,0.5454733697751866,-4.403108881707396,-4.02812874179986,1.6527126009544109,-3.7948118717243147,-0.5248463340011782,5.696340205091829,4.763191437385029,-3.7607271346486275,8.190944307588524
1,-1.201051877606929,1.1341996197958628,1.6855152164829295,0.8296606821544652,-5.919483429769705,-5.5016192312046135,-1.7040384345488164,-2.5937125713090277,3.564462053818447,4.510209893511112,4.88864869726527,-4.12096922035101,6.6835359829493735
1,-3.3836161198483046,0.7070333000154911,2.8997318414095483,2.9198207077761182,-3.8943224078293404,-4.898709115509736,-2.6569420110643924,0.21627091641379836,1.8041226287147978,3.8577837525153442,4.305560396754604,-2.709971713357052,6.627097803530571
1,-1.655000712808731,0.8995468860356022,0.5865512167734064,4.014229104685014,-6.42801160070123,-7.693833877866734,-0.36818627802416704,-3.5242266150561825,3.611711191889593,0.9849960796480391,3.5338949172451097,-3.611647155069662,5.764383364132197
1,-2.080813720271154,0.7302267094745858,0.8114194733405442,2.500800023610048,-4.63462300609777,-5.711864622458972,-1.4068246375695856,-3.043853644648165,0.5879539525754705,1.4304669372979677,4.267285361119884,-2.745204436274918,5.179738483019297
1,-0.6298114012750624,0.4586270953028309,1.0345250379928024,2.9177284516382525,-4.961340456981902,-3.690480255346536,0.3116944524778674,-3.1005897682974073,2.6442268591617832,4.48464959119665,4.944976210450183,-3.2628277827293206,6.981223905655163
1,-0.8522099180581477,1.467507758021134,-0.18215880596559375,-0.6376325653527539,-4.113236842536038,-2.158744720881409,-1.5956028924984802,-4.484333530459392,3.118493986349496,3.2577564410388513,1.9270395260453232,-1.1722585631279796,2.471721296458255
1,-0.41462885713872244,0.40741341295778205,-0.10760592774826705,1.6252207528440088,-7.086959400164947,-4.731688915654004,0.5293771013377374,-3.071932827462829,4.834931477374989,3.2615745707596298,5.241684770093099,-2.997891324176389,7.373962668045824
0,-1.7157048715022853,0.7640501814574583,0.1399243120391134,3.072359941995649,-4.643941861422885,-3.6794091225431833,1.0419027930576548,-3.6141410256026583,0.23435601058867062,4.263358499900319,7.651043621413338,-5.521158145577418,10.319526706288784
0,-1.9956464146096176,-1.2477288874952146,1.477393634170035,0.5668201382848325,-3.984030253301184,-3.7537683695763655,1.9178273169947617,-5.208437525100429,-1.800264826544586,2.4386399002083086,4.19466955605426,-0.8708614549237825,6.201718009027574
1,-2.0905439391575342,0.3160166804360715,0.39907186984219195,0.6908388661239535,-6.992199275191429,-6.162093058449713,-1.7116784975926203,-4.912877974194821,1.6511404971816164,2.7614341052205797,2.0024459814730635,-1.0025320419259391,2.6787020898042067
1,-0.8083402801791617,1.2836635113440902,2.2477682049318863,0.6018559531292542,-7.383779734828927,-2.043594242195311,-3.1878887848932487,-2.2001935315120904,4.334261022752481,3.0957058871297085,3.0311361835148865,-1.1502138054859325,3.9021407189313138
0,-3.615759072180514,-1.2179176373243135,2.008755386185139,1.4637481534861436,-4.8649680367141785,-4.801120997133873,4.075439268233717,-4.168795273305716,-3.139162516512419,4.770602500184714,7.096370343910405,-4.619502982477089,9.89413837343416
1,-2.1434713704619828,-0.2897494491188647,-0.6768025487795656,1.1319116372881968,-4.914087968700558,-4.510986166569486,-0.19526930296669598,-3.8005057153442285,-0.069392622299848,2.352912939067375,4.415220050329885,-2.2355250300982474,5.925505782284863
0,-2.887398223827462,-1.5570052563234262,-0.20940882703960811,2.37690574632062,-4.970733400850712,-4.896352717840186,3.9466221012292895,-5.224334697814628,-2.5599455803438342,3.777812308274485,5.472734665081473,-1.6362787853773306,9.890721876497224
1,-2.191938226142404,-0.10233687220473053,-0.7871379129195563,2.627273158228624,-5.258286215829403,-5.648498935570833,0.23533260171917497,-4.893348583652441,0.6384095008642791,2.3886438788982236,5.157782253912261,-3.9891765179610434,5.547999829337832
1,-0.8620264125138953,0.23264382017914598,-0.9170983007982417,2.213995702154984,-5.000639340379227,-4.959068462242298,0.8567917466173458,-6.94056499413031,2.256718390434896,3.222076981580134,5.041463772684989,-4.318210334080538,6.261029779306227
0,-3.986838040620185,0.691707593377797,-0.017037889337463016,1.6740892223200472,-4.6846771395483,-6.909650832686756,0.8989414399546863,-4.852561074088659,-0.3139719142831201,1.0058345882378927,6.025448493829851,-5.145484718395389,8.626766801985102
0,-1.0241631571147611,-1.847464632233422,-0.5634714254250696,0.8425994235995748,-4.116637529827055,-3.5869952589075966,5.293278608667383,-3.464321690905135,-4.248002861720301,3.8645117243763374,6.596895397245436,-3.037903469624598,9.134467834978173
1,-3.46278033092949,-1.7874509576101416,1.7478433557451818,3.4784620672442985,-5.512433810079109,-6.50084122514613,3.3638589569197115,-3.9436696163400358,-3.5533139674451317,2.5228638188891295,8.067371052227019,-5.381252344692379,10.752634971388524
0,-1.3483363519104328,-1.1790774681189236,-2.2757364037217522,2.329585341155973,-3.983467487102173,-3.550752212629696,4.219952425518178,-5.97137121969182,-2.7624174501630523,3.397474614261571,3.6824704425252714,-1.056359015049696,6.535530538515752
1,-2.058536041943108,0.8525944632919601,-0.13324009195170505,2.907922934269379,-3.4493603012241687,-4.859204443710665,0.21795034091729604,-4.7741277355481255,4.062355993247467,1.2591237099156825,5.500657271303945,-4.164028611941717,9.783843321450552
0,-2.239923841022257,-0.628295365949632,-1.7652203153028492,1.598933910396658,-5.019209398359008,-3.168544346317037,2.5446085938737597,-4.552173169059146,-4.411817526949482,3.371718242878272,6.389334296054141,-4.952237845586181,10.110592893267876
1,0.61788761111952,0.5826452634321289,1.2062969691808938,1.56325590711598,-4.183409868712768,-2.1265400576629245,0.38666155723570184,-2.9477744040198384,2.4709541814376483,3.6983379635551947,5.378192469038093,-4.736887163035531,7.10083463183525
0,-2.7383722822307592,-0.9638505055462372,1.3120252622199142,0.6896998839780111,-3.254005982232286,-3.9054853489232397,3.2011059347322885,-2.9365129109437205,-2.674056670391581,3.2890126812142535,7.710116458431809,-6.197292561554989,11.25307832526306
0,-2.8035275803573776,-0.5401575860127199,-0.7286104852595274,0.8571402311044407,-6.789206342561244,-5.473431029351815,2.4776661380366436,-4.385065917091468,-0.9500626657479012,2.310726353095542,6.154664483272913,-4.289667822834547,10.757666461179872
0,-4.166654448970531,-2.2528843453398495,0.64455841198398,1.3617164177193652,-5.7212020684395855,-5.697823998787733,4.790674887132035,-4.228123033039151,-5.390147858471597,2.1518066022533993,6.906881453501359,-4.70713138481957,12.158995735224938
1,-2.084308051674399,1.7973982896858627,0.9582190630903242,2.8004549320538823,-7.138034599889098,-5.174246591623198,-1.4613750034147936,-2.928804383622627,4.475058232843169,2.401622824678969,4.561415196101993,-3.3404641723658197,4.384294878889174
0,-2.9496947864877536,-2.282794259721528,-0.012938768103588062,1.0884380989335982,-4.507085269871295,-4.415977691582256,4.969359911793519,-3.362625312371099,-4.291392154462648,2.8950203610637537,7.825264713585533,-4.465108736487563,11.136458185720878
0,-1.282682759538773,-1.2666472922336929,-0.5292723066998932,1.929281971320933,-4.859550715700444,-3.482390409079775,4.302350037081284,-3.1691807382469106,-3.7730972441822286,3.0150805493874544,6.313771691978845,-2.954444661629723,10.121178024769469
1,-1.0379468193981742,-0.3136006892582126,1.7895006808029161,2.5368669762958427,-5.897564364592125,-6.217039500327142,1.8338329216371525,-2.545204551355677,0.005506694994210221,1.8857158695626932,7.8920763486792715,-5.187922030322284,10.013026572197841
1,-1.5934955079326345,0.6502099768683379,1.1687194410697233,3.5326782545637387,-4.550576323353015,-5.351626622351419,1.0903286930516234,-3.656172933610998,3.7802222461939565,1.015881586952531,4.021588241027029,-2.1977107401877607,7.161589124356199
1,-1.3025173343029646,-0.2765850850709006,-1.544187371043003,0.253991993940621,-4.203695442830635,-5.839474834045479,1.2509657076705323,-5.534807219014382,0.5017366122572261,2.3487540995405194,4.204729373262783,-0.801024868018712,4.8211008099805515
1,-0.7971151850301009,-0.3651139521434613,0.9438038453235196,3.778784631903563,-5.890508343436892,-4.219116658353105,0.2860506394064958,-3.453639437735019,0.29739110395657964,3.3821442165465467,5.121141440520731,-3.324456049955601,7.656248432978338
0,0.27765310034608515,-2.648591440397031,0.3645344890332625,-0.47839531144150227,-7.129249638572616,-4.008515335243583,4.927350497336875,-4.1276583179183,-7.694951446888435,2.9905527116880113,8.079583717635199,-3.797187490288351,12.755964164397103
1,-2.5444056198193064,2.0287950030498596,-0.8011152343848903,2.3150346894073284,-4.881359848262598,-6.086315653576857,-3.9747126657822456,-4.794850086288573,6.6838823319198974,1.4999097294721766,1.9214733014541707,0.19180068586889254,4.031429059775643
0,-3.0722802816473296,0.6349556793816309,-1.3383824113238445,-0.13556200323107137,-5.7760345530341475,-4.314783128996762,1.3836641815603203,-6.039778153700154,1.1761854040260735,3.3423855571016095,5.811956388766668,-4.240587164427353,9.641070038928238
1,-2.1221330214268592,0.3719164836799592,-0.03306908089780214,2.568448050499735,-5.13019142550957,-5.971873434143495,-0.24375257217448576,-4.512438646932411,3.1838828757600686,1.7666075372095211,3.2184063281506945,-3.3623006177016492,5.567410133247513
0,-1.5849197904996934,-0.3111573965416055,0.13234650640267256,1.975675571596154,-4.997127073085786,-3.0003837729431133,1.343439586166567,-3.5163629992417493,-0.4459200015544428,3.978239624999463,5.7443031793915225,-3.095610798604902,9.998135658977946
1,-2.701759148179267,0.49036394302639824,-0.05957719413564644,3.228763950347442,-4.757002574654901,-6.848006990540433,0.10615082154106881,-5.34428615641374,1.831095487295271,1.6966157560727106,4.8483393303487805,-3.757848911490446,8.468914592103872
0,-1.2429917180555292,-0.11946296386151456,-0.18955551153927852,1.2598075866226117,-4.925150646614436,-2.6362894541538395,3.6657244793317174,-4.668998627571552,0.2731465623764914,4.015888618517847,7.187451838135538,-5.689112531539332,12.469863134055437
1,-1.6775875364369195,0.8296605733465027,-0.7517636493445728,3.1818742923698284,-5.265293313979471,-3.925598371007573,0.658129033461331,-2.7657516861923916,3.4575111649539623,2.2551634262133273,5.120694036692878,-1.6601025758194936,7.82859447033765
1,-1.5727186961696802,-0.10174941768464923,0.9519558673941573,1.671623419122892,-5.489901670906586,-5.78479079244012,-1.2770240485746245,-3.5858301920876743,2.6611848962126006,3.4083747025478157,3.0891885782616244,-2.2503018257857854,4.872483358989505
