a,b,e,c,d,n,h,f,j,i,g,l,k,p,m,o,q,v,r,s,t,u
1,0.4269189339201156,-0.30833508450600067,3.7831257665790354,-3.543956234211143,-6.940188536418264,-5.130343020002776,7.15128496126343,10.717866139753976,-14.178323177055082,-0.08923894888538464,10.526411027495143,-36.25046886494983,2.6465922372608808,8.079378104542531,-7.830439348640257,18.21198994419597,18.063460768224136,-14.60040437820549,-19.516203169870856,2.320408186574797,-60.927191280064605
3,1.7383279578812716,-3.0930758885820833,8.672045807151544,-3.1379646758781163,-16.0264256258526,-6.845610016938122,7.883589044746315,8.780073751862945,-22.31939911287869,2.67464655485221,14.481171721667337,-29.89844782022483,4.3913342628398855,8.547681956036872,-10.815422068101602,10.322864008605,19.94816933390195,-11.197897671387349,-22.953753677902863,-1.1292345540585103,-62.648717539722256
1,0.30696534871135006,-3.1995530862748067,5.046813662470881,-2.927996975850556,-9.409533256355164,-6.0154325230617385,6.624427099525092,8.73120205533671,-19.63234756447678,-0.0024864727493771888,6.329054424120776,-32.51648304701004,3.253343379050908,2.490578332695018,-12.124196449159923,2.0136255521399877,9.371504798065281,-12.879299568828714,-21.106497106291382,3.1720662467212977,-40.39599006793619
1,-0.03574843861258259,-1.590723225704072,4.953944562924471,-3.444179453718891,-7.869532318987197,-6.628081451655357,6.140632465965003,11.456281466173719,-14.2767108616316,2.5097873139802394,6.357180968978374,-36.569353073029646,2.4503433490738464,-1.513250144444915,-15.43065182530445,-6.209087449774174,8.763826765680147,-15.162600443400157,-17.268384449650338,2.5450611567570256,-30.14595075894831
0,0.2609888712254204,-0.17543400579744126,2.5948332862598678,-3.089971356405756,-8.188872757531426,-3.4458265462276594,4.012595588190552,11.09388874437938,-9.500022364978799,1.5959535122904278,1.7356461658032678,-34.926825892610154,3.2721005553404057,-6.878608213588191,-16.039487887350727,-11.807213375376346,-4.9125621309032965,-17.506272068236484,-18.34739818609756,4.477085125696534,-17.66125301204923
2,1.0493617665394328,-3.8130091967511763,6.525991969767647,-5.640779915528209,-11.975186617529722,-6.870221256702368,10.260553468445863,8.796015686416489,-26.585255056947446,5.356818070931699,14.91498315830718,-31.283041745395337,1.5120453278979864,2.031440565896532,-19.941564520108827,-10.354485335728741,24.321190930464105,-15.055238259688515,-18.72948666925619,-1.9398760469515532,-30.064842418532518
1,2.180362528409679,-1.2624572583840912,4.940301225817808,-6.291456041520326,-10.723691449629571,-7.912723236374777,13.787709666993134,17.20302381848901,-21.423198356149793,5.512915279610955,14.699231385064689,-35.73587757629863,-0.856048707994828,1.0883911274054736,-18.92040361276381,-12.120624656955988,24.645795323356097,-17.26363176555082,-18.00941592999062,-0.1830350342562992,-33.28715254209419
1,0.7427057414173768,-2.0292892192407175,3.993497889223831,-3.009369379664711,-10.47966440964547,-5.210963252236858,5.688090468862222,9.10661230145088,-14.703869049818577,0.46717787940823785,7.197409306569848,-32.80897498320254,1.3732903898569084,6.086695066441427,-8.893150855575737,10.212864470886311,10.150327269294811,-12.583383497322245,-21.44405959793625,1.2270755889257936,-52.20947119257141
0,0.23971484711305976,0.22155558771672634,0.946803406078393,-3.9179832708314217,-3.101302386376444,-2.883214671806769,7.030646521490879,10.286155369111144,-12.361877041452594,-0.01895444674903901,6.292022750724088,-37.75391248779082,3.9062084246866,1.9889445924490197,-13.984106474280907,12.414538492629724,7.786861846465436,-15.447188520645973,-14.145896403259714,5.794323812114316,-51.88777266685522
2,0.713882699476468,-3.573049531631037,6.376386650069972,-3.292728601404451,-12.271272497871601,-6.887382841617787,6.161909388579892,8.690445327035992,-20.235223991320645,2.68539402990016,7.0125813724937505,-28.421010164237202,2.6460020945903096,2.34452409901875,-11.869810231145898,-3.298406514881232,10.281093814087262,-10.795165507519508,-19.730308687114903,-0.8711132775451399,-36.553343982928794
0,1.19153349872215,-1.0413872711158225,4.971463844715837,-5.176188468108532,-10.635786696549477,-6.037696647280383,11.223298963502545,13.043920346721146,-22.004974318047775,0.5882051423187289,11.420208508455538,-36.059787947604406,0.7893646183401747,5.435402237980503,-16.32578724245542,4.277257645631155,21.98407186096835,-12.71376352665139,-22.69064675261994,3.918749411904018,-50.660978788664494
1,0.7966980369480041,-0.13898175226365383,4.16831241247768,-3.2468391297745445,-8.835802895622953,-5.3963602475068875,5.182490638869902,12.609654321193066,-8.533342045441332,2.864013575941992,5.617203366319044,-32.88333932575741,-0.3884900034597729,-0.5816164075775933,-12.65507161297829,-2.864587355333008,7.2732504179673345,-17.427297356849195,-18.542652327092696,2.2902028109414796,-35.3496789215154
1,-0.8317340705952616,-1.8275454262976776,3.426602593782315,-2.128801736371344,-7.3138213308999065,-6.845722201018596,3.1070847737922014,9.940193962811154,-10.633871857070195,1.3677391557281684,-0.9170084241660061,-34.51059156103056,1.8429276525241505,-11.937276787845182,-13.797179881574927,-19.805910656168844,-10.242247996237486,-16.719297017677786,-17.73737689286105,2.925675360330691,-11.853475119611554
1,1.9634112753817634,-2.477039167692334,3.0630316483935465,-6.383687125226502,-6.479399182366267,-4.939043631607368,12.620987687588649,8.015265707805844,-23.81165221438861,4.2140899185915375,14.962900726248694,-31.570919622960762,6.337453662938039,1.6393935444507335,-19.880414129949617,-5.104300144086768,23.86715589183011,-13.415131326906899,-15.55211842581848,1.5373125189738084,-35.34779800831705
3,3.8151035995306692,-5.1973150522228035,8.399918943397997,-6.473566652268547,-13.775407439771497,-8.511792690069985,15.9824456315323,9.720987349589164,-26.971732980981283,9.594518864817676,19.18898720186822,-31.262157454323418,4.602481657154225,-0.340262677868166,-20.18503282713618,-22.33871013908005,25.699051129215285,-19.045534459247488,-15.249755495568806,-2.3104956129347816,-34.23539033605592
1,1.3281275721587207,-2.8840316130079957,5.897910134768533,-4.3586267114376,-9.414409150557452,-7.288438629707745,8.968966593046959,9.647175749229529,-23.335801617588487,5.630031955378722,12.460476934838606,-34.47385568096156,2.3172768607825516,0.24321355059856498,-18.292070318938684,-12.850972800367208,21.406972296715317,-15.684761736802317,-16.543785030710495,0.26225979396726684,-32.44837045382351
1,0.8299162326378348,-1.3953811971778578,5.006229050535155,-2.2800516381932656,-10.595416525964863,-6.138294806822418,4.964550832271024,12.004502636285864,-12.990637175909155,-1.4448649225967705,6.184779946685709,-36.13136332776169,1.2318025930807772,8.868317652540151,-5.64447061172195,19.10602121731874,11.983134376616515,-14.470151956877453,-25.808989918529292,0.9256174218114458,-55.09595030774397
0,0.8412230892708138,1.0055566491478358,2.0343884919037074,-4.2282837279805925,-8.934739869667668,-2.930530045293586,9.377156961373355,9.806323252351433,-15.654456230216686,1.1761094768660574,12.28537770380576,-35.63332754975242,-1.4727218727447489,4.8748690581408995,-15.780780634731263,9.839174854645334,20.54006875425311,-15.45931809655961,-20.72960630412778,3.4988807485751523,-59.55501907660369
0,0.1818118207685644,0.37601468532187354,2.753962648195794,-2.6909703465009764,-6.9616287434235815,-6.489997658308193,4.955081932802481,15.155992190632597,-9.396083165027004,-0.9011604427717554,3.4580037112196913,-34.25225238912369,0.9231789601113313,-1.2073060360688255,-11.86688546290459,0.02657933281359337,-0.4240892462302538,-15.64519088439102,-18.26206112737243,3.0171117165542007,-32.87665168436357
3,2.30578857757604,-4.76270770778187,8.32963159509788,-4.3361458542197875,-15.168007559330151,-9.3244484728428,11.929151901074304,9.058479686230486,-29.320476388150784,5.75027510103762,17.739602682091398,-30.292158858227882,2.9588831380233533,4.170665939441751,-17.149264363004903,-8.489978762732294,24.00234036118764,-14.809651499194848,-17.103795123463858,-2.049726671509354,-35.02851412992744
1,0.4636553059938463,-0.9927408325340439,4.980091931582674,-2.8394862100368585,-13.200292254096993,-6.795258996610615,7.4923315310227,13.760176269346793,-14.96817671035243,-1.1763652286849542,9.357842761079338,-35.172461714237535,2.3155957709300674,9.718749519882431,-9.281672221327689,15.376499997163272,16.003711533243656,-13.386511598766917,-25.26470238942508,1.5741514417845035,-58.674354862740515
2,2.300567563660732,-1.9202134086857765,7.258977260474099,-6.541978731687455,-11.73016026346731,-8.04742522693661,14.098941493591377,13.294798030741571,-21.97495641982491,6.8034462111296925,17.595466558973396,-33.654038673267756,1.4618240899897317,-1.635699476516864,-20.734742585877058,-17.8644755153435,24.73285250199008,-17.395308311038175,-16.875143011343294,-1.989424081540767,-34.12119863449973
3,2.4942712584270867,-5.601111691064972,7.339648021263052,-4.973116641401431,-11.241317412317889,-7.758988974402599,12.699790921823078,6.206776431482335,-29.4048599740621,6.636525830707738,16.298029109082613,-24.80997396537225,7.033053704211215,2.9225292640725744,-18.45370701784852,-14.313086426340426,25.409210958516805,-10.430786527256494,-16.33137654497147,-3.7831607759733563,-29.089344505808175
0,-0.6067013666964786,1.3438638662860316,2.1916873722241155,-2.7218637908832886,-5.175402134785067,-4.09424658164771,3.364647175060616,12.018582661015781,-2.2824526959693943,1.3031884230760176,-0.5606214846563278,-22.791815500968607,-5.736181749066776,-0.8353786197689785,-8.815138444672968,4.979285056619263,0.716189160279676,-14.802107100220493,-14.54224401151371,6.072277003122252,-34.401729495974955
0,-0.8053174877993011,-0.0013723380131275334,3.2030659930520375,0.6421350760911824,-6.1441311672004755,-3.4146902549656173,-0.09686508818990935,10.06882172425463,-2.2001200593517485,-4.361382096666363,-4.240660075685655,-23.709653142698546,-4.4477666253575565,4.866727045763073,3.462954832193528,25.238326103541816,5.020088573916652,-16.521843732086644,-21.43831944425513,5.154312548646267,-34.62154606560789
0,-0.628054216096889,-1.7334142457723836,2.680012907057247,-3.486370926351112,-6.442119000385381,-4.9199887444933035,5.5920945563863524,9.999284902936962,-13.200463979488383,1.0446311130374382,3.3089317836055705,-36.04434256415855,2.1671135904197643,-6.02234015988711,-17.15636686368831,-9.74457538298312,1.4223911562878433,-15.915060232105093,-17.915908171949077,4.723395072677773,-17.622112275524806
0,0.11901320544608206,1.0349461454065583,2.0174726113578987,-3.878667140827466,-6.1687800538813855,-3.9519307469624905,6.824154993242383,13.904004064537054,-11.32971416118252,-0.32674579337052667,5.647974963835927,-36.22191965921013,3.1544718204966253,-1.4235319396672415,-17.156927295705003,3.191389085213916,7.788858979898709,-17.217558039475662,-19.663819047665065,4.796450364029035,-42.97635208653468
0,-0.1541982704487279,0.9565672038861609,0.7204562837267661,-2.1593719142548737,-3.44938040852997,-3.261571905016236,3.2120395540919042,10.470850230635826,-4.551097035868404,0.29903023542132023,0.4799676123711056,-26.642643887066757,-0.15548167970058913,1.1191124560899377,-7.292094058843446,11.18731933951568,0.7605382985355376,-15.747282035643968,-12.240888467873589,5.212902656656313,-43.28659730144103
0,0.6622930629619932,0.0733703498757206,3.037072807238929,-4.902601177593493,-7.973702449150568,-4.747122133239063,8.537487177229222,11.354717948534704,-14.362986621086465,1.631342434590112,10.78115070170138,-37.480026932778536,2.807706768443048,4.435334066575134,-14.215058240659491,8.093708310802352,18.29929964656133,-15.004441303929013,-18.800123509944186,3.331321607028371,-56.83036792181026
0,-0.101499992222426,0.6131544001715653,0.7210664930524091,-4.203388404767897,-3.562050281675396,-4.277114530617394,8.289751182747825,14.64930356885533,-14.4936000651315,-0.785596973726401,8.244379936286844,-36.54910776640672,5.216801945301793,4.456869291462053,-13.068727091083305,14.857220617346414,15.044901178532424,-15.969744489521155,-14.644399838516467,4.595905711458778,-57.744550144695296
0,-0.1739529985517247,-0.007257647301146339,2.947159733291117,-4.290053120353084,-8.601838648253732,-4.957206148577178,7.72046682940727,13.510067490589444,-14.297988305294773,2.282711684780119,6.943381933728669,-37.35027916520825,2.7170810778180043,-3.392674146056551,-18.638232165069272,-7.525868987878491,12.29892655148158,-17.612875412531082,-18.08556638237295,4.540484401317524,-29.939148544697094
0,-1.4508008303761724,0.40940207204577816,1.7965501037876712,-1.8327329385418785,-6.250552702070837,-3.4719377795619533,2.142232220869335,10.67299390585493,-3.2384148042062373,-1.6270161320967609,-2.32044163995269,-24.486751197542375,-4.678936486784438,-1.34421168230717,-9.033638642895863,6.666117762838513,-7.074781926454699,-14.532105020494084,-19.530368752804556,6.102826463712535,-32.75684675880395
1,0.94109155153989,-1.773062724523555,5.077819328804821,-5.167223429092507,-9.410738076836237,-7.722710617770172,9.692099506147924,11.998990180833765,-21.074416943145266,4.041200927708848,12.648832521149238,-35.903264398775825,2.434286739138039,-0.26828082352089244,-20.885056430835515,-10.948434421730521,23.00548464984363,-18.73558791677843,-18.967977800687255,-0.007139589744108887,-33.703924072303494
2,0.9318502814352183,-2.788703612757223,6.032614903684476,-2.4284693081620436,-11.75563759511582,-6.287880243429322,7.948260400503663,8.704639782172967,-22.31852505781074,1.6182058044522911,12.643554881239332,-32.37077598603728,2.9112896441229066,10.375667264161791,-9.957872009839948,13.519425904595929,18.276293162629756,-9.963843025763236,-20.887296455017474,-0.08347679033230743,-60.518107595644764
2,2.3475327473098777,-2.6691725623895977,6.742355893978929,-6.665921156023333,-10.91826489486399,-5.454950694693917,13.937966375335554,8.877582549186622,-24.725079945132038,7.098057991281823,15.116936303813997,-30.86644140684417,0.8513701376891489,-0.8721806063447177,-22.34691976315057,-15.875794618213067,24.925079003823466,-16.33470967027178,-16.251956388708923,-0.9055373256212319,-33.16885339400046
0,-2.364833502859688,0.038999578242646486,2.381015354791388,-0.7139705740432027,-7.5121343248276755,-5.502000060021755,-1.3188333024886763,15.716220640837742,1.644352585187498,0.3143902640577032,-9.376220687008974,-14.537005397870612,-9.572466296256847,-8.272130596654296,-6.252947585615695,-12.242551249473136,-18.392983453913093,-16.900793149193962,-15.937023055734695,5.525280405496809,0.9023313640388269
0,0.6833100482035831,0.833192081208056,3.2424675613440974,-3.805181340005069,-8.105884527282294,-5.303191930799591,6.771232781297166,12.542534825313059,-11.08940418820416,0.9050333814404921,6.584644040491188,-36.55755171960109,0.790405217004194,0.9432596428467643,-12.540936632121229,0.518509061775589,10.069110038019044,-14.722601847580105,-20.316882109505816,4.282184214141164,-40.73296171320514
0,2.386492621041967,1.3520529666481584,2.820460744537798,-3.831686094254674,-9.432744174178197,-4.549587615977089,10.001009601111061,14.493597862707656,-16.27333060109219,0.4922906324469898,15.1169657365114,-37.878458373634054,-0.8531278234490696,9.941150661881757,-13.995597030623339,18.6810127850075,22.275856735447764,-13.715694737166926,-22.847962229320043,3.2183736401322975,-60.40467688053084
3,4.109314403619807,-4.368763546927028,6.946955784050605,-6.325267787980384,-12.596688785327792,-8.248702203017416,17.692874199769655,9.951328151850845,-27.38444558221468,7.628584458987185,19.845591890281888,-32.77400231510965,0.15606186380191422,2.7815812502627577,-18.124873602520406,-12.716549036186645,23.5388572903095,-20.912178009766404,-17.09198805708946,-4.087800837137144,-32.122962236412654
1,-0.3149016863036054,-2.2579395968571485,4.549852300546767,-4.112095186003911,-10.114490391509895,-5.272770948157882,7.036724700977553,8.856813221780996,-17.65970058628245,3.0579942960759023,7.461036685608423,-33.691723937719686,2.3154095374943906,-1.2667539040529356,-16.44298636226166,-8.96474997361584,13.228183153449798,-15.06028822960373,-18.775913181427292,1.982529463808033,-27.80222956276988
2,3.078441093481274,-4.281838282979994,8.525645565377157,-6.540664121695617,-14.318619724873564,-8.76458516696714,16.399789199360075,10.385443906992467,-27.575769028481208,6.472393199684501,16.1682848448731,-32.50111806914643,0.22503235837099578,0.25537464544014454,-19.95480547926584,-16.126469399606158,23.65565662752761,-16.451987176670595,-18.03302412289132,-0.9121648820687119,-32.982678028588104
0,-1.3405898693037586,-0.35723571431956047,2.4579381063709724,-0.652865605346065,-6.575694470415586,-4.5206841338235115,-0.055830759180090506,12.525783159230757,-2.6624175321427552,-0.7212391488046969,-6.173577405893812,-24.438036417109828,-6.196473457925042,-6.383198087692932,-6.713731544742813,-4.550475312570893,-14.439262014031298,-16.381095350739365,-17.3037678855464,5.031191729200588,-9.155980816089851
0,0.5838703297590465,1.548269411074418,0.7023061698108928,-4.496764823256289,-3.538348740613634,-5.5240498847301005,8.609998799422678,14.042618208070847,-11.476082295068636,1.188048513916237,9.686652875918623,-36.98050652735279,3.366794278120114,5.967923133129286,-12.861987494238033,11.695987374519028,18.56956389404825,-14.183170032699772,-14.870645472690569,3.269350890725271,-59.86527443545538
0,-1.0632500689988014,-0.4240996286909243,0.8221754459403114,-1.6332397077792355,-4.7300762624691455,-2.948273186466746,0.021055185062127224,8.216765284218999,-1.436831279893443,0.681963808785765,-4.909957874567043,-17.22301149282186,-2.6298130018884174,-5.5477700288864975,-5.9643131137033745,-5.506072150247614,-7.491231022294598,-14.97632003314419,-12.069423409126452,5.395370612049827,-7.447508454985417
3,1.280446750572527,-4.202193838359672,8.402826304619506,-3.0635165401162547,-13.021438729626636,-7.11090848279378,9.798496341046452,7.5432923632477475,-27.46661820254746,1.8013716594745834,14.539801330020396,-29.974662726307002,5.43662172233857,9.64470569396376,-10.87268462347335,9.158276766456098,23.345938673853805,-7.533560401260759,-27.150521434547457,-2.46881134985114,-56.385091499733186
2,2.4407414145043598,-3.7902727491293193,5.90609042261776,-5.75258086912089,-12.295813763338847,-9.370062516044005,13.165878262672516,12.865174596970231,-24.188401582280985,4.258689999477453,16.664343031514548,-34.29077119809789,1.3905407856443377,4.101788753438206,-18.46453900262462,-8.130085592344887,24.64206496705664,-18.86732793524788,-19.029682547537146,-0.4351998758690133,-37.696522753939725
0,-0.6955336734807932,-0.7823478117525653,3.3636141251655003,-3.034475542846578,-6.583459259606845,-3.641734354070704,4.745821860808649,6.975844071678525,-10.04210230007561,0.018831473100956092,1.7827810944663365,-32.37421683673031,7.777920765890355,-8.184669166232243,-17.07597584186756,-15.287879186050048,-5.059176560448041,-11.137210157872833,-15.039195109160424,3.9507021113114185,-9.236738803700629
1,0.6988829177611947,-1.2905453743806479,4.250865659063141,-3.3227448139323212,-9.839949528526317,-5.43053077716868,5.53205332947968,10.762960572976073,-12.769737584866883,1.4625670446006027,6.560476781976841,-35.08638585848493,-0.6999408531029421,2.386910944008693,-10.618922609278949,3.1495747669401597,6.379095936701003,-13.6163623101868,-19.815408553743946,1.628678741361571,-43.439370945379494
2,1.3239893642805876,-3.084816664697146,5.286991262046374,-3.4430055530480583,-8.656169328913888,-6.101016973398695,8.390648094481191,7.825992834108564,-22.666895479816095,3.185509107338139,14.542574061662076,-30.615019914228853,4.53753213097445,6.146102049831384,-13.843523983808844,4.008540803535641,18.05550707653424,-9.633805515198583,-18.41979009580463,-2.1905480498469383,-50.94828868067607
0,0.6745514899430974,0.7269174451186979,2.1596302490670616,-3.7034853315269216,-5.751056014388616,-3.216758676392599,6.740893244237512,10.280056692706065,-13.29678761421842,-0.3702423123674784,5.770850199664797,-37.651837673468435,2.5516691207809994,0.11786664873659247,-13.574985751342176,5.90701760120548,6.972554090285988,-16.557229021475663,-18.19834206405693,3.3841190679390856,-46.95666186974251
2,2.581905695425781,-3.543565246509538,6.9774838265623345,-5.258083982812365,-11.325264411802342,-9.128362494496383,12.313762712813157,12.771249790769927,-24.549462744332622,3.4458434947162826,18.26751386441671,-32.64856485918716,-0.38808063449062846,8.02409654032164,-15.745514011635546,1.0489290908262492,25.973458071627924,-15.821659028590245,-21.187623768293804,-2.9542157936499938,-48.33240689998179
0,-0.07642897384169445,0.9944349291479399,0.4971568111983269,-2.7055826526783955,-2.837055972818631,-2.171151953247673,6.190704152935609,11.114208026842931,-8.605181286281114,-0.8230793783889534,4.826581412951358,-35.45617449718488,1.9188860451734757,4.079254635690764,-10.788909704140709,19.94469047348861,4.591065557122071,-14.981188423669666,-13.36138049252909,3.7258591322663763,-50.63710444967546
1,-0.7408825703575557,-2.3746542530006787,4.340004755751222,-2.2413071564215112,-8.05855433701315,-4.636020569945394,2.8263891845208677,7.878011536387889,-9.702090490053479,1.4272677010558503,0.1269560726672975,-30.492948584471087,3.3432118588877806,-10.404433070056516,-14.062437917148978,-18.543449785697316,-9.095854495862048,-12.731619937614926,-15.883185098761743,4.540674511218603,-12.423831669038975
1,0.7418100865468165,-3.3509023538864495,3.717261013049001,-3.519503225778781,-8.0545480207005,-6.002685561641812,8.275323770982428,8.460411983371683,-21.61725945256709,1.178090014544658,9.707473639701774,-30.31648768483628,3.1145000293050407,7.254576837016683,-10.417686480937016,10.454210186408249,17.22448766208703,-13.271681427403925,-18.08644801748787,2.0056782257747336,-58.27702201508083
0,1.1835379195170905,-0.08969100802170595,2.8247446267545313,-2.0126197049864905,-5.466825736768772,-4.023827699704629,5.91859220402094,10.280622784266257,-11.125055619691258,-2.1935162736293927,7.179325471019444,-35.21416459523033,2.904374623023247,11.103563044796175,-3.2478023560969373,26.45247107447964,16.589354331511345,-14.935490642089498,-18.32831510982374,3.4244444558503773,-52.57061324705083
2,2.26853280990935,-2.521268929850655,7.709285400118292,-5.405996858299286,-15.354777054617298,-7.92348551962879,14.170126474071967,14.520341723494397,-22.90489205187671,6.079938065671971,15.50989468993463,-33.87646465802722,1.6098133137634152,2.6976451128166383,-17.186291613587294,-9.395982610795716,25.610263686565876,-15.982025042167894,-17.20383682488838,0.07276462797951444,-32.899240626290066
1,1.760976847198652,-1.75825689460309,5.519230413693745,-6.656943320891626,-11.558015412819257,-6.174612123805238,13.613266135435776,10.98017852498778,-20.25867269459449,4.466920348720178,14.861831353223511,-36.13197185296281,-0.22750733649468025,-0.6973466151773589,-22.364275660883973,-12.713207241599996,24.312936508550678,-17.98353533908684,-18.86435247948945,1.6383883057359525,-31.951432079444196
1,2.4064926749780478,-0.9850985067194947,3.9991227967444285,-5.374749929897899,-8.56200445092807,-3.5471605553080483,12.114554385892337,7.634940289868919,-21.007655682866762,3.3294254674721833,13.572411854330761,-31.749207883346994,5.524504444824526,5.485536879293264,-15.399176787469251,3.9622694637549896,23.10789877174107,-13.358024744642973,-15.43496406246897,1.5990164056361023,-49.07536715123445
0,-0.37021010661544773,0.4152616312586126,0.7348916506439125,-3.918432700914529,-5.575243261945242,-4.195433079897406,4.0127179609925685,13.896059256853246,-7.481494550374027,0.9648751137077598,1.2307317892107668,-32.011130456209635,-0.6819244960336873,-6.518827540867131,-13.797860238173747,-8.841592772648758,-2.4108266304481605,-20.354088917056494,-14.830695106688543,3.638680419235719,-17.201049494588254
3,4.856376473016674,-4.166363929703346,9.498590485371187,-8.310761427754233,-16.08215015395156,-9.482637575603981,20.876362484561387,10.499885919509243,-28.475581732435174,11.33875144451123,21.329405777647196,-31.453385428583196,0.659908245679033,-2.2727448557605636,-23.0137002959008,-28.40850841435093,26.794691211967727,-22.954910507740255,-15.714605142439913,-4.655016105537492,-34.41676931405244
1,-0.9901475912125808,-3.789871370056199,2.9991643563770296,-0.9479289324674964,-7.593946087342784,-4.830147003718897,-0.6925379562878213,7.037465484126161,-6.010433232497451,-0.06695712557666922,-4.136337186189899,-24.293523301474607,1.2111853518442832,-8.398060098771127,-6.388104709734106,-14.335307122132832,-14.099764877980515,-13.434801096383426,-16.039432287666077,5.6517738176350445,-3.80182243476024
0,0.01525773539919906,1.2168196661026207,1.7806980590685892,-3.3254328929425214,-4.708392212557838,-3.6695190849813657,5.284201352296408,11.560822236500142,-7.559014900579575,-1.4478385014822248,3.7811327537847044,-33.174711097005975,-2.0043565112331483,4.170129898784566,-8.394716481061515,15.83166729801717,4.374132839207347,-14.662188291911125,-16.313256268403713,4.845643767305609,-50.012722180894286
3,3.352194218078309,-5.957599764258706,7.889217131329792,-5.764669192261276,-13.754576006730664,-9.256134922724815,13.967287182798982,6.930956963950589,-31.23204472705293,5.242509770690031,18.239932198601178,-28.62921803439245,4.968011143019783,6.939735301430797,-15.915212179920116,-8.041803932316544,23.07241963691232,-11.881050673338788,-20.070556925692195,-1.2923155993911508,-34.551356403921716
0,0.5696567163666578,0.9261137928928184,1.4666477110796325,-4.929589435051607,-4.719455344490006,-3.854251102414766,10.422256518471759,13.099847955563042,-17.724878914443956,-0.17891464991264971,11.980233872579353,-36.868821697896955,2.6106597522076203,6.392864268129685,-16.850625289742528,18.257832414714745,21.72492093028309,-16.013260415009942,-17.95090477969846,2.7907016117154484,-58.132715263058934
