a,b,d,e,q,c,h,f,g,m,j,i,n,l,k,r,o,p,t,s
6.600050460470281,3,-18.76957785635472,9.472460426648443,9.375083625997604,11.29252511602536,5.217172313021722,-21.785752229564473,-9.01635530360508,-15.623874563256328,5.4655379872794185,17.093306913300697,-22.79310184589578,-13.436909590451632,17.483312767714725,11.924268689507732,3.187682737982178,23.019533957383985,-22.68676099698388,-13.04597164197165
6.98531371508006,3,-16.786222864188925,10.247058590479652,9.808768590602579,9.925082073241978,4.56469593974426,-24.158719198550497,-9.94890698658486,-15.554732977205864,6.387116164563253,14.995363893634554,-22.046619559234678,-13.419378913776171,18.69139689804183,12.440913389443997,4.682893764248188,23.057630851401527,-20.586625139504832,-14.225403802905678
7.558378703720596,1,-16.996079983379158,11.957588780700425,14.875940719961793,8.542584595505916,6.734261506815904,-27.03444651134528,-8.42823284117668,-21.251342895706248,10.817808628242261,10.181607322478698,-21.146732820555734,-16.655118606229593,19.049350060031262,11.316641551448408,1.6849666799399534,23.363889627075167,-20.145377296421238,-6.050402093511169
7.263723864765485,4,-21.279944638630575,9.7561876401627,7.927971604113546,13.043660205499625,5.250715475929333,-23.271855061439393,-10.354290981344167,-13.310889955521281,4.805167367663815,18.25616172882362,-25.226604140778345,-11.933837623028385,15.642784128768131,12.879341409266436,3.4749582181791197,21.1479699899693,-22.751287395949166,-12.61608880256646
7.064464675257678,2,-15.97479064852335,10.482576595164009,12.29972734712364,6.4304805549597965,5.530974043968094,-25.078186047795334,-10.531117906963622,-22.91899330641,5.822129560164664,14.577509068091238,-24.069881388360116,-9.032869146960454,17.95226845808028,13.319973259874935,2.158505267742095,21.52747732597842,-22.098234111592348,-9.699663805652511
6.956841253286254,0,-11.34383799095382,7.837333171242821,16.797066788960937,4.247077814518935,7.375721200838659,-24.191149315003997,-9.38989497884822,-30.598484562197825,7.626587920213983,9.624510533249317,-25.373539378189808,-9.882954016627567,19.98482553863023,11.173628551408354,0.771792587654643,24.635006357937097,-17.683809986909818,-5.168920064930473
7.851810574047864,1,-16.587445300157338,10.73108612010172,14.352127690089873,6.5290800819796555,6.624345340867446,-26.51258343790487,-8.870262415748023,-26.54404066301448,9.679338594926923,12.109770537465202,-24.17790671090704,-11.917410974129874,19.683541952935837,9.202766810419085,0.7727139579831543,22.72426479355302,-19.345300003609886,-3.496795776092361
6.244901147247703,3,-16.308356863499235,10.775680615431732,9.677130944310818,10.748723739237441,6.048295219243991,-23.93787477348897,-9.867182054286193,-14.642593410432452,5.159346276550156,18.87058556534682,-24.704578883138296,-13.799148493518217,17.840076872709734,12.958290230853835,5.290792199031714,21.53786515912975,-20.798465325477913,-15.8536511994198
7.421146367504771,3,-18.622406537299476,9.079041756912918,11.5304375788824,9.557639673246246,5.438544714390799,-23.620529805528616,-11.105566352351376,-17.122673129145067,4.4326952609005685,14.432084004139082,-24.382190402319182,-13.950370143317805,16.07165171132097,12.061719055844726,4.5791863058738755,23.69660215982488,-23.023090025771584,-16.525043396637876
7.174532235170966,1,-16.946092152398435,10.370828814625929,12.527774076193728,6.433745961738696,6.9278550212620855,-27.065360988138586,-9.4403850744791,-26.275048551658017,10.104733622841191,14.742576197228379,-22.810339821515935,-10.738468824085437,19.893425179142586,10.402816649159412,0.6050049832719309,25.804294812296575,-18.178539930730093,-4.26480540067529
7.636922592552159,0,-15.265302914296504,11.742709194589239,16.784211470966202,4.219816860966919,8.146693726023043,-27.06045618616211,-9.331068957984794,-31.83600054663447,11.527180829018297,8.429118456030897,-23.5528961265073,-13.02895446019371,19.588176558081276,9.63539119899185,3.9137941159535554,25.64097688149084,-15.297475376477177,-8.972587046634516
6.705447348113783,1,-15.683264857275105,8.287113318224955,12.456479594911237,5.201838138641014,4.104012861344607,-23.15630250864002,-6.9510506841385045,-25.236824320715176,6.218782550867892,10.497581163329691,-15.385205782883954,-11.623038723842829,17.78554266962227,13.719325020208698,1.2897445298670098,23.968976598962847,-20.374363227975913,-7.144329836162465
7.420754315513588,0,-12.968706386677386,8.422912780145198,15.585648255214913,5.355807747608534,7.0515072727439465,-23.76405079576743,-9.607757200967372,-28.169390606749115,9.87572986180942,8.253268983922078,-25.069342118275095,-13.080726664971424,20.235356673594936,10.146554574133264,2.855758600437061,24.93203360560125,-19.10828899198216,-8.310416424024586
6.434348460262631,0,-12.360052012543118,7.8411259756828,14.919687906450624,6.0653442399409725,4.731828043139215,-19.915954102171007,-8.444459740213992,-23.772112243106957,8.183314739288642,9.182273072469284,-20.61165350589338,-13.601313126989206,18.45683850866996,13.933355844611048,1.2842505471820853,24.281846655360177,-19.5148847537947,-6.671292790785714
6.254136731327572,3,-17.481937485905775,9.768175135830505,8.611680912596347,9.626218702170755,5.412557205827981,-22.24550777726136,-9.10001052805046,-15.06028153809595,5.181377697373769,15.658843982791002,-22.345027833456488,-12.311181559649693,17.83229509820709,14.786968767619598,3.6379992434149493,22.38082801716178,-23.28352408439469,-12.95548562603085
6.920044862902387,0,-13.900570432944805,11.81632791422386,15.11915388610172,4.892269074898682,5.466857440851518,-26.666205675521184,-6.899844217845141,-28.80517150554411,10.209352209163564,10.566037947071836,-16.583604894430763,-11.090330116435583,21.033766577713255,11.40762704944382,1.6262676340122308,24.404734848135742,-20.285098368260474,-4.727746536658371
7.162023077948768,1,-14.130773568051408,9.609450797325197,14.40104057071949,7.818029092697839,5.521513169477396,-24.35324364891177,-9.305536035584698,-21.508030058715175,7.217786864240005,12.528380143214195,-23.34356855506817,-13.602850898280881,19.417042421630313,11.83230406886898,0.5036153068560871,22.75620744863799,-20.182475677416754,-6.2767285502168155
6.8425154932334,1,-14.261401592912907,10.03941681383556,13.836792638737446,5.271867389445696,5.836725330688419,-22.947837163894498,-7.790360464729678,-23.91863541540182,10.18862618136754,12.901769501092392,-20.180986097553223,-9.498426171617417,19.33894999450005,13.275401874719329,1.623927966741018,23.60010309579627,-20.49097051842769,-6.213603982160818
6.427936840360566,3,-17.257583009318726,6.8071771367298926,9.24158426357294,10.172297415290544,3.805955703629685,-17.096758764155993,-9.822909579169323,-14.878464513330334,2.7480160042186252,13.408849881028704,-22.560661240203796,-11.618846597415079,18.506392287292645,13.268288622242219,3.882052028185144,22.114905025986694,-24.913818279942774,-17.10061913996209
6.727990120268891,4,-20.454226208290407,8.807572096210949,10.14280494495345,12.5177271298859,5.21866622494351,-19.675184274429302,-10.641942028890277,-12.808479098837068,1.5464191862593601,17.116049101262107,-23.505187972547553,-11.437245635426601,14.755511764458284,14.190461306828611,4.757163465828179,21.22246812325863,-24.21800366121596,-17.883300880827406
6.927911102557526,2,-16.88097715627283,11.132890076868549,11.118982949497955,9.604624846369774,4.556220001058049,-24.393983327539775,-9.596551619860051,-15.924889224583401,7.060187023195416,14.5240239634027,-22.09295337140825,-12.509272745283015,19.62710185193223,12.617396922740951,2.832796539611164,23.241226080764903,-21.773021966227137,-9.425747556387034
7.032429441318278,2,-18.19593877253266,10.166492920319664,12.56957697904517,8.164218457940633,7.01065360172691,-22.496990602574947,-7.518922185164725,-22.04536569985897,5.017117007014782,12.295848107240475,-22.418955602499366,-12.9032707539697,18.275883583108556,13.257843093147716,2.9255995965029324,22.830908523959128,-21.263207329526324,-9.632503092292728
6.710949257983676,0,-11.783978271905376,9.461968053954461,13.829243755364745,5.360410944051592,4.966456660668859,-23.973338364184777,-7.894811144693401,-26.15710726901869,8.278868621682534,11.409850360341895,-18.212171749717747,-10.363381819043003,21.66307594740881,13.15797989707061,0.40793120515355835,26.00946996162597,-19.4550360134934,-5.88212984338338
6.128579097942428,4,-17.697570689769645,9.01379267073699,6.77236073704911,13.436367513222063,5.30540527877575,-22.346306235898606,-9.665318660671298,-12.964043578126121,2.025534441617594,17.88589926202224,-23.506023393400667,-11.679869422977365,16.37361234706188,16.40513947331656,5.924556104107852,20.812961854654336,-22.80711108153161,-19.031227350130308
6.728971685712401,0,-11.890440744653812,9.775827473549874,14.524208057274468,5.21584446611972,8.733800301593424,-26.032566541485927,-8.031872883897238,-29.38887477667422,10.276792554285066,11.703169197461172,-25.08190763140622,-10.682194536120855,20.32871049048942,13.021949437121783,0.3686776973304029,26.368534402139616,-18.652472165036144,-2.985435913073596
7.213939576255137,2,-17.173069876716966,9.889818247267064,12.516297775629223,7.788262481546123,6.410940197260815,-25.607647433436693,-8.531394253167132,-21.50762365860346,7.977665953409629,13.137630089026743,-22.75371330624827,-10.874956184456837,18.476007105081866,10.580430440523774,2.3352870684779097,24.91807983390527,-22.27255641789879,-10.502612122383542
6.238258909440738,2,-15.859691149347789,7.305170285578525,9.224440620498928,10.081211208904154,6.798438541100443,-19.23491396661439,-9.008240595596762,-16.153188443939083,3.18506703819043,12.421277961751441,-22.628128937280305,-15.178467934136831,16.516952676906577,12.386192942174794,2.982610613354937,24.444661530667478,-21.69042381429068,-13.75022035677499
6.017595448898442,4,-19.90851346252448,8.220702112937865,8.009884900510578,10.032624792497234,3.917849736135386,-19.422758648773513,-10.860440541002488,-10.8780009356916,0.8986914232523731,16.055873495250893,-23.064578077886015,-9.071609662042654,16.370528566109773,15.125572168534092,4.9379229341147886,18.90498680753622,-23.757107316355842,-16.852249333768572
7.408252887321964,2,-18.028973260340774,8.548979551370655,12.141566719928429,9.17650695174095,4.78025730191121,-23.708182329804902,-8.538472370230421,-17.289169142975158,7.734872043399194,11.029649302136846,-20.193808556585317,-13.531885763214486,17.482581598402128,10.703205904781626,1.6832898308674809,20.450146069965278,-20.452763851754565,-8.254084653608626
6.310744186792283,0,-12.370061927752515,7.957563826818517,12.947739456419999,3.5549230752775003,5.219553142331842,-21.337124568180368,-6.681111893812175,-27.2187507086271,8.932110448674393,7.777840041288348,-17.21441207322245,-12.381304961106267,20.861893978580586,11.376539532350886,5.701713610857779,25.42551831728412,-16.478384623876273,-15.554980091891977
7.279481590856564,3,-19.65576362279534,9.757200188282539,11.617455582189548,8.973173924937475,4.586831442467665,-25.039898085885127,-9.854170173402613,-16.875566400782702,6.3531323590271915,15.326763204622964,-23.329395891692684,-13.419679374418305,16.834985837303602,12.371655556506825,6.0635865024097475,22.90470073024827,-21.172793781079775,-17.525203522643356
6.739240990219275,2,-17.287595272420774,8.835785246201903,10.787164114624176,8.167366515411114,6.3589724070356315,-23.470180874921436,-10.549615712827904,-20.19944750589312,6.15596689129562,11.954392728598933,-26.726999632018554,-11.710748085375817,17.358079129927752,13.363039092492317,3.2403776529316235,25.01710714943494,-20.50511445081396,-13.200662462583708
7.331583751479476,4,-20.726225557405925,11.51381246743634,9.17590008779128,13.242614622525723,5.363994603104181,-25.12669979744749,-8.051340495321039,-14.396374612627035,7.017124189402077,16.48331912522255,-21.55949049781356,-12.824695031617818,16.633235840355756,12.451294328098028,5.242726494315662,21.599159934672116,-22.99246608463154,-18.595938060181187
6.337067949078203,3,-17.08547193762256,9.916492865158617,8.424305937631319,10.513219442294602,3.601431067451479,-24.205363536556696,-9.474318653770665,-13.347037548151642,4.766776762039637,19.265525600296133,-21.56705202673517,-14.006142879055433,17.95734274745927,13.182058915650499,6.138652689332492,23.435762242302832,-21.7539404208706,-17.19468940130979
6.376468095343849,1,-12.257744023768327,9.321102310532165,14.067763914339185,8.236629088743271,4.112595360217508,-22.250021434967223,-8.72097625999199,-19.64141724626092,6.480859533027759,12.476962888565996,-19.362687038888147,-14.19480413485087,17.923921552280667,12.759176891434103,1.7500233978082935,25.484106126956764,-20.12264978626004,-10.64934020148624
7.025285900431097,3,-20.54389102739517,9.595639584643076,10.007322537127655,10.671630701116763,4.5664542717419945,-25.94580490619174,-9.784539678783007,-17.189394072796212,4.7910718594827415,15.368122659832498,-22.515086182493633,-11.776604255829472,15.492744882773769,13.612039493054677,2.6368042574623054,21.421173695072564,-21.05755756470175,-12.889150074701552
7.057144691793634,3,-18.34499921717243,10.773991600773046,11.649304356022624,11.113310032498466,5.447539636202745,-24.597200212645973,-9.617507487152734,-16.941129875951773,7.325772953676985,16.509916260841763,-23.931126961765063,-12.081377394873087,17.04814387680201,12.502279887304239,4.716401965140635,22.695251032324354,-21.56070839035948,-15.02135604984927
6.066146870367042,0,-12.04520283950573,8.443399829551588,11.373883250377018,4.841657779202992,6.144185338595794,-22.224601314360473,-9.084301144731661,-25.817095828489006,6.488876214408891,10.55189637204028,-24.395839770079075,-11.180073430833753,20.259897696066126,13.522259661627213,-0.7782286066154882,24.368104766153802,-20.763729638657267,-3.953581440219053
6.681204186980459,0,-13.646910767423735,10.132336853685919,14.886926160258218,4.915596646939156,6.441795385422033,-24.944198531307354,-7.564576867066914,-27.389908577987395,8.515823498019383,10.27010580446638,-20.79831463583692,-10.92728955543753,21.36445166077657,12.672461045215512,1.8809839433811144,26.822979553402867,-19.301122107836793,-5.2449102550991515
7.2746429976615286,1,-17.490509612464983,9.491353026355455,14.199879487349726,5.79350375254159,7.001132415097937,-25.484883513455298,-9.279592590890893,-25.231064594297603,9.585717174220187,11.706760348016832,-25.702529783249243,-9.481098886825574,18.493857234674255,11.536641055420755,-0.44248231886846745,24.49101548479822,-20.54933375815037,-2.5061960834713504
6.587364834275356,1,-16.669071610699202,8.897686650636832,12.87844827441329,6.119593942666481,6.367991142559443,-24.00776511838502,-8.20430631760916,-24.746788067082996,7.1846321685004595,12.074287388280345,-20.667491948462214,-10.483697818035346,19.80360527009195,13.057740801426753,1.8613850033375192,23.168040602794647,-20.750208259581502,-8.234497343236592
7.197112732954303,3,-17.57033999034841,10.802043455919732,11.783528769092223,10.545724082362025,5.922565641170401,-23.961089228339272,-9.935598270874648,-16.40561199013576,7.319277600181368,17.460304695039596,-24.14103625706516,-12.616623177608293,17.346426756232873,11.679812440326888,4.0032226962903295,22.681014487758294,-22.1017321593399,-14.501348688215165
6.841975224044718,1,-16.183500233095266,8.033858106618924,12.144340354640772,4.387099357511495,5.999981405883449,-22.45867232240186,-9.007636164547428,-27.361937465866212,7.146556604507394,9.23244283009103,-21.640617348482056,-10.513719243729902,18.30269297654367,11.54767348049406,3.103401949114671,24.41628358375405,-18.04606480932761,-11.753359455789322
7.233058528724514,0,-13.352981196528061,10.457294857372245,14.359268267956802,5.445632182918166,7.396603922994769,-27.34349183448556,-7.88847219743367,-27.39824678666077,10.605570139164847,9.72827629484175,-23.233892302143897,-12.324837791499135,21.19285509038499,9.701105285933975,2.1281889955828346,26.83322695164138,-17.754121578938545,-7.341821347719311
6.813811134674764,1,-15.637449794230289,8.042028439684653,14.05987289376267,6.279102263016119,2.955430389792654,-23.07792459365723,-8.29820413448671,-22.261449319398025,6.871384015616424,10.005115355280168,-16.12683146423164,-11.99404334264608,19.09564361061007,10.93988392475075,0.7622862226486324,25.04939959606883,-22.628838047892103,-6.364140754893638
6.9126642262738685,0,-11.707505515760877,7.8831277857843345,15.26024412774101,5.167647539806122,5.741674436443789,-23.98506932629492,-7.929504093250154,-27.075647686790223,7.537975481954698,8.437885888693037,-18.873327160736167,-13.270505603301562,20.14684838453163,10.79230818106627,2.235867910272123,26.811103554918326,-18.273981409846215,-9.041508555136076
