a,b,e,c,k,f,d,g,h,i,j,n,l,m,o,p,q,r,s
5.981305863327369,3,4.8438185801717974,7.940372922900691,8.86319998282928,-4.979177251904263,-3.73375988088453,33.14267052745526,11.280852996981276,-38.999917349886886,14.733936502467888,-40.20673728986456,-53.92734193582557,-29.07680996448866,13.283331378361945,-47.68814992615751,-29.83819369377479,24.78009727813313,-18.078392522532994
7.794968706678334,0,7.876778249851876,7.89752101865835,16.958355642824984,-9.084103167333485,-1.8376533381790396,40.42213603982254,5.96738091679462,-38.95832953341715,27.128011082038956,-44.912847895240404,-68.65046789258592,-41.224309520013456,14.647625573461962,-49.80624658094116,-25.27312115328857,18.073886927078412,-21.6041438216018
6.621836111003072,0,7.597373867839281,7.578870650464773,17.17649610745455,-8.282347445514773,-1.8338417353153567,37.95168647665372,7.2969020390586525,-38.470162139478845,25.864444247917188,-45.84917636569479,-63.38527551875511,-38.669907020550625,11.567143432748107,-50.45683472853048,-29.075430346691792,20.720252296852458,-22.438329977417006
7.042238941434706,3,5.8005254758869365,9.261995050644598,14.677789080388598,-8.735326470978539,-4.620043029196568,43.91495517569263,17.19777076284424,-47.265256979242196,23.02138694944204,-48.05925998825131,-65.01533649271934,-32.31899118321748,17.11173575227649,-47.51039489351903,-28.20571686867346,24.448845070925955,-18.941408310766224
6.47429339145422,2,5.697988056353865,9.50692879940949,16.258863806122722,-11.141544427183158,-0.384239112364563,42.86528381831947,19.41198709731592,-43.09055381555585,23.779956070715258,-46.19514630437704,-63.552352738192575,-39.935357542057226,15.006265578435857,-54.54487463990509,-27.839442941862114,23.667179845456094,-22.841354664032927
7.136699618758846,3,6.67540897322395,8.013370001530962,14.00472359156569,-6.946805333489764,-2.34107051466857,36.64453600689406,10.146058795403603,-42.018455203475014,23.583726646800816,-41.82075815495645,-63.31432549170614,-33.75129751534337,15.972444119541398,-51.14508275796394,-29.51947370270596,23.04158042467608,-20.267978236956832
6.373872022489768,0,7.081868541928625,5.803630866769778,13.550180747075661,-6.2492358139890705,-1.2666505785151263,27.96291643153387,1.4465916448728162,-24.695240344210667,22.24630870815282,-35.14214538293748,-61.852348392314674,-36.6507542505192,12.258682407191468,-46.15710434186826,-22.357878393233012,20.108911844279845,-22.748688402536864
7.137373373268425,0,7.453555471685575,5.646101945003935,15.969448306912707,-6.200081306672606,-0.9144770455496062,29.77386566217224,2.6154952189368323,-29.990830378569065,25.878755700850867,-36.87377009554963,-60.68791930377603,-39.39272446825883,12.217179648578554,-47.52023041339256,-23.66410811589497,19.43360546309907,-25.482339184845337
7.13592990257247,4,7.681750078262548,7.978942284833546,17.577387821409445,-6.824190377840954,-1.6270300509890532,39.22132457447177,10.926488829868534,-41.842520900242185,25.698021353882076,-40.87287597879416,-65.35050635692376,-35.31090956470101,18.233139583391964,-54.146236980847675,-27.355504086248484,25.410116033848283,-21.735272040622565
7.121446685489186,4,6.82087679246181,9.241460367622107,14.04555269790655,-7.496630032406557,-1.4185428013982315,43.546840521137945,15.175832786659768,-43.63029569656289,23.84633076300051,-42.42408025782702,-64.85141878658135,-34.79360991851083,16.931950303946657,-54.44056276951598,-25.095599276684908,24.314179523899345,-21.350522766964662
7.579163430713036,1,8.18961270955986,5.73431188930806,12.994656971273931,-6.912162590669817,-2.510156566634106,34.326006214401914,-0.5628705582242288,-25.760800859087535,27.46412808023982,-33.13302005821055,-66.49018423021626,-35.08966454802398,13.405801329791993,-44.14499870369606,-14.844780320837332,17.55746582809339,-21.428789975818773
7.522699964744991,0,9.45325957846712,6.439765125945579,19.21426865145011,-6.3677303034857875,-3.760273565885246,30.326685605581538,-1.2498993835680339,-26.067433726896066,25.96353291972895,-33.515416242215764,-68.24103629796015,-38.10030766029127,12.94095914768108,-41.024001969975764,-15.686780192327376,18.464656500423917,-18.654396309245897
7.357267307657686,1,7.450184962328328,6.4205708115540165,14.53910188489396,-5.844652870871976,-2.098108784663136,31.08231049864121,3.3926580906304964,-31.08449075092902,23.7665066776661,-38.294804276508984,-63.35343483820873,-37.637174552602715,13.837919529463953,-45.82909728036204,-21.98041649812631,20.193129245880304,-21.169540995799036
6.465734345724205,2,4.679028184076802,7.8726946016174555,13.292622749660811,-7.906808154115625,-2.706242635335011,37.541993107734626,14.695071643087223,-43.20539091754124,18.634610106561638,-46.58010375347953,-60.48400603097409,-33.57185288770153,14.392441717419835,-49.25493924861963,-30.32000014335702,25.357748179199252,-20.836616833129803
7.043966435552589,1,6.52393912316966,7.843208035353063,15.40375289953327,-7.5699787074065945,-3.0337333728750124,37.236384434228036,8.31968160866234,-38.875111305396075,22.1075820553341,-46.91969399184071,-62.908354989344176,-36.58564288052883,15.893975311052236,-47.553080346200545,-30.625844658781688,20.43618478315825,-20.741937561675268
7.194148504246222,3,7.065122609540568,7.261670155801494,16.118590552191524,-5.428427213024316,-2.3760827706309304,37.02907817498174,7.2610733650603585,-36.578479245301565,21.54427260073675,-38.30232029894618,-63.10304826440656,-34.063547869010584,15.887401649925065,-48.98749588308954,-24.839699046861213,22.48052356028994,-20.535157581917854
6.532603240861552,2,3.181837100930677,6.72642478043394,9.658987289881578,-4.627133035498659,-2.1669569428142297,31.528127631975053,11.177660217961892,-37.59590924452856,15.285907843376894,-42.95549826585872,-50.689741348974145,-30.20652225393082,14.628838703429292,-49.47671549158012,-33.45301871351815,24.930645133066147,-21.54077572065541
7.588056403422796,4,8.312747689264395,9.335014473051151,19.86819815330097,-6.405858388313954,-1.4129351500644085,42.34831906659382,11.90469454177318,-41.809524350479855,23.995793609185103,-41.05446534749934,-66.44454711025526,-36.01013478811235,16.367545558526746,-53.14258908390095,-22.627660045093688,24.179555080984272,-22.57946221704781
6.4338178409525995,4,3.9351738224157797,8.033222299080242,11.452767545115279,-7.227429258746342,-4.617310557926964,39.624702165765974,17.431012334161114,-45.00082149095482,19.88110231834666,-45.20636353865899,-58.8482362167855,-28.7204705727316,17.69323707294101,-48.0942210101751,-28.30912203760673,25.8640466132152,-19.9616866912719
6.664390839740181,1,6.839443481804475,7.006406702131078,13.430318386090535,-8.1484785626552,-3.6062414170957955,35.758388126539295,7.626303939246721,-40.93558874636022,23.842616714847136,-46.90368655424761,-63.652366718543725,-33.86771143199474,12.966612502867603,-47.603440049019966,-29.500998292533612,20.83178493886655,-18.956358040465677
7.574056922114853,4,5.52907952051097,9.07277869427149,11.861635002342272,-7.485833078229313,-2.9503991305486057,43.187545340642394,16.917764824583987,-43.86869875078139,21.879162055416323,-43.203993132211735,-64.69164764692849,-32.898818696074976,16.838898846594436,-51.98807271657845,-24.337490267538538,22.80776820930393,-20.76923307672287
7.339588692781868,3,8.01386542066911,8.211535488502658,17.445115804820457,-5.699847945668454,-2.7021214504899107,39.07225856295064,3.832101910329884,-30.09972237650668,24.301391962631254,-33.63035258441286,-62.924579989575825,-34.53286904241654,14.8491729116565,-48.50821088674677,-17.65057520814242,21.768500600404465,-19.37562831287029
7.198383062714068,2,6.94031164944732,6.638502976734204,14.451753235835415,-4.462703423326376,-1.7673699862935541,32.12941550992145,2.325624684795283,-25.543751005980614,20.099688633663707,-33.507796788060226,-59.67309884425638,-36.320938132035074,14.238259932750193,-46.88366739856034,-19.622611539661158,20.72770333953256,-21.970905300863414
6.724601704996142,1,4.340177026417049,7.46902112370991,11.813118375230099,-8.97954902758157,-3.902600586974091,38.08996502570433,13.685651480939445,-45.02892610020388,20.656314419721728,-50.250123843332304,-59.71271611713087,-33.68733746282993,14.384476907002538,-47.28673140883569,-32.71363293269945,23.219138893714554,-20.303542610400157
7.220663532266488,3,7.228626722327598,8.247857314833063,17.798752334623305,-7.358916075270625,-3.2518493478768584,40.67481438331824,10.812954658009495,-43.32787485364314,25.184881904704216,-46.06526658452579,-65.93361320552907,-32.528335331784426,17.069293089526504,-50.97080221361013,-27.40976610955576,24.357415298473985,-20.540319266559433
6.762576205777095,3,5.572637926424889,7.987320799349272,13.550389515237756,-6.280799445214587,-2.991881596206318,35.73850337143369,11.638626144541806,-42.2571110076531,20.455857088745965,-46.98629707126362,-61.05398659108001,-30.748046824723183,14.883791245998728,-51.26696891949303,-28.03824781746601,24.204773539978152,-21.02135173650355
7.293445979181657,2,5.976180014873595,7.219234667288511,12.458207029519137,-5.848089351890639,-2.8296326648387007,35.71492264205575,9.1808397514868,-40.93125804979543,21.839114672303285,-43.93195578039332,-59.31453418322278,-35.68528109355349,15.126316784380778,-46.397013959556276,-29.617472958793755,23.402614354948668,-21.96999855934172
6.540719380904339,1,5.056383598323188,6.6597166013953775,12.089060433751893,-7.495702876350751,-2.168827856231298,33.713351819924654,11.351125127303968,-41.92644402212111,20.177708318245276,-45.87177519318441,-60.57501563236825,-33.33431757401382,13.205375090595062,-48.83766313091293,-35.62465359685378,23.660008693048564,-22.23223059747869
7.05622108890715,1,7.987361183324759,7.860706045881157,18.890539976646476,-7.696891966771431,-3.5396245678279286,37.15598272682555,6.612141656337052,-36.52505204591383,23.884046748934495,-45.643585498560356,-66.13025342594318,-36.40819521887691,13.717546169201226,-46.500744542637705,-28.17051204671595,21.40716371682883,-20.461801523060842
6.828233043625895,1,4.870986095989534,8.096425595789059,12.248962532123405,-9.141060012825424,-1.612974657945475,38.269772934116986,14.536600807764563,-43.630816358103594,22.720261736483515,-47.64534910127956,-60.71214777973834,-36.27814960173677,14.620138930602636,-49.78654105029456,-30.609430347502602,21.482143584425245,-23.861499658128707
7.283296428930296,2,9.828353884928195,9.257432685841662,22.67984593023484,-8.615524237165006,-4.057777487389231,41.577816339376334,7.484476579909541,-40.76570414046223,29.715932718446123,-46.33017591960879,-70.49823535183722,-36.66566542249793,14.588320493281255,-46.95908223626996,-23.943406603113996,20.496986215695852,-20.55944497753646
6.997413089047273,4,5.976503853655084,9.346000327487165,14.498474660195821,-8.11185611276915,-3.245545744230977,43.993118851751184,18.03898956245505,-43.57091020686264,21.648317948590115,-43.324860086716996,-64.09176212796007,-34.44512211480675,16.929732150438923,-50.56892397546061,-24.265980793710902,25.61868485310018,-20.085647536211713
6.838121561084441,2,5.249403970052377,7.226428705141762,11.997447336239802,-6.390439097115739,-2.0156396317266756,35.86377220659784,8.986236646640112,-39.40344426429226,20.1741410111515,-42.61193027322558,-57.649114882915924,-34.35610074864737,16.44761563109625,-49.28352041806606,-29.186968212965432,24.785022935114743,-23.498998237546548
6.348699844960868,0,5.53726539823199,6.823322642354964,12.57664928654196,-9.553037766919187,-1.317051056564175,37.57318942309202,13.114171307512548,-44.35217088617666,22.84123861436947,-50.94743902540794,-63.630185518006705,-38.77810646784104,13.885765324503652,-52.07031518638265,-36.368000082964286,21.132039031239877,-24.4687366097313
6.905854394406915,1,7.09119348182019,7.074986222639064,15.013670156747176,-7.100149955905166,-0.9469990314187235,33.32373331975374,7.224842908286034,-34.4010967836294,24.99230226359178,-41.61753691798557,-61.60453524236418,-39.057103190990595,10.84596051124256,-50.800495351871874,-26.87359350857396,22.222896045511842,-22.59474753685718
6.722586183725599,4,6.17948256853358,8.233890677831486,13.932870179819528,-5.583609825372422,-2.029843200255621,38.16726909955056,13.262317047528558,-40.85226697515647,20.686568688126023,-40.56410570640978,-61.52862258362827,-33.027826817155486,17.636101324015193,-54.03249009993292,-26.338278881723003,24.88834195007199,-20.384113350642146
6.887797078584293,3,7.014574158205646,7.151602992563462,16.17480265473047,-4.991428498923172,-3.3017798778602545,33.524878163673236,6.099769140846311,-34.34557929161718,22.246980987061118,-36.44932173750244,-59.64921591291943,-33.291325370995466,15.80920897633264,-47.040743329238836,-22.961835709554663,23.11293285524895,-20.064794451142703
6.729698651742091,0,5.782393654251288,7.096316054916228,12.134213656935582,-9.340968859786246,-1.9559559067804895,37.14538933190743,10.841028172638383,-44.42579669288767,21.739068688670457,-51.21475633354786,-62.59713214115696,-38.88337832802063,12.514370254066552,-49.18908962739772,-33.43749015521212,20.698122166661538,-22.52335609324387
7.541864963728619,4,7.941751886005565,9.168450105671209,18.05795705355152,-8.086893333098613,-3.7315678852324776,45.49544238968985,14.044034435810921,-47.05623341551521,25.197310319696953,-44.619018918964215,-68.89724409732771,-34.60017548481362,17.59772525992961,-50.87073944657731,-23.770769265854046,23.669873616249777,-17.978512692636176
7.940248268520042,1,8.86414504276787,7.908671821161958,21.390830720203382,-7.47529391321763,-2.797351037074556,38.13481593810579,3.8849479358054295,-36.31051650627979,28.71101404936861,-39.59956275139303,-68.13501907868846,-39.299355621261874,15.972791044640472,-47.43516240401538,-17.959246986448235,19.27554515976722,-21.671411697256808
7.6059454921200444,4,6.9335893194591804,7.631388738529338,15.416023730340475,-4.9946033732498085,-4.291442222730721,37.589200780174565,6.953979555881152,-37.03019598848692,23.66468310624806,-39.279800930108536,-62.56153040786568,-30.73787581987117,16.28939897114949,-46.84683091339995,-19.302913911707915,24.094803720934234,-18.910761135090546
7.849234428606781,0,8.895744417934326,7.330115194883858,18.374319755562933,-8.575815407427733,-2.169971702472355,36.8169848885301,3.723313387120386,-34.70264829699855,28.833662919579123,-41.8486573391707,-69.254239145611,-42.267097814375276,13.356463449668619,-46.06822708479763,-22.418812365781157,18.761618388552673,-22.85234489559623
7.43087616945113,0,7.8683075800723845,7.468096190518742,15.537213168221042,-10.012492666101977,-2.0802849962388175,40.14240932907774,7.9299563495930085,-43.16903002266508,26.94168810616555,-49.84303949422886,-71.454678838013,-39.45118870777773,11.928070866945097,-49.41000724076625,-30.58604875607973,19.532572847008442,-20.1905114198008
6.542042156038666,3,4.070963358083233,9.133224723072903,11.693186558386996,-8.150758366603457,-2.8685822046537517,42.85962009558609,19.8456031057986,-42.91858825740667,20.140740844010256,-46.20318838837427,-58.190055040365046,-32.853858495172744,16.58960129977984,-51.63077194856907,-26.690089416768597,24.640763155256888,-21.290035195540423
7.063989557146248,2,5.805752305482307,7.25938419175972,12.472832080805087,-7.289986088840871,-2.236880097702365,37.18653201396124,10.48940554902957,-43.13256921005138,22.548165989296898,-45.26155991467053,-62.76580098666439,-32.98585078844411,15.056860538437068,-51.17541481375309,-31.235688623880268,22.997572653662566,-20.82544592876858
6.979293742738118,4,6.165566023484154,8.631847643981914,15.076144090964062,-6.625720552293338,-2.6848624000978134,39.871539495323624,13.364730856328968,-42.66762046843704,22.16177187624049,-42.50397377671675,-61.96882691873466,-29.278336883082343,16.661494502905732,-50.99744422635983,-24.9699669110484,24.281202114786904,-21.274749101390476
7.044932328749826,2,6.576342051880773,7.797173745712488,14.127808096972668,-6.411492321683968,-3.212336342697532,37.37523986320698,7.5543625900286235,-38.63015198023706,22.560525834831964,-42.50030615655275,-63.02525717729718,-34.882606694363545,14.544139290591557,-45.43421160863834,-26.309435994248265,24.394010940120634,-20.57247120816567
7.0306886192923805,2,5.631920158891371,7.890376034663848,13.775139146321665,-7.5751923728392185,-3.070361627005788,37.916322367259475,12.590654445690163,-42.175643021939656,21.633024035425404,-44.895536340408555,-63.56872513961402,-35.37999948930585,15.175489210011646,-50.42492886388837,-28.133460127716123,22.80880159197978,-21.47344644077892
7.111480565747402,3,6.5168188911801606,7.188198575628897,14.436149682000654,-4.521278556320253,-1.9522682732001835,35.061834693819506,3.92530180990031,-28.040047894454286,20.057796137270792,-31.52700789000786,-59.74494306401518,-33.39029185571929,16.27427486060791,-48.32807509295697,-17.76042699913351,21.753244361886978,-22.31390152022593
7.649361333280928,2,8.438019809563357,7.680821882104186,18.569845334894424,-4.448177998601118,-2.8011708035155145,32.12482285146712,-0.6112784376988187,-24.422024166079126,24.458027218289292,-30.051463240028138,-62.582992691666256,-38.015926994885604,16.36648913876207,-43.67984409776974,-9.548372669001044,20.39561382576712,-21.04215723053411
6.828220242328237,4,4.35141089229317,8.860836369514779,10.95717620264161,-8.423990814336413,-2.6331190820929873,43.61883337294021,20.328369846994516,-44.83665396625648,20.41486850587037,-42.834231227486455,-60.764657864611834,-31.009799296382994,16.461800919370337,-54.04228151384619,-24.875138593545685,25.454511655680214,-22.480378020204057
7.642944659558358,0,8.721927835925356,7.994859419860955,19.235458637409565,-10.610030787961367,-1.8654445341581294,38.910471199992806,5.799091602125252,-38.35569007539453,29.700889723263764,-47.47498827581433,-73.21539000829365,-43.058611536174304,12.03264083906735,-49.49738539028468,-26.14378168661608,19.21904116531964,-23.43649386930427
7.409254062951809,3,6.681377274460387,7.489275788396211,13.407912497824551,-8.395907701073726,-1.8211273089826991,41.332526880074425,13.006403688611647,-45.922469370599295,24.30036824448236,-45.011994809588664,-66.78597475355252,-34.039723653068236,14.633450204895437,-53.05988278925676,-27.77610835510546,24.246842490562162,-20.137548702588283
6.830390959644161,0,7.1650863042477635,6.181831090982475,15.644885966554943,-7.365376545392552,-2.095700395854919,31.336512785395897,4.482856234219829,-33.537119020905884,23.976506079498552,-41.21186399535619,-63.28431693745345,-37.26649894924409,13.732227347779267,-45.427191467415895,-27.17670130002424,19.4485648035578,-21.769663813270057
7.589661901135621,2,7.3477031257465,6.489419607646336,16.105594868776535,-5.895360163206537,-2.025802631041567,35.03235169317441,6.169676867188171,-35.31497190088055,23.979756079770183,-37.56189913558662,-64.5877778690618,-34.74734221737252,15.867349655463533,-47.34697543617252,-24.584369305626744,20.35564175751343,-22.249055066361304
6.3285203638482574,2,5.735658885157941,7.458880336679401,13.141391976195397,-7.018733535662093,-3.2701843589939648,37.34727697488491,12.648931595312481,-42.995833242686366,20.374998085306775,-46.63679472176387,-61.60147936595945,-33.865297733213794,13.534279496945391,-47.71627034742423,-30.26513577465784,26.795535705058345,-19.541636031819866
7.762576979828699,2,8.846010634952256,7.629615217687604,18.80808361440596,-7.798743330661084,-2.3941149791081395,39.66871264248713,6.212736298876498,-37.71892239135683,28.044562636177478,-41.5406300184165,-67.89548557264156,-38.065099475879,14.971163894457895,-48.68503776631291,-21.392038689445048,20.70309327692424,-20.826514626022814
6.401951344585549,3,2.618028170662423,9.212789320528499,9.987477447772958,-8.542085098377822,-2.6669217513579575,43.77231972166913,23.2951547116516,-43.248974902988174,16.37495448213164,-46.915657206324354,-58.28506826129213,-32.616178156599524,14.968567256796272,-50.67623176216453,-26.663225524390157,25.080893646251493,-19.864708754731225
7.495687961417161,4,7.135246538101991,8.461153667800792,16.206716861227502,-6.088236438000409,-4.088862449901458,40.34206645726287,10.098031283179115,-42.66588548246962,22.3310592242341,-42.12687650172341,-65.43420119894948,-34.245737631177356,17.54449816920143,-49.884557799537006,-24.793013927838185,25.97556190897091,-20.534495912881752
6.71606214735732,0,5.200708790042727,9.061765154208729,15.195801157000282,-12.685502428846824,-3.386969204361991,41.06023943724237,16.899108121640964,-47.19005865926616,21.949307543755083,-53.444219247117516,-62.325676268090405,-38.730398559625364,12.439328050747363,-47.35941264507338,-31.027251918502216,20.157676982120982,-21.48271898068532
7.482089190584627,1,5.327357612704838,7.433445429690685,12.259196635764042,-8.71861123071749,-3.413451395839421,37.930736653655956,12.068449627182918,-47.162083992776715,22.684777826085426,-49.39341782680838,-62.6584549755243,-36.364000823826274,14.808562957308625,-47.251240586588295,-30.89168302052955,20.94283436506108,-20.059879860992815
7.525820603387218,3,8.812676673474293,8.295387640583638,18.372691133153225,-5.745456346057402,-3.9335469793465716,37.386213160701196,5.3095886724253285,-35.10609086872746,25.494737331550073,-36.92341680523277,-66.81502153361137,-35.67945547252815,15.94066369152946,-45.22432055821321,-18.17284700094331,22.820632967115433,-19.715154837439645
6.864551040061095,0,7.550261081653595,6.6881661011647155,12.89431363271007,-6.781537831372207,-1.133375299542641,31.647352931878203,2.843442535115574,-28.608988148598705,24.80638754929591,-37.56262178810239,-63.12521677119697,-39.05828926998457,12.23064869167469,-46.6607968235691,-22.05661929704337,19.842198582949536,-22.628566735042945
6.6858651997595215,0,5.0483957684874765,5.735687339191374,12.041850801085833,-8.093039845171491,-2.371529527445693,31.873738454320957,10.28244364582794,-44.5787640297556,20.799093292055737,-49.76157236072343,-60.46076308892158,-34.75183772111972,11.838227248204674,-48.782315338032035,-35.939016084612106,22.753123431731083,-21.864824690462417
6.064069650361004,3,3.828461615299391,7.641591863542167,8.775216396763643,-8.362769004894407,-1.009394439824963,40.754922392000495,20.235833358427833,-41.5882179801119,17.262561698925683,-42.63945014511765,-57.185036850687474,-32.795099410718365,14.834242463502695,-54.26093222289762,-30.00549838537612,25.761339921898173,-21.057053042038323
6.336836968216784,1,4.678074077884247,6.91351782917076,9.600357096325682,-5.756603801725779,-3.2570503990917343,34.18218558468205,7.563943260086427,-34.41667257175594,17.073694226699008,-40.96667793079687,-55.14401774915637,-33.15143651856672,11.900657956076694,-45.81069958932081,-29.522757397396386,23.636360351192614,-18.755362585605102
6.892868015874725,4,7.345878193956904,8.716513629006261,17.571360583164,-5.397206221821243,-2.30658901493962,38.887005717632306,8.83045658854986,-38.814403901338764,21.077375429389438,-38.00999293981673,-59.82477105561237,-34.24737954284761,16.482354529558233,-49.352640755028226,-23.864360921387924,25.41478401366307,-21.628881107639348
6.402411343500684,1,7.155431928018724,7.558107863960707,14.79401322351633,-8.975211733166736,-1.726955158408579,39.02069137394962,10.442032754928498,-44.265818836639475,25.160837556347992,-49.907730428565614,-67.8345345993502,-35.819146369949145,14.746500670581476,-51.76743189690357,-34.578079981453314,22.66024363614594,-23.01839696890172
6.960009280229058,0,7.926737267894709,7.686040739870505,17.665300984080265,-9.365449731427113,-2.0149493246362677,37.52348230548225,8.225755678549396,-42.66014405284361,27.29944745786136,-49.21377370779904,-67.29182825990075,-38.82154954294302,12.428135317508852,-48.891253338274666,-31.063934214166526,22.217746339139712,-23.032258936633824
6.540408921595078,4,4.0540266671724146,7.083407163913044,9.961785756579687,-4.087025986593031,-2.9455484737972304,34.48451210190444,10.482671503305836,-39.1680680313593,16.932230069612405,-38.49285517083585,-53.39082925620168,-29.426879956614286,16.855446748412128,-46.931465487789644,-27.932154816139178,25.640607383132885,-19.821874859764566
6.381813047157877,1,4.646871279425748,7.382022941342682,10.838418020927014,-6.82080086281489,-0.9574190613470586,32.79746015605868,11.780769175497547,-40.34571291903835,19.398798019861324,-46.07043716877559,-56.58640168462517,-34.58047875537384,13.252492408957297,-50.65435196027502,-33.898591482593915,23.46545917770698,-22.714690589647617
7.542247455788117,2,8.604594335890408,8.938248676770138,19.0803238575096,-8.7336361333055,-2.2684043249067263,41.1632218763592,8.767189748722513,-42.8987294719375,30.030624060416923,-46.47435754496853,-70.77484794571873,-39.876871464349165,14.873842796949562,-51.58302924457328,-23.441030067505146,22.845363436280053,-19.679225418445597
7.015920073232699,0,5.8021506988221265,6.278354957100804,13.033691288414957,-5.285080547296905,-1.6959902921043963,29.382572917393983,2.2193263670413788,-26.239143402285215,19.159661956477187,-36.36292238916477,-57.2716507294893,-36.10874708634607,13.808723740627446,-44.23493411188716,-22.41732542369172,17.594734502911653,-23.616045988111832
7.6070045493094,3,7.417089374934728,6.746265609788749,12.393703754491924,-3.597815377249057,-1.1083728859698225,32.935783432090155,3.9868251438986504,-26.731078464856232,20.70005392031537,-31.03242016928603,-60.63730121145673,-36.08466521360895,14.99905150031724,-46.202316217281776,-18.28439825068717,21.00937709694129,-21.517056970322354
7.269655747196055,3,6.858055436984854,6.385153407608462,13.229613028349549,-4.76293517407878,-3.315742608596408,32.8376756082196,5.2977816695187965,-34.08443993280251,21.75068203636765,-38.74866930368367,-60.41865649787934,-30.873305327031538,15.433348795808655,-47.37284199227693,-21.701194230552137,22.512513880168868,-19.29337908122391
7.089722686048405,2,7.221973859636032,5.855091373002486,14.799435845989947,-3.238990209668911,-2.7722187125979207,27.678253014712,-0.09825361153662804,-20.262275777895756,22.79736783030129,-28.561340093670864,-59.400934531194565,-31.112755999601546,15.944784555502872,-43.243541142751376,-14.83854252599298,20.76401131854718,-20.62044882977262
6.885412899532752,0,6.057508758124459,5.807499184394029,13.339004754965648,-5.280958465273873,-1.4431879302841701,29.18979615972248,3.16556977144742,-26.594357013520632,19.6218525462621,-37.72859832563835,-56.25735524297112,-37.37075345334004,11.347857805282992,-46.56598453078681,-24.258808864766912,21.034557494824075,-20.777110897968562
7.456853334944784,0,6.474142106094354,6.431543007682761,14.656051689207144,-6.735761210038893,-1.3315782481524705,32.85755939546256,3.4047458609149475,-32.550619969789665,23.838081200819126,-39.285223046375975,-60.568622582914664,-38.75855736241599,13.193370784362509,-47.15370926493407,-20.95619172032944,19.115585167096697,-23.90422197934342
7.199418690955964,3,6.721847820860056,6.4777835395931325,15.654629440158475,-4.401962875852091,-1.1652703292406492,33.24565549799266,4.535076785771552,-29.063341553239866,20.436200134346294,-33.56172533828917,-61.13907157098691,-34.00556835570985,17.639618962912635,-48.6179057699686,-19.99375831705062,24.53833092565977,-22.825909328949056
