dataset_dir,algorithm,use_prior,pattern,num_nodes,num_edges,num_samples,seed,equation_type,var_type_tag,shd,normalized_shd,f1_score,precision,recall,pred_edge_count,execution_time,preprocessing_time,postprocessing_time
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.021358489990234375,0.0010042190551757812,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradFCIMax,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.020333051681518555,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.014516353607177734,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradBossFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.025788545608520508,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradGraspFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.011433839797973633,0.0010004043579101562,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_normal_500_0042,TetradSpFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.06710267066955566,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradRFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.010822772979736328,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFGES,False,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.039656877517700195,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradGFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.029755115509033203,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradCPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01675701141357422,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradCFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.018449068069458008,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.013911724090576172,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFCIMax,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.010413646697998047,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.010912179946899414,0.0005064010620117188,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradBossFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.015492439270019531,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradGraspFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.009083032608032227,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradSpFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.014232158660888672,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradRFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.014239311218261719,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFGES,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.0295712947845459,0.0,0.001007080078125
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradGFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.02310037612915039,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradCPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.019127607345581055,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradCFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.013941287994384766,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.012112617492675781,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradFCIMax,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.008408784866333008,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.01083517074584961,0.0009949207305908203,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradBossFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.01917099952697754,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradGraspFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.01763916015625,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_uniform_500_0042,TetradSpFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.017534255981445312,0.0,0.0009832382202148438
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradRFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.010861873626708984,0.004545927047729492,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFGES,False,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.026868820190429688,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradGFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.029744386672973633,0.0,0.0005214214324951172
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradCPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.014966726303100586,0.000978708267211914,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradCFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01235818862915039,0.0,0.003362417221069336
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01807260513305664,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFCIMax,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.017609834671020508,0.0009965896606445312,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.006903171539306641,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradBossFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.012788534164428711,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradGraspFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.014442920684814453,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradSpFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.015594005584716797,0.0007572174072265625,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradRFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.011236190795898438,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFGES,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.06576848030090332,0.0035600662231445312,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradGFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.021907567977905273,0.0009610652923583984,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradCPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.01522207260131836,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradCFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.014505624771118164,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.015021085739135742,0.0009665489196777344,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradFCIMax,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.014083385467529297,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.013199090957641602,0.0010082721710205078,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradBossFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.01567387580871582,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradGraspFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.015445470809936523,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_exponential_500_0042,TetradSpFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.01722431182861328,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradRFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01611042022705078,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFGES,False,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.02651381492614746,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradGFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.020564556121826172,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradCPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.012267351150512695,0.000993490219116211,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradCFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01137089729309082,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.006888628005981445,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFCIMax,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.012424230575561523,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.007577419281005859,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradBossFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.008998632431030273,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradGraspFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.012123823165893555,0.0009989738464355469,0.0009951591491699219
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradSpFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.016148090362548828,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradRFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.019263029098510742,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFGES,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.020415544509887695,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradGFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.020269393920898438,0.0010149478912353516,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradCPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.013740301132202148,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradCFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.015599727630615234,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.017969369888305664,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradFCIMax,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.012567520141601562,0.0010344982147216797,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.012810945510864258,0.0009958744049072266,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradBossFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.016686677932739258,0.0009694099426269531,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradGraspFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.015796899795532227,0.000997304916381836,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_normal_beta_500_0042,TetradSpFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.018389463424682617,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradRFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.020996570587158203,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFGES,False,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.03144550323486328,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradGFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.0199124813079834,0.000982522964477539,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradCPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.054433345794677734,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradCFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.00474858283996582,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.013787508010864258,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFCIMax,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01677107810974121,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.01943230628967285,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradBossFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.017678499221801758,0.0010116100311279297,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradGraspFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.02289605140686035,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradSpFCI,False,chain,5,4,500,42,linear,mixed,4,0.84,0.0,0.0,0.0,0,0.023927927017211914,0.0009903907775878906,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradRFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.022708654403686523,0.0009982585906982422,0.0005927085876464844
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFGES,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.029754161834716797,0.0005576610565185547,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradGFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.02347588539123535,0.0005793571472167969,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradCPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.012846231460571289,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradCFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.013756990432739258,0.0058536529541015625,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFCI,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.014508962631225586,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradFCIMax,True,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.011486530303955078,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradPC,True,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.013249635696411133,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradBossFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.016714096069335938,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradGraspFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.01616835594177246,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_normal_500_0042,TetradSpFCI,True,chain,5,4,500,42,linear,mixed,1,0.96,0.8571428571428571,1.0,0.75,3,0.014443397521972656,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradRFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.016273021697998047,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradFGES,False,chain,5,4,500,42,linear,mixed,0,1.0,1.0,1.0,1.0,4,0.021169185638427734,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradGFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.0195310115814209,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradCPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.0132293701171875,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradCFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.013009786605834961,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradFCI,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.012746810913085938,0.0,0.0
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradFCIMax,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.011236190795898438,0.0009999275207519531,0.0010488033294677734
csuite_grid_datasets_phase3/csuite_chain_5n_p3_linear_mixed_uniform_uniform_500_0042,TetradPC,False,chain,5,4,500,42,linear,mixed,0,1.0,0.6666666666666666,0.5,1.0,8,0.007353305816650391,0.0,0.0
