dataset_dir,algorithm,use_prior,pattern,num_nodes,num_edges,num_samples,seed,equation_type,var_type_tag,shd,normalized_shd,f1_score,precision,recall,pred_edge_count,execution_time,preprocessing_time,postprocessing_time
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradGFCI,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.017866134643554688,0.00012230873107910156,0.00010895729064941406
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradCPC,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.014803647994995117,0.00012373924255371094,8.0108642578125e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradCFCI,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.06884384155273438,0.00012230873107910156,0.00011229515075683594
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradFCI,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.01246023178100586,0.0001251697540283203,6.723403930664062e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradFCIMax,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.012322187423706055,0.00012230873107910156,7.367134094238281e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradPC,True,chain,2,1,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.012174129486083984,0.00012421607971191406,5.8650970458984375e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradBossFCI,True,chain,2,1,1000,42,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.017989158630371094,0.00012087821960449219,0.00010061264038085938
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradGraspFCI,True,chain,2,1,1000,42,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.013160228729248047,0.00012540817260742188,8.130073547363281e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0042,TetradSpFCI,True,chain,2,1,1000,42,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.01364755630493164,0.00012373924255371094,7.82012939453125e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradRFCI,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011525154113769531,0.0001220703125,6.175041198730469e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFGES,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.015067815780639648,0.00012063980102539062,6.341934204101562e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradGFCI,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.014831304550170898,0.0001232624053955078,6.842613220214844e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradCPC,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011937141418457031,0.00012159347534179688,7.2479248046875e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradCFCI,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.012153148651123047,0.0001227855682373047,6.4849853515625e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFCI,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011737585067749023,0.0001220703125,7.367134094238281e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFCIMax,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011142730712890625,0.00012135505676269531,5.1021575927734375e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradPC,False,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.015696048736572266,0.00020551681518554688,0.00010180473327636719
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradBossFCI,False,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.013429403305053711,0.00012373924255371094,6.937980651855469e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradGraspFCI,False,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.012591838836669922,0.00012540817260742188,6.198883056640625e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradSpFCI,False,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.01183629035949707,0.0001220703125,5.8650970458984375e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradRFCI,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.012570381164550781,0.0001499652862548828,6.4849853515625e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFGES,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.014711618423461914,0.0001380443572998047,5.984306335449219e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradGFCI,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.014277935028076172,0.00011944770812988281,8.225440979003906e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradCPC,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.012001752853393555,0.00012063980102539062,7.152557373046875e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradCFCI,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.012471437454223633,0.00012445449829101562,6.079673767089844e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFCI,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011293649673461914,0.00011920928955078125,5.6743621826171875e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradFCIMax,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011423349380493164,0.00011920928955078125,5.4836273193359375e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradPC,True,chain,2,1,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.011049509048461914,0.00011873245239257812,5.1021575927734375e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradBossFCI,True,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.013000965118408203,0.00011801719665527344,6.175041198730469e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradGraspFCI,True,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.01161646842956543,0.00011730194091796875,5.936622619628906e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0043,TetradSpFCI,True,chain,2,1,1000,43,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.011294364929199219,0.000118255615234375,6.151199340820312e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradRFCI,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011215448379516602,0.00014829635620117188,5.507469177246094e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFGES,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.013852119445800781,0.0001308917999267578,5.054473876953125e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradGFCI,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.01477360725402832,0.00012135505676269531,8.177757263183594e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradCPC,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.01143336296081543,0.00012040138244628906,5.936622619628906e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradCFCI,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011188507080078125,0.00012183189392089844,5.030632019042969e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFCI,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011096954345703125,0.00011920928955078125,7.510185241699219e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFCIMax,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.010981321334838867,0.00012230873107910156,5.2928924560546875e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradPC,False,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.010650157928466797,0.00012063980102539062,5.650520324707031e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradBossFCI,False,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.012107372283935547,0.00012135505676269531,5.507469177246094e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradGraspFCI,False,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.011282682418823242,0.00012683868408203125,6.246566772460938e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradSpFCI,False,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.010910749435424805,0.00012755393981933594,5.435943603515625e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradRFCI,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011510372161865234,0.0001366138458251953,7.033348083496094e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFGES,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.10713577270507812,0.00012350082397460938,8.893013000488281e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradGFCI,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.01652050018310547,0.00012969970703125,9.894371032714844e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradCPC,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.011697530746459961,0.00012373924255371094,6.318092346191406e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradCFCI,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.012250185012817383,0.00012135505676269531,9.107589721679688e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFCI,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011114358901977539,0.0001289844512939453,7.510185241699219e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradFCIMax,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,2,0.011413812637329102,0.00011968612670898438,6.580352783203125e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradPC,True,chain,2,1,1000,44,linear,continuous,0.0,1.0,1.0,1.0,1.0,1,0.010785102844238281,0.0001270771026611328,5.221366882324219e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradBossFCI,True,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.012427806854248047,0.00015115737915039062,6.079673767089844e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradGraspFCI,True,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.011215686798095703,0.0001220703125,4.9591064453125e-05
csuite_grid_datasets/csuite_chain_2n_p1_continuous_1000_0044,TetradSpFCI,True,chain,2,1,1000,44,linear,continuous,1.0,0.75,0.0,0.0,0.0,0,0.010981559753417969,0.00011754035949707031,5.173683166503906e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradRFCI,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01630258560180664,0.000133514404296875,6.914138793945312e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFGES,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.0279996395111084,0.00012111663818359375,7.081031799316406e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradGFCI,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.020810842514038086,0.00012230873107910156,0.00010204315185546875
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradCPC,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01658034324645996,0.0001316070556640625,8.463859558105469e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradCFCI,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01676154136657715,0.00012135505676269531,8.535385131835938e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFCI,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.020230531692504883,0.00011992454528808594,7.534027099609375e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFCIMax,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.0161895751953125,0.00012111663818359375,0.00010585784912109375
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradPC,False,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.015218496322631836,0.00012421607971191406,9.131431579589844e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradBossFCI,False,chain,3,2,1000,42,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.017598390579223633,0.00012373924255371094,0.00011181831359863281
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradGraspFCI,False,chain,3,2,1000,42,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.017068862915039062,0.0001239776611328125,8.130073547363281e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradSpFCI,False,chain,3,2,1000,42,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.01637411117553711,0.00012373924255371094,7.009506225585938e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradRFCI,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.016618967056274414,0.00011873245239257812,7.534027099609375e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFGES,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.019434452056884766,0.00012230873107910156,6.771087646484375e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradGFCI,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.020865201950073242,0.00014925003051757812,0.00014591217041015625
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradCPC,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.017898082733154297,0.0001285076141357422,0.00011658668518066406
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradCFCI,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.018131732940673828,0.0001277923583984375,0.00012183189392089844
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFCI,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.018898963928222656,0.0001251697540283203,0.00012540817260742188
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradFCIMax,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01727604866027832,0.00012612342834472656,0.00012493133544921875
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradPC,True,chain,3,2,1000,42,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.016936779022216797,0.000148773193359375,0.00011515617370605469
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradBossFCI,True,chain,3,2,1000,42,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.02067255973815918,0.00013494491577148438,0.00013017654418945312
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradGraspFCI,True,chain,3,2,1000,42,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.01796746253967285,0.0001289844512939453,0.0001163482666015625
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0042,TetradSpFCI,True,chain,3,2,1000,42,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.01728081703186035,0.000125885009765625,0.0003948211669921875
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradRFCI,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.019009828567504883,0.00016379356384277344,0.00012803077697753906
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFGES,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.02413630485534668,0.000255584716796875,7.510185241699219e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradGFCI,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.02271556854248047,0.00013136863708496094,0.000118255615234375
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradCPC,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01963186264038086,0.0001361370086669922,0.00011801719665527344
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradCFCI,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.02006220817565918,0.0001361370086669922,0.0001227855682373047
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFCI,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.018735647201538086,0.00012826919555664062,0.00011372566223144531
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFCIMax,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01853036880493164,0.00013256072998046875,0.00014662742614746094
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradPC,False,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.06592750549316406,0.00012803077697753906,0.00011420249938964844
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradBossFCI,False,chain,3,2,1000,43,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.01973724365234375,0.0002639293670654297,0.00013494491577148438
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradGraspFCI,False,chain,3,2,1000,43,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.019704580307006836,0.00012946128845214844,0.0001342296600341797
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradSpFCI,False,chain,3,2,1000,43,linear,continuous,2.0,0.7777777777777778,0.0,0.0,0.0,0,0.01926875114440918,0.00013113021850585938,0.00013685226440429688
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradRFCI,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.017357587814331055,0.00013184547424316406,0.00013518333435058594
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFGES,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.022619009017944336,0.00026917457580566406,7.534027099609375e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradGFCI,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.022902488708496094,0.0001277923583984375,0.00011682510375976562
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradCPC,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.016907930374145508,0.0001354217529296875,0.00012636184692382812
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradCFCI,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.017510652542114258,0.0001227855682373047,0.00011944770812988281
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFCI,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01687312126159668,0.00012373924255371094,0.00011992454528808594
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradFCIMax,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.01665520668029785,0.00012350082397460938,0.0001201629638671875
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradPC,True,chain,3,2,1000,43,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.015724897384643555,0.00012350082397460938,0.00011157989501953125
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradBossFCI,True,chain,3,2,1000,43,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.018280982971191406,0.00012874603271484375,0.00011849403381347656
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradGraspFCI,True,chain,3,2,1000,43,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.0175628662109375,0.00012373924255371094,0.000118255615234375
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0043,TetradSpFCI,True,chain,3,2,1000,43,linear,continuous,1.0,0.8888888888888888,0.6666666666666666,1.0,0.5,1,0.01671123504638672,0.00012826919555664062,0.00011277198791503906
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradRFCI,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.016041994094848633,0.00012159347534179688,0.00011157989501953125
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradFGES,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,1.0,1.0,1.0,2,0.019247055053710938,0.00012612342834472656,9.679794311523438e-05
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradGFCI,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.019072294235229492,0.00012493133544921875,0.00011944770812988281
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradCPC,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.016373872756958008,0.00012445449829101562,0.00011420249938964844
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradCFCI,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.016500234603881836,0.00012445449829101562,0.00011301040649414062
csuite_grid_datasets/csuite_chain_3n_p1_continuous_1000_0044,TetradFCI,False,chain,3,2,1000,44,linear,continuous,0.0,1.0,0.6666666666666666,0.5,1.0,4,0.015664339065551758,0.0001266002655029297,0.00011801719665527344
