a,b,c,d,f,h,e,g,i,j,m,k,q,n,o,l,r,t,p,s
4,-3.461491286331521,3.2478479370397655,-1.3213974529968948,0.09159442127946671,5.075804816261653,0.011256365775924149,1.6522377873064684,-1.4415853318173855,3.27220504658851,-3.288595519090077,0.5635283564115388,-0.011644250777246956,-3.549211234669005,-0.08535224371745653,1.0147189585983187,-0.6763834313411319,1.0516796710228362,14.585193042504237,6.213726982447277
1,-3.230971117311973,4.554411161602521,-0.7842869558005054,1.5841908315910311,5.005813973172776,-1.922603362291569,3.3589547695640913,0.810507334286982,-1.406998920319046,0.7302493182841562,-4.2709762903861765,4.089069496976267,-0.4752862160266531,0.893058612709513,0.038272086233479996,-4.6098643098134975,4.356520424393013,-0.3428650733419677,3.279820506866562
0,-1.349410247755022,4.454867599606767,-5.10807601492742,0.4755892580551144,6.212450408938239,-2.1333676310610095,1.7443278652607956,-2.514918376506842,-5.303072417850944,-10.210542157525385,-5.614836023601846,1.624028819007391,-45.31295611599678,3.5352734533741748,2.7757169625283145,-2.4682431730684065,-4.264569137048383,-6.217071899130001,6.1112567037806915
2,-3.5555533105749824,3.185096971081785,-3.069324160904716,-0.40752503785533245,4.62250402133959,-1.8313163831518053,2.5373983857614593,-1.7519875174388497,-3.1007641475127175,-3.89786465149112,-2.462594678802597,1.7911555644335915,-4.482159904822312,1.6624524777005796,3.1766539214121217,-2.523583679875684,-4.263841275933492,0.5405256150379766,4.180057522136513
0,-0.8223511566554524,4.346978245043355,-2.027107558517387,1.0471508730369539,5.905784574654967,-1.9314126584173845,0.2787862766053083,-1.1990931906766535,-5.194626132056942,-10.08902145202198,-5.103231284796633,3.404170105398483,-43.98909992323551,2.8879663801247855,2.22584927776854,0.13412872689753064,-3.2997386277838108,-1.6679722522060423,2.4837855464667054
3,-3.2540429572832554,3.1153781040966337,-3.512810284004858,0.5181321094579973,6.190980984110345,-1.160218892824686,2.75019166978735,-1.368602617216344,0.773955790128818,2.5133063873819013,-0.7272410434605762,3.2895530050224506,1.1724762559767314,1.5578594956920464,3.7716707221169683,-2.411579482173641,-5.938952302207072,5.393425080117331,8.506263923431595
1,-2.865449899279087,3.9732465547035067,-2.370537965465202,0.772250947733884,5.078613934161389,0.9308734470946316,2.3650513698003,-1.5638647972213626,-3.347226250282924,-4.687752453264091,-1.6088153826912848,1.7106009354028826,-11.786349147615748,-0.9696474950603224,1.0500123688652474,-2.6241332703534925,3.7473652527682475,-1.1359827890880205,1.2987171841872809
2,-4.022722433659814,2.178376251629607,0.061996387911299244,-0.20496685173998544,4.302176656631562,-3.4516590512790213,1.2315635114895753,-1.5080517057104985,-3.6575920760686547,-4.794888625416329,-3.115141731298806,3.5369620082357374,-9.814148110749207,2.0172206794431924,2.3991784140918155,-3.760161256012934,-2.719917799616272,7.26275584648517,5.475895866050856
0,-3.024462148140283,4.421223589935922,-3.134170214657049,-0.9352638721508384,5.23214242435986,-1.2592234257622446,2.0452212626405513,-2.281764345705015,-6.750683610342834,-14.651803916601374,-5.097953442122612,1.244119810449808,-38.42735038006575,3.0663546976184373,3.1602911002207765,-2.682043996836171,-5.295976458589809,-4.713906214955197,4.749908577773942
1,-4.431575288421087,2.4543264981995874,-4.362135956188247,2.266544589069738,6.587720258028746,-1.7593172610761734,3.7323405192023253,-2.578397399761967,-4.142063989690051,-3.755413450289116,-3.681803157696386,4.229638728003729,-4.178469785442562,2.2561683813400664,1.7655076628012347,-1.7280758644453351,-1.1535680876019445,-2.0435989500235476,5.880596142387673
3,-3.213295406244338,1.6745336759624572,-2.8976758456056095,-2.625565545153631,4.234722552876765,-1.2380074405262749,2.806472390715686,-0.5358505430786802,2.548647406465191,-0.7966946038881386,-2.893007736615745,3.8466649424396344,1.774019366863229,1.419167602357432,4.090676462185397,-2.030938151893249,-5.849002505543549,8.262102947407849,7.232776208220422
4,-1.9782029220655688,2.707897171513448,-5.645820538140391,-1.4215407274190874,2.748906759791055,1.7657730846032262,4.975110694520177,-0.2216961795992576,2.628801376825925,-0.7039658788987675,-2.1214347343308586,4.406078273115693,1.7992649695902707,1.2286627476057386,2.7262581476896575,-2.1645413779444165,-0.6378448660756177,8.93823953859372,6.347553691488343
1,-2.6511247230877393,4.082170598491739,-1.786186342840899,1.0650174445283964,2.7934473415567247,-2.041646467426613,2.8394038798800136,-2.3717290095320616,-5.48975105532668,-10.404204101832992,-2.740021124063645,4.649033080627958,-41.79250204968266,4.744199657371851,0.7851924483307874,-3.4981404479679883,2.663780945757411,1.998301691447431,5.606808380738818
0,-2.494956792880396,4.612188921626268,-1.9231148483804277,2.1742594455152515,5.125242772341669,-3.2602564128846394,2.377779438783625,-2.6184455268385998,-5.639160361491081,-12.03586718894485,-8.922431284365944,1.7317701021972234,-40.50428161766893,3.261572103949873,6.162898230638797,-2.929840320926926,-15.640289494961667,-2.687773903939123,3.7348086184989393
3,-2.6420822746275814,2.4964176664743745,-1.1800527474761722,0.15448860502322925,3.9449101297947298,-1.3583813569017194,3.6613370306248756,-1.0743052735109602,-1.7836189635817186,0.9709978701152149,-2.6658042727056896,0.502283712847805,0.3238621964730337,1.0607674367757418,2.42531281041196,-4.600327786971105,0.10982617209205803,9.870468245559769,6.809523151422956
4,-3.940884679755122,3.668779619564682,-5.3895115126499675,-0.8558643081400938,3.6642052892853165,-0.47680669593856356,3.4043713340834425,-0.24029050453494138,2.627337387044352,-0.8715115563537454,-1.7505474637741105,1.0627229157545302,1.5160251726934084,2.640398037056764,1.8538632403214497,-2.443551344078737,0.029883751977215822,11.22495953957529,6.178515793523252
4,-0.7809783339257896,1.6638940111814329,-5.15607136363181,-0.7026733969693193,4.3012621521687135,-1.0117007933121465,4.986932269725698,0.47008133533936847,2.341546936906746,0.3975124007407105,-2.3912693908860785,2.210728952493659,0.6295265301160534,2.1995189412550213,1.0324495534272693,-4.507854154867944,1.77097880185238,11.909183911337045,9.351360784977931
0,-0.7808713355857964,4.519306480710964,-2.1413240115192242,-0.23071839894374002,5.177740004560685,-3.933750066480745,-1.413833381484855,-1.7005097052269178,-5.208337413483367,-8.921468052574772,-6.158833442162357,2.1659143435497157,-34.180807903613875,5.512803940156902,4.418247858256713,-2.2696433757783465,-12.22031748284996,-2.5948721812494413,6.1004451859240785
0,-2.7913513884313095,5.126393399057934,-2.5850407345972974,1.9463649717932552,6.146362515704626,-2.258794142652958,1.1451539478833743,-2.0923533995340495,-0.8874578997214497,2.4067163009173456,-5.633378324823095,6.272296894743908,-2.4604078463225436,2.310629436738652,4.4032527753513815,-3.4166983154236745,-8.142770377372411,-2.5903618872286867,5.915489469089035
4,-1.6878663125491682,2.9886264360174026,-5.281725415786066,-0.9844398492005562,4.719459565112694,1.028179602517581,4.897343253942696,-2.4764126303416347,1.8151219926815567,1.0998909868539744,-2.3850908796576324,1.4005915482003852,2.012870370722487,5.767695673192852,1.257957036979433,-5.195030191659864,0.8764938532216429,11.47114022173938,10.923583375751825
2,-5.2957055710395196,3.0312938886946816,-1.4165655166702389,-1.1712265732398766,5.134103362824084,-1.783336177061611,1.9507296964507503,-3.5846492787485795,-2.705771207580461,0.9097386572023808,-2.355925859890541,3.815062525513231,0.08753149472120633,0.5101162089337392,3.646267129823574,-1.83427950777002,-5.243777586274357,3.5137080839070616,6.070448835236741
1,-3.878754657626671,3.033747307595737,-0.6595699510681559,2.6268127387917763,2.8310044195539543,-3.1273994846312254,3.5093698110112586,-1.5571904310791185,-3.9767717629919277,-2.8814980787854494,-2.915047323915279,3.986410207516382,-3.004533242906408,2.5933751972376315,2.85496286243004,-0.7081908877193992,-5.068350630404114,0.6091504038599835,0.7778878461683748
1,-0.8909519131369978,1.7853164035847522,-1.8630218202082105,0.7108517453084613,5.287055741915282,-2.724279775664611,3.3568050589191194,-2.9782379599458926,-4.374380056998016,-5.254834422204053,-4.2658949105103385,3.819797928713666,-13.213080037759157,4.893862251586288,2.2698038175907813,-2.073115942209827,-3.017143440801914,1.3314363371065114,1.4496067721736596
4,-3.286722263930149,1.702213034398496,-4.162340419960413,-0.26181273449776815,4.417726787350006,1.6886785640747979,4.2655793137707825,-1.806021114252039,2.326891936655958,0.8474004845446113,-2.1451368622511087,3.2100196436446473,4.3619467527032185,1.4339389818448647,1.0974018536419172,-0.07937052891317276,1.4490714181015563,12.491073483433025,9.567477248829267
0,-3.2313094027541265,5.1570979921609865,-0.7315610830032111,2.1434874786887184,5.119704318177374,-2.4826413792241575,2.6725910362319345,-2.811567875387751,-6.288058800331992,-13.984251900164736,-5.489935392895493,2.0039048842554097,-42.25006498334492,2.7132008382756667,1.992250327400035,-2.1001178229834983,-2.230609975737363,-0.5372162701356696,2.6520747070423383
2,-6.304127424944218,3.874481305261216,-3.9877450552800697,0.9491840950433257,6.066741716680556,-0.39564326883501466,3.751249821736412,-2.5352576190920804,-3.0679870008959194,-0.44149586208879354,-1.2049703720873506,4.128221958214485,-0.1302644767684236,-0.4916645037145075,2.154475063609227,-3.333243301646652,-0.03211984942895407,0.6080540015963102,4.069646817091574
3,-2.0775152958866303,3.399486680670144,-2.17218877778416,-0.5836890946311721,5.635319084054753,-0.08245837706929438,2.95325543127931,-0.7904455999772919,0.18073390375529996,4.304860654556517,1.8691322690293166,2.523910845450619,-6.768523984836946,1.479608624238072,3.838191623823906,-2.2712109728344556,-6.212329904867119,6.134314909787248,6.2058574952796794
4,-1.6801446167113887,3.5449077396002315,-6.78975026403741,-0.053941184206470094,5.501752669681045,-1.5833495654443666,2.1001313177853747,-1.3268633134896497,1.972013562871576,-0.02300227524831088,-2.188218586025317,1.6356032570637564,3.5582170677425307,5.11964925999488,0.3158726797818985,-0.13536911751580272,3.91534287376906,5.90286524771558,5.58302991760391
3,-2.839257709954183,2.670598965108751,-3.6075918914381324,0.569689899155743,4.821100841606747,-2.0867136085205518,1.7562436663531873,-2.858504938813119,-1.628855667405036,-0.08640117952589349,-2.983352041784317,3.020746500943456,0.7890964179374619,4.188807232458667,4.120696225893417,-4.645484312984204,-7.569975380643029,5.841418471245811,7.88750395222756
4,-1.6052615705716107,2.554791111134804,-5.561391303957374,-0.8748350776971815,6.492224445005212,-0.7566318029202362,3.8428865389100015,-0.17313968482239317,2.479811066228879,4.059760963150443,-2.210921175616883,2.5988888168214834,-4.01995879474182,2.114974039745106,0.006997924101642461,-2.2153610945141877,3.712729629052361,9.104761671590676,7.548250571555495
1,-3.2496750508762853,2.1943784848378325,-2.917472253218669,-0.7168232627800997,5.384315303332007,-1.4090396763375819,4.537616469988361,-1.9530417157026456,-4.634458846943869,-6.831635987295812,-5.314211536610316,1.973793544316479,-19.75800810954996,3.9172422828465336,0.11477875082678457,-3.281675160786446,4.623409481833695,-2.6473315516231546,5.35369485135138
1,-3.789149039970789,3.0886826674444015,-1.154320231560333,0.1392386006895776,5.350787668709722,-0.444625472866111,3.0258460367580255,-0.7654552664352439,-5.993417308652682,-13.19203845125802,-3.373155778567634,2.2825174998846793,-40.31155933397277,2.307703833897683,0.9368544931796075,0.49078501129805807,2.113745907535484,-0.46466241312876466,3.8122896625802865
1,-2.633849512330527,1.8817041831521204,-0.47102169904180613,0.11632879491981829,5.575324645906321,-2.6669520585493243,-1.1627970940266956,-3.0267429162999027,-3.154860382349164,-1.0374707128365384,-6.662036750829025,1.6544378981210066,0.6212434633942088,2.6461923947205066,2.411818987008422,-4.477000440678751,-2.0116265075605115,2.3611090804590678,3.8403838187280983
4,-1.9903185622572812,3.346518868693998,-3.910480624070341,-2.3801673425438974,5.195549747547225,-0.3542464411195273,3.887799824943124,0.17814836102499276,4.839455325511286,-7.832594607424486,0.0035030121056822683,0.6491973272274336,-26.307411174841757,-1.1395793857744223,1.5026977774767032,-1.214787953145025,2.183539531368183,12.199346452611078,5.2607569652943145
3,-2.267902791066167,2.3318307285804654,-3.352765444726874,-0.9970661133138321,4.355182498519772,1.2482081994127099,3.512936965396417,-1.5161745555046426,-2.082115065280287,3.283002969378729,-3.3935838712763804,2.264387589126205,-3.5826082051344947,2.960204439520627,2.4081671455716886,-2.4372742021354488,-1.1947465284682075,6.358994923872453,7.99057973442179
4,-0.9575813393445276,4.3914607682499405,-1.8360452530194888,-0.17149699426468323,5.849085556568083,-2.415600566971987,2.8740303158984326,-1.8379747012284167,2.6606070374154522,-0.45858230974978187,-4.516403877845356,1.4422858030092067,0.9760171039304617,5.810886282371893,1.7045690231083024,-5.352442055489933,-0.20544222619577393,16.616366426024786,7.537875673555964
3,-2.2250450272607263,0.8372353477603696,-4.33810786331748,-0.8572681915873233,4.282875934555695,0.3822924776626516,3.818327667354617,-0.19793198211538776,3.1420426692269263,1.3399041869663282,-2.0960211314546915,3.2763732004260313,-0.9005724789987122,2.838614526340455,2.7688253002552843,-4.095646895018589,-1.7242810135576538,5.117254292612524,5.040122766465853
3,-3.679223307210462,3.2019692836276255,-1.8715721325443473,-1.1740653814266904,5.370847403860618,-1.4455167831801887,3.477318462489137,-1.5395243578429534,-1.8144451910746182,2.8414033068759093,-1.785019345712653,3.511806527951863,-0.32494222061275746,1.7469895053264484,3.810675493767371,-2.548178858439591,-4.757128902355797,7.808027895958544,6.746649573960808
0,-2.431965715990507,3.032218596568884,-2.5451068818735023,0.4587133099018781,5.357285859854221,-2.831319796720096,0.5805589309717885,-1.4323758572614405,-5.74510307861579,-10.98693835942572,-4.411527749984177,2.7356553461047413,-43.124416694124214,4.210185559743692,2.843961703416991,-2.0199503845719127,-4.55200782472119,-3.471011853720487,4.160378182248058
0,-1.8540597684910458,2.1892505840442684,-2.5931346016725856,1.2093634011722334,7.721298109273671,-3.7547704616875324,1.2010142451615065,-2.1770050577296667,-6.656533320025682,-18.122352686524458,-6.596095930257808,3.1311785508070047,-41.83567182718198,4.555617811895483,4.30022149719476,-3.844464755671449,-8.318615365074942,-2.0907531944447513,6.677753881083891
3,-2.803236821430991,2.4453826490967976,-2.3476867001399597,-0.0041782761122779455,5.812127995048581,-2.255610638317084,1.6183984017507536,0.7280235843118434,0.7397338845979464,1.924962756997325,-2.001703561936819,2.0112346298282953,-0.2600008581070008,1.748642606574881,0.49524610339362285,-4.028132636766341,5.315313852057767,6.418786821239654,6.811991636452487
3,-3.035557526451508,2.54617332218798,-2.928039581483924,-0.47739473811429334,5.076133486029972,0.8204379502455947,3.4843867270533413,-0.7930319194492236,0.6003397911519879,4.102384246320272,-0.9650121071850588,2.2736716436204154,-3.5540119907304835,2.8086708320392075,3.192607622796,-2.3223874934667164,-6.796975252897649,4.06848058393294,8.632775022159542
4,-2.071471022313506,4.899317193504819,-2.6247115684881646,-0.9346945170146003,5.330192992781948,-1.3322609287969072,3.1361971453845108,-1.2809248672484372,1.9601368179206147,1.3909159425148256,-2.884957760433731,2.9424820932354763,2.831712841534935,3.7521740868398448,1.787597187592449,-1.6078024191101705,2.316151345802108,15.700992780718902,5.480839377090403
0,-1.6565322133507654,4.012725123161748,-3.572521478480595,1.1295136161973618,3.1932414624245404,-1.7700864694160108,3.0498720664869508,-4.213644365977286,-5.019099538293231,-8.184234422182378,-4.433588984145058,2.869809055162841,-29.8265769311357,2.5515529684671177,2.051092913714824,-2.0851122684267764,-2.1494684905026356,-4.009903241763564,3.966127947080734
2,-3.176918568771118,1.4123464521217752,-2.7343239341280148,2.2524023733801344,5.314077099722699,-1.3754531502920067,4.982338813375981,-3.3293898299609337,-1.7545441916236286,0.6102229374536419,-3.92251332414654,3.8843786994187077,0.6494441300420957,0.607541812143376,4.922162927651972,-3.2760338367333874,-11.475457253661357,3.567829103640497,6.164968034968727
2,-2.6153869938852887,4.1170066335584234,-2.1689338682664787,0.6780266753427696,6.255805870849636,-1.320898959022134,3.035500756188262,-2.159781600728899,-1.934628640162278,0.12166272389309463,-2.722551225126466,3.1980434901572856,1.6924866223766224,1.0102498734811178,1.2152487323200791,-0.8737051204589241,2.2020661134279442,2.49084252908333,3.8532347597359684
3,-4.210863556824105,3.4279326983962455,-2.4699430518197913,-1.278846807280821,3.4494600645978846,-1.396991137955881,2.2166754553667554,0.05646838033003476,0.34997703734473484,0.18142421250693141,-2.021191380159907,3.5264254760879976,3.8626995379383606,2.4009546766600156,5.653273422068684,-2.9640851639109123,-14.582505027247898,9.188964335718627,4.696875307662575
0,-1.615600169061532,2.508287860485195,-3.205245169354219,1.1007737624624854,4.439910436146819,-2.5964282974008976,0.10524281837066518,-2.132487108993283,-6.458020242142448,-13.521485262746898,-6.138980196014904,1.8048740248513406,-42.98793540896905,2.7183368449750085,2.2061566514700095,-2.083369630663498,-0.7580328573170183,-3.0745787072263893,4.311397659787163
4,-2.9943575256606243,2.8435923441553004,-3.818319621668155,-0.28139628041132747,5.759727542031204,0.11352309318022336,3.402387882528387,-1.6297389627931214,4.092058504859364,-4.014461535678234,-0.43667867170876296,2.40454527100025,-5.124690004649632,-1.0034369313059421,2.200726696411526,-1.111507106080358,-0.3417356602140528,11.270503168878053,5.8059352376910045
4,-2.171006090916707,1.5919457551264329,-4.576088645087705,0.8296369474840531,4.402681394189496,0.21197149224912798,2.3622340883662702,0.41519706730902817,4.216893377593051,-8.225262507818051,-3.083927717356118,2.6966088452110366,-30.96634177507926,1.2333911216409332,0.39906638877481926,-1.947851099416249,3.6436624086610956,9.79276107206894,7.521290335971516
2,-2.427072979674424,3.444983056480724,-2.114124095114055,1.2245050826320574,4.839792917265777,-2.300996540627475,3.8924153391427128,-1.6567565032304103,-2.7796790207286657,-1.1638030311002663,-2.01511163258354,2.4604818352022164,0.7664877044501057,0.9527553856005982,2.638382426159268,-2.830815136476912,0.03749489270967099,2.7341123612589904,3.298738584688521
