a,c,b,d,e,f,g,h,j,i,l,k,m
0,1,4,2.7338941282174014,-8.469070001812002,-1.5900753464318524,10.835466459270636,-0.3195034315232502,-3.067879799311566,16.925702252006456,6.538201236445246,-11.478849216011932,3.5802932103963316
1,0,4,3.948566345371505,-11.06200704258832,-1.5820623433309815,9.161369446193152,0.41964688950488227,-3.4849190315745777,16.923339777658512,4.015236776264784,-8.180467267358573,4.373420605277588
0,2,4,1.1919258873726575,-6.474666976649775,0.019783699241345487,8.397271909986515,-4.427142591306289,-1.9807745758195228,15.828584539904046,8.042222414389355,-8.487034233520669,1.7951342346193238
0,1,2,0.45767654197234797,-0.15623715435836627,-1.7853196446901516,1.9961756857645425,-0.47559557882312775,4.202611946451365,2.347253140187535,3.1691311347883295,1.7194510498398925,1.9532189633076336
0,2,1,-0.57920601857557,2.1685358282268585,0.2707612573249226,-2.583733772705533,-5.90465235979433,6.159952170597192,2.988365236436466,11.07964198224531,12.993595850354296,1.8617965649203279
1,1,4,2.0423374230969777,-9.49567534644512,0.7015935484436386,6.953388478752785,-3.070274237778244,-1.0457011414612114,19.92581597323082,6.95992690385218,-0.7746169892525301,4.29458925280138
1,3,4,1.78259446329196,-7.638432291978473,2.680116630293555,6.97988245854746,-8.37655219636732,-2.831390452409493,21.089084126432414,12.701240751154801,-0.3435657745648335,6.21625634922498
0,0,4,1.4743748325986021,-6.738451724997832,-1.2871243576646412,5.978594268286994,1.1351814994936924,0.659229032059362,12.517465722560837,10.200753692880383,-4.937628450502262,-2.052128620615476
1,3,3,1.4075122486198697,-3.8957875736946606,0.9206009253112519,3.503881760009339,-4.944560428551458,0.07925181738376419,14.067664350875148,13.4265903490295,5.013284523251548,3.7251064220166654
1,0,0,0.9282444711216074,-5.09641206833944e-05,-1.1733925215299732,-3.8348644261603253,0.08699302158890976,6.152440343320426,1.7941022473907862,9.806820778985651,11.528559725438477,-0.07817957885708082
1,2,2,1.1659314155611509,-2.9180411249514373,-0.3953494452805395,2.1599754640970388,-4.434759475700323,-0.1888922324942408,10.491154239753465,14.891079398279958,-0.09084496370923778,3.1203866296662177
1,1,2,2.1496477545740085,-4.726597874798242,-0.26906079648097103,2.5389246729709,-3.5761150309584426,1.9515424005095743,11.816768275927712,14.827206776889103,4.353793337829858,2.6681617682107674
0,1,4,4.2051301450589165,-12.278549950868507,-1.437692478492028,9.565187279231193,-0.5378982165784344,-5.514378530782642,18.558693620222787,7.505757798975752,-12.242324345041181,2.9526493612694105
1,0,1,1.0626843444796326,-1.9268648783305011,-1.1006800922551383,0.4252463330402742,-1.0755414774350798,4.788217414394058,5.121053842212544,11.141793600947487,5.783281791049953,-0.35609220283043796
0,2,1,1.7520145664901334,-2.349436890807015,-1.3921921117635425,3.4972046736173565,-3.7873437279611153,-0.09226803354396923,9.662774446933222,17.251062091582906,-3.931976279526243,4.331702208554696
1,0,0,2.31984241398728,-1.6247315580170127,-4.367440724337879,0.8008329864926629,4.044276467957737,2.5381754514502175,2.561878036588459,3.4275501664295334,-0.6295996323397575,4.4780892601026805
1,2,4,2.321171918015963,-7.226941035126335,-1.2666422871290046,9.044723794323703,-1.7509922610984174,-3.651636173417748,17.497284220467446,6.401012307258346,-8.41936315852587,6.24806727052552
1,2,3,1.7583479133882045,-4.313154495706878,0.06317703736017366,4.9792184872388,-4.557137252034318,-0.100970146654356,13.271376486439198,12.979843069638846,0.565593087691734,3.054669007282201
1,3,0,0.6047268181952328,2.623823073705622,0.0865344816098772,-2.0644732741786065,-6.3707261911109745,2.881393920740111,2.895647811504788,8.971598944442196,9.865503658925027,4.488460501279105
1,2,2,1.2163148956379821,-2.67491716114996,-0.6876822813518102,2.733335212411963,-1.8253298583894249,1.4244128736296302,9.55177892307578,14.528014322506872,0.7718853380641524,5.174737915451988
1,1,2,3.4940501814574585,-6.384544509140589,-1.5743698102302173,5.989287829352896,-0.2375223171815423,-2.2691297112680493,13.606392399848557,10.488563032761729,-4.769633304615327,6.866125668040624
1,2,2,0.9135288557752774,-2.563521182177816,1.4530574084981378,1.2035365991596954,-4.116195490068245,0.6071442063594366,9.385706417349205,17.254525825267805,3.0449293010592546,3.1701586848723697
1,3,4,2.3722345721792477,-9.025687274924708,1.74228152528483,8.954403697202574,-7.132591072009117,-6.177612491167712,22.821988979071744,8.60576527905019,-6.640090375423165,5.581902699456745
0,1,0,0.035632879786977156,2.046708593851333,-1.4485520681001478,-0.24655780125692228,-2.210400496916145,6.467692652066391,0.3216879884055691,4.4750802770082,7.261359166955553,1.968708566346402
1,0,1,2.379748153598713,-3.516967395841179,-3.470721015945647,3.1961102658447973,3.369451974441536,2.7673961475575037,5.691309567530682,5.846936101788763,-0.3210747296024532,3.7467026187749317
1,3,0,-0.9119625522902195,4.290699917761417,4.252178629922738,-9.535632137461434,-12.862837189977432,10.65480612205405,1.4284531747192069,15.207551583842001,28.353536539355808,2.7498529570504497
0,0,1,2.07502372034752,-2.5507324259522357,-4.236620089978269,6.0856971526836245,4.619757249588662,-0.8447818479017277,3.4128560175077296,-0.07300348541738763,-10.038956029877141,3.9044178588933383
1,2,4,3.3551259569265337,-9.098857269976257,-0.36293114210314903,7.086826025916693,-0.7390864577314149,-3.0528743194353583,19.376877991731362,9.40539053004197,-3.2462332077488556,4.386874258246606
1,0,4,3.172643820179146,-11.51267786251533,-2.615979207894028,11.109257372462086,2.1972050201265176,-3.138780466930058,14.70185906903981,4.370467411061618,-10.13582693075625,3.7215812008816815
1,0,0,1.9731143012960903,-0.25728360207804657,-3.7347817695336127,3.2200754857480574,4.343185305318493,2.3996522637198217,-1.1106964039878373,-5.19078788643027,-1.2006689733796434,8.917385639341267
1,3,3,-0.14461696306792704,-1.7639637706361044,2.7941034130625577,-0.39425262555041796,-9.34834612058073,4.156820526824873,12.289479340567937,21.101233687716075,13.269974483014307,1.8025964553970095
0,0,1,1.390707346447692,-1.1600433176756124,-5.23083227392942,6.967584647327516,4.28143552509877,0.7471462022939883,1.1836203371724277,-5.577840948624355,-8.725610324356573,5.433146673907248
1,2,0,-0.7627942597215277,4.967207071603516,1.9287221199465217,-8.3674124793706,-7.438328186603874,10.45297879276053,-0.22489328008837006,12.72933724558377,25.592875831380077,0.6815798196871184
0,2,1,-0.6328779867188272,1.0465947565606935,1.3961970935324022,-2.409360297210343,-6.128250820404089,5.486722115267963,4.156894720339517,14.889714664597676,12.561139335856433,1.3568090684444096
1,0,0,2.3967860461091353,-2.2947006004703345,-5.267662640800489,4.899231094205529,5.205128201835492,-2.483811366749558,1.5579601915580361,-3.0270336478046476,-12.2202681419548,8.176586862679361
1,0,2,4.029013197741396,-7.651929784417296,-4.964803209895172,9.278009050917902,6.278199641552374,-3.9905675364892286,8.238972898834884,1.096127407726853,-14.848943758064806,7.676057350609803
0,3,4,3.229210861229503,-8.736922304630712,-1.1048505341185066,10.764256708192288,-4.791302375370982,-5.503394103082011,21.47251134750433,4.512531140458689,-9.882823555466281,7.605941496762386
0,2,2,-0.036585085070900636,-2.6494317704675088,-0.9851547378108272,5.480660774642925,-4.223836379425505,0.07679385158812224,10.620162645765696,12.597206327441187,-5.93747267564011,1.873787828730885
0,0,3,3.59530015664544,-8.817954697460848,-5.912591877216662,15.638784020038553,8.73293209379691,-4.8771621265738085,12.400914883662416,4.319561860019108,-21.129380261699094,4.79771212509425
0,3,2,0.1237524804016478,0.6805801149767263,2.2452479459771784,-2.6251119197106108,-9.986030334723761,6.742675199315802,9.43205955106453,22.570820760329877,15.531640667819426,1.73043785458101
0,1,0,0.5287523532536242,1.9610824585348718,-1.4379070416267936,-0.3461303460908599,-3.048799892759379,7.198708266900455,1.0821444360601924,6.330475017162875,8.750811813853167,2.8418665335214257
0,0,0,1.7825944517261523,0.2350103164711509,-5.611481204299112,4.044039585220238,6.335399955299362,2.2754622652357046,-1.8848192291469432,-7.320948949771888,-5.521198046256734,9.310326521760226
0,3,1,-0.32808351632004096,1.46763874298867,1.9644841381845919,-2.215964916396002,-9.887775399145367,5.049476205137446,6.774266014858161,20.131409189233565,12.052732506133617,1.374321455839881
0,0,1,1.7303957256122187,-2.2221666336105037,-2.7028428332405117,4.0895742492499965,1.1276889303887128,2.261910248192475,5.229654299867512,5.878387071233606,-2.9749286908901094,1.433700834217268
1,2,4,1.5016668371733308,-8.168863820104947,2.4597560553199687,5.8830897624614575,-6.786207230907016,-0.26002767811069827,20.730500864498424,12.680318367350148,4.657133599887168,2.8248478197442397
0,3,4,-0.9781096597988508,-4.663089210574908,4.594286640106469,1.7205283465671102,-13.853838614579741,1.1968735762192353,18.097537408016493,19.584137370765685,6.378261773141702,-0.4483382246803542
0,2,4,-0.4536252025220815,-2.5143175903106405,2.6025627181814004,2.52332075812145,-9.24515290970053,4.066520120852388,10.784955111605647,18.223852356218963,7.377628711580443,-0.3737801198550105
0,2,3,1.473244883281227,-5.972638371132213,-0.8971548720954099,7.969327214237098,-2.587256375888009,-3.6646435486826037,15.24118871146409,8.103703619833283,-12.325716535422659,3.972101320935497
1,1,2,1.7632999099142865,-3.916568685551718,-0.4231670918712007,3.0322089192173403,-1.437488658361255,0.4086650462343103,10.239140131897713,14.260779548006882,1.5351258681335263,1.086607883621808
0,0,3,1.5639111003438335,-6.954564900878779,-1.9787324563350404,7.331571819357689,2.3394876153931703,-0.7941768184493871,14.976907213559286,10.185370632226325,-9.858973946238569,-0.5109823894723706
1,2,2,1.3785056267231535,-3.9799246623838576,1.1632811849570175,3.6475155263222847,-6.723158176863827,0.7177864205620743,13.127007776412526,17.172499728445004,3.008420532265986,4.203183724163272
0,3,3,0.9449322529156274,-4.016367787755278,1.4884179815684302,4.477691470705628,-6.863843053069833,1.3904605126158212,14.649432261893775,15.497720233392775,2.4076353059429803,4.571721154871227
0,0,3,2.3403639430263983,-7.672021373292371,-2.4343419304592517,10.04099983715552,1.126865311091949,-2.5708871329037426,12.583760832659863,6.326641996599362,-14.313701592220951,2.696438209583751
0,3,3,-0.5060549366409675,-0.8963117641507891,3.468008894888645,-2.6567120681096057,-9.403819659970543,5.956359673139658,12.072910478179992,24.35422841165253,17.149827428793955,0.21663381140281118
0,1,3,2.71629295564895,-6.945300112519049,-2.1009584922203537,8.27059459060003,-0.8407680365219408,0.05662633432952813,12.72128388330368,9.582740001937223,-6.326427455121817,2.9169211143270686
1,2,0,2.409185502981632,-0.3134086939528817,-1.3479450787778289,1.1627840876470215,-1.2506766766841328,0.5851917440115535,4.599358451713246,8.635769877150215,3.747044089059198,6.287230495336039
0,0,3,2.6545566553228532,-7.259964488993007,-4.494360381123579,11.54714243013465,4.674152125846416,-3.3570440493167295,12.560186704677783,5.090395846101214,-15.443661790518405,2.211421898500251
0,2,1,1.2536635113440902,0.7387837898528467,-3.090736327639031,1.055551703360699,2.1349797927426053,1.7438915933720884,2.5633261369499967,5.162416425735586,-0.3053690027966618,4.8200590599833095
1,0,3,4.221959996813811,-10.970462963405332,-2.995031539556644,11.58272525328726,3.9430730845165125,-3.600590830946427,15.5581339356864,6.836359729724521,-12.880056029900508,4.159544926769202
1,1,2,3.1700993164045137,-6.0060106562389075,-2.589779319090012,6.192239730205497,0.23686193488530694,-1.3850089929386804,12.45415251734509,10.812321149876235,-7.0784077265363345,5.954323890134077
1,2,4,2.5240991771126238,-7.224965722969754,-1.4529837516826682,9.823377595663779,-1.473817899836002,-2.1987963340356282,16.695714764504324,5.1076529298546784,-4.552382866099729,8.00002285754157
1,0,1,3.0383470470748826,-2.783334463984506,-4.9271218926527975,5.013375203393336,6.600471051095251,-1.2043203491427117,1.6275470978223527,-4.273450644972452,-6.596521208210035,8.577556142232845
1,1,4,3.099660573346503,-11.008162864167883,-0.6566539045818102,9.450159059152156,-0.19830691959559066,-3.2144656713011743,21.238640791957977,6.7489287136290255,-7.1674602409488,4.7262016441081
0,2,4,-0.007337674547043482,-4.559367757707603,2.170522536487497,4.636993997239571,-7.6510431223489155,1.3538184059004643,15.188582085176732,14.228694943902035,2.357878861763724,-0.0848975536142537
1,0,1,3.1407231568595857,-2.8709588917742064,-4.867666607353951,4.216866220896291,5.749322173588951,1.5333326412348316,3.56685252725711,0.16674311815041035,-3.9331584833832602,4.85744111576101
0,1,2,-0.1358139711265538,0.0384698340930657,1.8196632801788764,-3.165877230658971,-6.0056055570660485,6.655168712737379,2.7788231679234237,10.450268486408298,16.180218980873835,-3.118687182585931
0,1,2,0.4254005448749453,-1.2676959329488802,-1.4085939037599844,2.434730050796556,-1.1612410917316751,5.037051033142891,6.9077751637094345,11.626357233932683,3.10172294606175,-0.10651901288647328
1,2,3,2.9435650678080876,-7.437794863454973,-1.7797088020080758,9.278839983614294,-2.0336114483326844,-4.588075861634704,18.378568659257922,5.488641294209149,-10.66265457283659,7.971119505952396
1,3,3,1.8102201626941974,-5.387890613676475,1.6951804489033337,2.1635011030603684,-8.493703547758507,-0.3013557493704018,17.71285632394054,16.024764175357518,6.731856096490574,4.882441129544641
1,3,4,2.7273982896858624,-8.219275909653653,1.2593713093905343,5.41101061137833,-6.337216218209055,-2.335304634283808,22.177473340798414,11.960377121551916,2.2917606250752436,6.06766761136496
0,0,1,1.348325616312708,-1.6789104658579768,-2.6978295723339323,3.953098571988556,2.8029414780117925,1.5466088361387198,3.5013480512439363,5.1766468436111195,-4.94591902109555,1.2487995592291865
1,0,2,1.5577511587232324,-3.349798171984566,-0.5840360660563458,0.6694584179220592,0.45887146217402264,3.4634252894266173,5.76509201757866,9.076275309664519,5.811635890319247,-1.3283712232431557
0,0,2,1.6495628029296574,-3.7611274550704565,-2.754313675390707,5.215231287631425,2.8059947476726523,0.9326240379428059,7.131168625454401,6.3330979546192525,-5.778796019910054,2.51090284621871
1,2,4,2.0120312972405743,-8.129366924609315,1.462660435774011,4.112733811387418,-5.618470886120747,-2.801572466965503,19.274119253385695,12.56779042384116,1.8040345277379803,3.005668881292615
1,0,1,2.5189887163400098,-2.596480654040379,-3.7506035750276965,2.9344940848557837,4.573505702225568,2.630547195138049,2.4797573277357863,1.879657070287935,1.0422877873434682,4.210419715872736
1,0,2,3.843680478756702,-4.439069798983944,-4.610017562235101,6.765205890147553,4.981182420906363,0.35529784762860395,6.4674973419344175,-1.1094885369584988,-4.658441020829409,6.767141384886798
1,3,0,-0.20127042500344583,2.4192620129300235,2.407300070808424,-5.037326653448865,-10.120095610869177,5.0218443284772345,6.100584763428609,19.537021087311647,15.729080950992778,3.6288338996244764
1,3,4,1.592034471802924,-6.173888490901195,2.6621702200129724,2.87537771407092,-9.775825732279593,0.2142773377126012,18.890308996055065,18.14280966107312,7.69416937730404,3.4203737899909528
0,3,1,-1.3786271494346063,3.2699799658803475,4.038831545296864,-4.861796979451107,-14.110438915489528,7.651243273661777,3.8375319607612366,18.490095667293136,21.22761338392684,1.149765799714038
0,1,1,1.4003172780438131,-0.7311590046182999,-1.821295334536069,1.4006494447032507,-0.6150877441398555,3.9196162217287704,3.2710474936393212,5.0336059518898715,4.154551923360042,5.415696969320468
