a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
0,-0.19296669998450883,-0.031665837584719636,2.4699397144370314,4.730914031547757,2.466282055398776,-10.058023956363447,11.83726828801572,28.80077030410092,31.118205274793105,18.28409983036304,-48.22040529350398,-12.506751575020944,-13.241723934686403,18.9183149553858
0,-0.03441791134987515,-3.7706650436299523,-2.018415602381306,1.330036000029569,-6.792466682334694,13.428977301784542,-22.665208780803372,-27.728382635135244,-14.934317957328988,-35.65628345301946,55.563529242358115,18.536644367668565,29.56833324623168,-32.29439384169679
0,-1.2121677002542581,-1.377564725531091,-3.8147626131560948,5.40698775889219,-9.95319942166652,23.90598422823313,-24.144568345793456,-44.765751001859726,-18.04171137059467,-31.374520006688712,53.19237824268306,21.114611782114455,37.08333645795749,-43.275230927074745
2,2.3974051450464007,-3.6950526456118613,-0.17241876460793026,-0.3819414565835144,-2.5875536117136297,-0.8451208705779626,-9.895469950358775,-8.65285229841251,-25.686034605105,-19.63868341012852,33.21961359949051,7.106836843348426,16.027142318768945,4.155591014841239
0,0.567507758021134,-2.8321809354977745,-3.749221699935857,4.899854275260022,-7.181919927497917,16.046413859875038,-21.58364231471017,-41.19461486168085,-10.871849849836165,-31.644994319392243,55.00326968280257,19.29180328238798,37.65208902114709,-39.60991114233507
0,0.846301756563291,0.352405260484391,3.0127656051363596,0.9163530224523462,4.145339269972765,-13.148564786182433,11.872272415026707,36.600115076022426,26.288026136981728,18.34800132439153,-50.75392958835432,-13.994975817572742,-17.83706734671714,30.5087586652541
0,-0.06058659287427781,-1.2169267564181645,1.6429516052941913,2.084203054715133,1.2276173475540575,-4.264030623952929,1.1696373623015668,12.993353761877806,20.085687366251488,13.782788142517898,-35.05015558843468,-9.43898441931345,-21.350337102756882,-4.558495541305298
0,0.7734287120856987,-0.9326923697053799,1.6092296206964771,2.3457584654819237,-1.6360329437629462,-1.4373928939635245,-2.9706228723325827,-1.68027946104975,-2.00475388203225,-8.977086504758503,14.562108145783414,6.54476167210759,15.917467093273194,18.937137840210408
1,-1.4707984279740578,-4.586173231324525,-7.531474461828868,4.7500224823879975,-12.831780119105701,31.27894134015463,-26.317829052163802,-40.89296766875735,-15.67797990040783,-32.457651339575506,53.782149854273015,17.707283731785765,37.03623401803843,-50.923218415053626
0,-0.9079065486284625,-2.7431515812112077,-3.3651215194792394,3.597321377771877,-8.654918242589535,20.38954213185479,-22.738569616796884,-35.80392234530724,-16.640486334397206,-32.47471298144439,53.94913455654249,20.21754936539145,33.87061328851034,-39.67629606152949
0,-1.4570052563234261,-2.938500771879276,-2.1165912184559734,5.234292265764115,-6.913041046570207,16.12829742401208,-22.158974306582586,-33.35087216711933,-11.444828801120574,-33.94006127819394,54.71427301550736,23.98526276297922,31.894459194450956,-40.58371087350045
0,-0.4707741388726079,-1.9736558350633475,-2.7249934010432284,6.516752742377959,-8.801593380379673,20.170394355609524,-23.519977146340956,-44.06128276064509,-12.380580670027767,-33.10262837044236,57.85342755982557,20.549842904831124,36.73976152968532,-42.06322081717897
0,-1.1614492191967374,-1.2185499360688965,0.48956607163092714,4.3634901472959875,-3.072278194158077,4.738079920069985,-10.33576562374063,-22.95032683432057,-19.353226265295305,-23.686910598154526,38.436755457413064,20.527498751273743,24.659046440282822,-19.437281055755
2,1.2438421580502679,-5.30846418365998,-4.765786910276559,1.5299186079650418,-10.638095987001805,24.275625179965555,-27.136085974908767,-34.936296650836674,-20.238865545731077,-39.77734800273965,57.03272031817461,18.270298508302066,31.005717567522662,-35.24837282262896
0,1.2921748802040494,-2.6233389174617923,-0.8047230030116752,2.371096825922001,-4.0613153608524595,5.292168918461074,-12.657822283495758,-23.807923337298746,-16.067229904673287,-26.408665037046244,45.013407108462,17.947618568860143,25.560159865545167,-18.079810984111113
0,-0.7597197964203782,-1.64666926229056,-1.3039989107080276,6.973146633182518,-4.932886046270483,11.238964794492833,-17.316799459327022,-36.50609464532301,-6.673217307572562,-31.077409653468848,50.225340600130586,28.928702663377354,31.95609454912426,-30.90753046303913
0,-0.17620768280978605,-1.3340460962448288,-0.6789991807732816,3.350274459793809,-3.4180117449463063,7.030567307431067,-14.535631989876325,-28.191730727433175,-14.960740420424063,-25.062389931693442,44.54002503574001,19.01644716535632,27.669760841397856,-22.81290807778366
0,-0.8222693299242352,-1.8395801236241809,-0.16903279102156687,4.285484316558313,-5.117102558409843,11.331981519191025,-19.914516297799437,-30.330519720096735,-10.261221640666314,-31.646766518022265,51.27614224265343,25.99379446011688,29.539805165001955,-32.73898557971848
0,-0.5142867120431663,-1.6347871769309887,0.3063091151005828,5.58075242852252,-3.829498725003704,6.839201260895027,-14.896469939454073,-29.172872641192225,-11.897591568179468,-24.78416108333483,45.66946553829762,22.676796156131108,29.372197737821587,-24.82975547934727
1,0.4160166804360715,-4.187001958396461,-5.130524585758466,1.999338263048442,-10.897147047786982,21.694582952544465,-26.875303660704542,-37.39514578474506,-18.089926279219604,-37.86394274644165,57.29870121260785,16.543145303131574,31.19042302728947,-39.12583563695808
0,-0.14167593402684048,-3.1714092627205104,-2.3410783543377756,4.693953134436981,-6.794877764134485,15.546672820409624,-20.908979903075373,-36.91229251420698,-12.13269109998278,-32.27851932914009,54.05885304648213,22.226495037274766,35.75891298182213,-36.09034932818696
0,0.575307535547177,-2.8453296424883243,-1.5724504213557837,1.4618518921103634,-4.423557555639476,7.54078121695147,-15.852577158322635,-25.011734627038216,-14.416904494905623,-29.224110300697383,47.82668312910652,17.340403182838827,27.706963860257122,-20.9037483351715
0,1.0573939976033295,-3.434227469344626,0.39181251435293696,0.6457995954055743,-2.706918185095821,0.9514221727873453,-8.28544462590008,-9.000953132983122,-19.035023037682983,-20.547889287320817,37.2789613842836,11.917461994945334,18.834921272396414,-1.8015500931445407
0,-0.2803799180908331,-2.0567919581476586,-2.0412900920160206,4.085692705932461,-6.850098285031371,13.124836063662512,-19.8815129010789,-33.70133524156603,-13.752213206244726,-33.051303701931666,51.06017683880859,22.41737216219864,34.43969061472959,-36.46329612959869
1,0.9995468860356022,-3.7836164353934203,-0.6336441538301092,-0.18422161791864522,-6.893273052539657,10.614595096828825,-21.94935121342681,-23.170718964924994,-18.419032868935066,-41.07357604175438,54.165267644282395,20.953634409701486,23.527474574008018,-26.923291462012408
0,-1.7408645091855668,-3.2741075729283686,-3.923255821878228,5.609103369500609,-11.302003776585279,24.055576758322648,-24.279511461366262,-40.71319692987587,-15.235203443636369,-34.99861218248642,54.91443556872415,22.36513798139199,34.14561369751182,-46.17001035308012
0,-0.6778767424156206,-5.396433219038849,-6.514219748722844,5.467450245127064,-13.092619634618579,26.400989467116204,-27.259564907787937,-41.846002285076956,-14.224573623023751,-32.12379576511764,60.123633585869136,18.775867181112183,40.34239000888898,-49.80336521713686
0,0.35028946488358903,-3.307710367687241,-2.2256592573279095,3.847712713263907,-7.878329914045969,14.668649569329295,-22.770743442742404,-36.84716546301393,-12.343117087386856,-34.66774849962712,57.11575886107812,21.926112129064336,33.32361861893801,-36.9827412293689
0,0.27596863841715324,-0.9670509523824866,0.5145012070251711,2.797828786229204,-2.6794791995734166,4.669867663485884,-8.272618336320837,-20.290491997473517,-16.53727569847548,-23.804270492394966,40.09597529594637,19.72804110819046,25.242933965906886,-9.836564517855855
0,-0.3783902672049497,-2.994630398928962,-3.2592176092796405,4.603453363191394,-6.817771920106675,18.082620395763527,-21.285809084777934,-36.414153435007165,-11.466758961476023,-30.679797603617963,51.5921585983176,21.666491732150597,35.06096199753542,-39.58476132477395
0,0.29639395956795245,-1.719742557303016,0.4858403514360412,3.0701246872856345,-1.4714554007026859,0.4729774053684022,-6.071726492996807,-11.75155500598635,-16.05645059655331,-20.82509466484244,31.31643531037856,14.031358882453565,22.305378613323324,0.268884386041794
0,-0.09923329100618111,-3.617401747647543,-3.678967704474794,3.032649038427384,-9.020416397366898,19.9200538901561,-25.178221892981835,-36.808139775866856,-16.080369061407563,-33.92586705657357,57.585912489804684,20.168925729081753,32.66315451499218,-38.41228138872247
0,0.6103062582593216,-0.5254812020848199,0.07327661105056515,3.6571793749815438,-2.6496737070652987,2.609067315130454,-6.572852419957407,-19.12065525019614,-15.335200075200323,-21.187291394284955,32.91141284647042,16.018534798781037,27.993674828035697,-6.466786326548617
0,-0.30064084304288885,-2.4452647719805456,-1.5834406446125533,4.742389753714088,-6.274195046722269,13.68372918232852,-19.04098870430406,-34.34201202928571,-11.53983041098818,-31.168839547720594,54.354105672973986,23.159603458591487,33.8420985486615,-35.872435215354336
0,-0.9456983155710346,-2.2498679802777475,-3.4957859313188235,8.448696815274422,-8.948854590827397,20.903365359512566,-23.162601789985104,-47.04447994150243,-8.39682193244262,-32.711192024508804,53.47058831128381,26.922563981667082,40.17480362089491,-43.76112872354594
0,-0.25415874306697633,0.041741056946903665,1.2306918965892253,3.499401933261484,1.2623465224296035,-4.287184223026057,4.72478611688242,13.81154465624086,28.18236726194963,11.96234187789005,-37.898002616985906,-6.972632586565584,-16.381226129823485,-2.241622429355994
0,-3.5205943758527756,-1.9761798184761235,-5.192567048355435,9.931077663815971,-10.415769169501745,31.03891484653799,-26.346645194649092,-48.8326881762073,-12.25989490529603,-28.89743379556237,50.97479733961093,24.522892043099908,42.14744309998915,-56.87132015058116
0,-0.2071142636149505,-2.5731978988245894,-2.12955568506584,4.753782582476605,-6.1646132811067975,12.519919804194025,-20.304095452288575,-33.85527925690446,-11.045972456069295,-29.95957135638659,54.00001935105077,22.01949771915383,36.23483841951662,-35.12581607589634
0,-4.238412825214784,-4.351432930199829,-6.093633011206485,11.332153729729894,-12.732488521424274,31.790370888354385,-27.592623240980753,-45.13135516578454,-10.215870422639885,-29.837094326599225,57.66158147619076,25.062288146330058,42.9513929788903,-62.597180466801575
0,-2.313463407405418,-3.3715264722595366,-4.609060072319622,7.128636257887492,-11.944652560969597,25.10112173459902,-26.505950293372372,-43.58881742668,-12.766916890712654,-32.872423465492005,53.180985920179445,22.978361171818857,39.42970962716297,-54.052361171826504
0,-0.13823139905901582,-1.7312473691753003,0.1264155289071761,2.866113460840123,-2.2512624767376597,3.749228664932834,-7.155850783727942,-15.211921043783414,-15.01176099535528,-24.226818913989636,38.497057510960566,17.318167555791046,27.87595701812903,-10.167612381844323
0,-0.11247066273320472,-2.3368382794621567,-2.629031083980465,4.764138926023632,-7.54988614006588,18.075989541833074,-21.412510189300022,-39.616267216935796,-12.8825735806273,-30.430517719376528,52.294699800170825,21.476521643153003,36.01477590185067,-37.18826574542187
0,-1.7524287801399305,-3.233642793655246,-4.506121863002052,6.082726721390442,-12.816601994981092,26.379224969861646,-25.810281895704605,-41.7430574081986,-16.71056880513,-34.09887725506357,56.11956546243701,21.53759241216774,37.33011941185878,-50.26943531945566
0,-1.3021020418789386,-1.204596504786165,-0.566885293831046,5.0989647136032215,-5.936554231246816,13.951144331382208,-18.626194579250676,-32.81837471936648,-11.616160254624546,-32.84603141198228,49.74378828935832,25.180986484182498,30.852909849490672,-35.93862125674797
0,0.780540988614132,-2.015409725990608,-0.45412844064106195,2.204147095407666,-4.886588764169126,5.98783449916524,-16.385603438166893,-23.018873024702128,-16.449671653981913,-27.33717959718844,46.53760355872324,17.04740080802122,25.109211960093845,-18.264975360553347
0,-1.0740301315726761,-0.28780205564457084,1.5410379034129758,5.680851243465535,-0.30926116444733465,-0.2525177513286758,-3.3958513408273756,-6.586346802813743,-4.711486562461178,-15.531492310988106,19.99375672629122,16.16604640209155,20.296825128726738,9.434281484260502
0,1.6529203124029852,-1.4876769206587224,1.0271596502083826,-0.12341678888201091,-1.0275999080160463,-4.236366998821895,0.6333825110848714,9.146330970059495,12.183984447080956,9.32749196764841,-27.483298106042557,-10.295978202354652,-20.068848129249037,-0.5532301658173904
0,-0.5919198531763461,-0.6236919514505204,0.47299337268613445,2.500316741697318,-1.2269961750072385,1.68412000827661,-5.913170303904175,-10.51415609234164,-15.392493289935349,-18.860200297221514,29.255893269538856,14.869456183125264,22.834801310658086,-1.6530807086561539
0,-0.18196382311873316,-1.9000071918433044,-0.9674994600534776,1.8457280319286797,-2.099541939206415,5.330899712163374,-11.626851548804167,-20.61551634726051,-18.76325404290682,-20.816545854580024,41.05644331854432,17.728067759785137,24.37330765550626,-16.205350749328847
0,1.0268743984986077,-0.8470958993060672,2.487616640544684,-0.25672721269898346,-0.036500929484361455,-5.925869746243228,4.058352104794922,20.631100739093014,17.956945425639844,9.60222411961962,-36.16135635605269,-10.88977526416324,-24.754867648681845,10.120838937095701
0,-0.4589728838065804,-3.0844310185261588,-2.830102242737887,3.0768166066160076,-7.5859462879409,15.443293721168736,-20.943120877679764,-34.16708823715517,-14.290788764865676,-33.52094135420518,52.83844401375054,21.235680424255296,33.750525620522666,-36.876956914489405
0,-1.592343980690801,-3.632926495443008,-4.443653149316641,6.283591313718637,-10.38254641913958,23.830145045188583,-25.396344371293836,-40.80116697195058,-13.785948186427811,-34.66981149661326,58.3404904861997,21.036766838373644,36.95611295344584,-47.95340124663404
0,-0.6997274516942901,-1.9891932021118999,-1.3202028213704702,3.4133820973537388,-5.671397420243315,10.606504544007072,-19.501143965275894,-32.01658355199234,-13.903461183382623,-31.9350238924671,50.62168895634124,23.39160156099533,31.068298093216637,-33.80542068948305
0,-0.6256107361900909,-1.4329227299250185,-1.033066636353528,3.9646084474739554,-4.2687323425422266,9.70424299441655,-16.855042990685693,-30.064439346913833,-12.485790052148085,-29.88461674205538,49.883753603138885,23.31580200757751,32.99325255443591,-30.81319563367428
0,-1.9547416522015655,-2.8729979093141162,-3.1432889807484576,5.961634872214621,-9.97073075171086,25.973325490812407,-25.887671292486253,-39.23334366763782,-15.429503238712078,-34.76953678887036,56.90219167008529,21.540727581154634,34.1107181102649,-46.47648588740237
0,-0.8458320713408234,-3.7893512014798016,-3.280442700355663,4.315668053672578,-7.621263204803812,19.358111030551786,-24.37406262505693,-35.026237741797786,-13.376242488840257,-32.166086268375444,54.31929402827791,21.52109071781429,35.81017725417831,-41.03389345626257
0,-1.3321920939974365,-4.043169441068378,-4.4817064281564,7.191727235107022,-12.121968081752534,22.7119913541716,-27.506401188498803,-43.376366218510206,-13.178726213507241,-32.239060148275904,58.05415898465291,21.979115837758403,38.03070693098442,-49.55086374359609
0,0.3343577571874341,-3.4934240320268906,-2.231004770622166,3.436689379223833,-5.486266045108158,12.283625483997596,-21.1107104759944,-29.417955307025256,-10.928089479005104,-31.1998295397617,54.038154129340846,23.57169008006542,36.50776472744265,-33.11514677794346
1,0.44461187418525566,-5.673115719490836,-4.454724239467265,2.356172899382826,-10.898306242013303,22.571911129615717,-28.89716213650621,-34.84573000250525,-16.448573315748384,-38.42434752422782,61.60317935350619,19.744453257916284,33.43119166123149,-38.55047097558885
1,0.12720425085242998,-3.9134490677375133,-3.6317672231916776,2.893011090610657,-7.429424690365481,15.561370970354577,-24.573769373480587,-32.94471156777358,-15.136182539812621,-34.8381789881737,54.39008902229833,20.935293540927244,32.75584578214449,-35.50390242755392
0,-0.6961819306225763,-1.322543392622328,-0.546749363439807,4.159501055451186,-3.754904233562373,7.415823430595245,-13.77257900261158,-28.504453877072283,-15.958689800866303,-26.58830700759759,44.43342857390244,21.828858848248462,29.942807764933107,-25.332083954688787
0,-0.36687798159383384,-2.339160640114527,-1.0408932756731484,4.140797284627499,-5.264197577912585,11.253782275579493,-18.849874944419856,-29.709609021104416,-10.190907471277917,-31.389333191556002,51.51448896058504,23.535504768937635,31.03249015523966,-33.738050418890495
1,1.0268141996897797,-5.950493503452634,-3.2404669437331206,1.379550041876445,-10.134583967689622,19.20849571790494,-26.452367246702355,-29.839762836789273,-19.964826860820594,-42.75913123086744,61.86995842600708,17.548524465999577,29.33668531840776,-36.043729037193835
0,-1.5897122286693812,-2.9689539849422197,-4.673510169731496,6.002442681502736,-10.131589043950804,24.441836128867013,-25.66351407478603,-43.748832874521945,-15.527486600664979,-32.18220850669412,56.60295000017533,19.173963561863456,38.42775470295165,-47.04596383608848
1,-0.6315876326212718,-4.466486420702478,-4.187925898218017,4.4080244647160844,-9.613863009266705,23.34545131912034,-26.002749428962332,-36.27162684471258,-16.376312411058894,-38.12470363102244,56.857553307623455,20.05824173690741,31.894417368502932,-42.35672940574681
0,0.51467921540253,0.09643005992437548,1.0350650198254925,0.8991816453696266,-0.5976147174701826,-3.734945266806628,1.7237777884506529,8.746657584008942,15.670480942030055,8.12068734744634,-30.98141693388672,-6.24359469679438,-23.22714812449843,-5.752844877971167
0,-1.0023368722047306,-4.018002555635307,-3.768074096185255,5.293736197104676,-10.195244675292143,22.74993920106639,-26.536945766080823,-39.879315087814675,-13.839586489931541,-35.09136314223261,57.82931670307299,18.840878682699902,35.883529408554296,-45.59934227290274
0,-2.006842092596874,-3.323209176860039,-2.6799607207953526,7.1002758493770886,-9.226631919423776,22.947365631538734,-24.28629823575441,-38.24773337018971,-11.530514523552784,-34.2382828146357,55.63631772618514,23.698345254480753,37.35562458810561,-50.29443593213236
1,0.8538127093831047,-2.0482366169836874,0.27123687576460054,1.2164078673685725,0.3166172437691337,-2.750144168339375,-0.4183633520856018,8.310751458673716,14.553198416501617,5.853876905050958,-25.869863378693314,-0.9813123165499475,-31.539231608457666,-16.38698183996305
0,-0.12663019396731306,-1.7868748304213575,-0.005195628913854278,5.102255710901574,-4.0115343625529585,5.663817985167131,-13.01536410789759,-26.678028520209548,-14.461644357465769,-25.04172361517091,43.763700535787905,20.516900124356077,29.61998080205978,-21.81016873010013
0,-2.1207152572567063,-2.4113515716685567,-3.796367842378101,6.652568960074553,-7.32812308290295,21.77262974613251,-21.92676437338061,-39.77339155057579,-11.854268850320684,-29.547629989641745,52.461761021525625,22.290728743397704,36.61542030433104,-46.152050445995684
0,-0.3605182845363937,-2.2088073282545873,-0.943040877483714,4.046376421461008,-5.171789945952093,10.858591904133787,-19.174172590528464,-30.883361042112515,-13.029844278886609,-31.76336723781966,51.20195478627529,23.084795566757734,31.47201781557785,-32.49967168548194
0,0.14558309242837364,-1.8061907171442368,-0.14189839363674828,2.926521089374914,-3.1859638171765856,5.871369614559051,-13.78613486696263,-23.206787719938287,-14.618618587181977,-23.759214650589453,43.96616596585935,20.701165076102644,24.397883737531323,-21.440437843790836
0,-0.2156135482937369,-1.4921674825901465,-0.6919070810497999,3.800828448164209,-5.3116270762977535,10.618962344493616,-18.809489630011658,-32.097034639543956,-13.79315869015533,-30.889657252003893,48.133763904858235,24.186150687102412,30.049018861682477,-31.59153053609564
0,0.04198148376139532,-2.98395316990105,-1.781797718062202,3.131412230791192,-6.84769200163772,14.218968919616053,-21.99329592127337,-33.12124401316062,-13.043387203393765,-33.27904036520773,55.157117699684164,20.765488931064656,31.976267941299803,-33.423574794751495
0,-1.994269098090749,-2.0498209873853774,-2.4378600553025893,7.011910359838898,-6.950048567162459,18.726501549719963,-22.067316647051904,-36.57649933696783,-10.862131978075816,-28.563829449592262,50.96506494233212,24.715779512557294,34.793683841392756,-43.582298023607336
1,0.7410401549961956,-5.168818159536946,-5.04514217285153,3.336731183242401,-9.849321134349353,22.25351481395247,-26.548945457606102,-38.92193087440165,-15.112124558670235,-37.71678458021856,58.83889943251974,18.33310916639436,36.22720153026535,-39.577895640584224
1,0.10738024052955347,-3.7019013381725268,-3.9582640325783767,5.032398701581395,-9.089699184349877,20.604053769905427,-23.452400210899754,-38.92855696040266,-14.641940316479802,-36.51313019040607,56.419416404551534,20.72721377869898,35.14445858374177,-41.40201010342712
0,-1.072790158724645,-2.4081913954417913,-3.397545376794926,5.885244589491678,-6.98316067073625,17.702388439592188,-21.957878488677,-39.44850598178908,-10.726352534528903,-30.226411448894545,51.49543800697369,21.554432815681093,35.83604044058076,-42.141080582368176
0,0.28055560941972657,-2.702487512706809,-0.47457584518319523,3.2567720487774015,-4.122726538269774,4.917089158653425,-13.431789248324657,-21.482829876819682,-19.16582180932384,-26.110978249897084,42.68962670677248,18.60807275294385,24.91721346939119,-20.29762614815011
0,0.88927451067423,-1.8836537063761816,1.4056925341016937,0.44139952902032487,0.5063348436483923,-6.344270884838822,1.338741417754953,15.111783588122037,15.728974893008328,10.771954249362151,-34.52336126072099,-14.130003921906468,-23.092149435965574,3.621341753762123
0,1.2043700546003588,-2.3669232324634204,0.8423190335770169,1.4757601628598844,-2.638574903183737,-0.14658626749093856,-7.3356253311909985,-10.125458386332992,-21.21401721190633,-22.074013494794443,36.22557436633385,10.694560638556936,19.37689281135764,1.7215666242746792
0,0.7248078715059051,-2.993522414404559,0.23961322409565333,0.5590738592913804,-1.0548849273135175,-0.7682591033479511,-6.2661284349895485,-4.092133428686851,-11.096672741750417,-8.754965433406316,20.834233206606264,-0.13973788050980132,33.85872573208174,4.842656805214733
2,1.3002658183698164,-5.822516388816813,-5.206199979886866,2.3698824250505357,-11.68724031753345,23.306725759055425,-27.226450936918713,-34.8902102817735,-16.659294376716662,-39.19228541700937,58.30089763344,18.531621132950466,34.06521014537869,-38.76725753951848
3,2.7627201630263434,-7.911782175051914,-6.697333617349623,0.8736997908358886,-14.524070827338717,21.555132174251252,-30.67861367265281,-34.219187442016015,-15.940857493804769,-41.718306066275964,60.20640136775785,13.984595997202788,35.33616012420072,-33.39695830647349
0,0.17682287178424372,-1.8017780733465816,0.45517512705490776,2.5126703189215336,-3.8557573731089816,5.712115893200585,-12.003173095317731,-22.810886015783172,-18.44436332499331,-27.9374338232665,44.45777453227524,19.032246488130845,23.11224374921832,-17.617759759208138
0,-0.468822050700538,-3.5135496529115624,-2.833069719885389,1.9765403161099666,-5.26744853089218,13.882394936359127,-20.524267154286502,-31.224223314106023,-12.515946799347745,-30.009524739981554,53.19230517987028,20.373440310098065,30.39204005005586,-32.66092931827665
0,-0.4592358120884556,-1.6479402274816772,-0.9107553405373998,3.7110602839011593,-3.4851008604647653,7.106177417051185,-14.378633069210611,-26.669597990666418,-14.708460431648593,-24.44340559692653,44.16291797665204,20.79896024547554,28.625726057215434,-24.868689533998886
0,0.23375313187618207,-3.2849904091346325,0.5615432706211219,2.9206727860592236,-4.351224397873832,5.339877685544001,-16.44554306095555,-20.86242453896013,-18.077126534896067,-30.317166120551715,45.922166197470354,21.095464512850224,24.010621012653115,-20.577933201937753
0,-0.6492826460259322,-2.996529494610601,-2.7477603595324287,5.216413415541025,-6.787692162586933,15.429217912361896,-21.282981357432977,-37.791777846092835,-11.472343871325707,-31.894421666357758,53.83598710150807,23.50501855608968,34.22711131625442,-38.64761466787115
0,-1.3192869363736615,-3.3027395746734336,-4.111316682674937,6.329647681848,-9.390491122075073,24.567401440920133,-23.91356604667215,-40.64496567597327,-13.547093537226061,-35.09146355486876,55.95358221555902,23.13755051871014,36.533910347884245,-49.43574444396828
0,-1.0044730658358585,-1.2365083054844286,-0.0490899365131513,5.838369518976559,-1.581548909732014,4.3780443927998665,-8.864094765710432,-23.31892492676831,-13.273959175310335,-21.11264949567317,38.08139005217115,23.305325321422053,28.31494831340828,-19.01815475234984
0,0.0439103777337424,-1.8434632146219236,0.19914859548784786,3.403921920322295,-4.77949681359468,5.683398138888572,-11.866116913536572,-24.08861137748189,-17.673807249281133,-28.749327550198064,46.02363186501635,20.217406716046874,24.431712206870127,-20.359346620014726
0,-0.5870067088000442,-2.6189262848004105,-3.1538263144908942,6.197091686998601,-8.738276631967974,19.80885460687988,-21.718949893125753,-42.19395275004931,-12.233438577913182,-32.82153409194294,52.632476279814256,22.620929540638294,36.276416848538055,-43.05603029293294
0,-0.2497900231316621,-1.7837028674889917,0.8104520151575145,3.986578264405443,-3.0887275768274343,5.173117179144483,-12.254489933888824,-20.375539696309577,-17.967104498721874,-26.576569188977768,43.19330415131197,21.321734157981552,25.17562715943716,-18.99091199341134
0,0.08007924220218987,-4.267563027714878,-3.160033654161083,4.670046794830052,-11.585231962231566,19.950567307639826,-26.70691760845777,-37.82912347173382,-15.4791120907548,-37.936497550139855,59.5692859975127,20.032644132740995,33.426187633996626,-44.05093324034129
1,0.03515853710239042,-4.100124930913023,-4.847007775869404,4.321420737749082,-9.368618364083027,22.84027205119493,-24.860696515091313,-40.331757303226205,-14.79150445950611,-36.21267784690753,54.88231525003277,19.99070977088556,34.261553449634306,-42.65317337403049
2,2.166248163629806,-3.1509740016522088,0.24807977881006993,-0.1679395406890246,-2.2761175614724674,0.18386804252783595,-8.470323807205542,-8.01753855897897,-22.872422081989214,-21.321440110869148,31.082848790022798,9.035237331746442,16.06186764620419,3.285891058653639
0,-0.21115739654160554,-2.135781730317721,-0.08612884066160453,2.9430435999498696,-2.8841600917500307,3.396173096808092,-9.268693326309748,-17.6778004796144,-18.371653100124444,-22.278161195061095,39.73242139765679,16.904160355272353,22.979369769725732,-13.845785629624856
1,-0.8248130869114786,-4.307267672987912,-6.241986178991769,5.112185525020646,-9.91829918092271,27.39290423287603,-25.927315494790964,-42.19751866905864,-14.769549139241848,-32.73711565927198,53.808989339498545,18.63394195479316,36.41327553384462,-46.20787192907135
