a,b,c,d,k,e,f,g,i,h,j,l,m,n,p,s,o,u,q,r,t,v
1,4.7536644575929605,1.05043035688298,-1.56673433282684,-8.325270328154822,2.5320590187703678,-0.16666607779416426,-4.896221108617715,4.113156660916912,-23.360303434556798,-0.22818769942148642,-6.066229842647529,-23.264520102328266,1.3656207660950137,-14.041376872032679,26.347051016922343,18.28148897920123,0.19542801953241,30.34438812636581,23.389413149183177,-5.657902040608277,-8.85858409908153
1,3.8279438971015978,1.1014169146965656,-1.394046410127187,-7.1722682788304475,4.428886013233173,3.5840441666472973,-10.445690178473425,3.7508198575242306,-16.744885013031755,4.435101551902572,-16.43375250493495,-34.50871416601776,2.759220293042638,-15.365091569791721,36.26251879673414,23.712609767581093,0.5776122124985619,38.72608500550109,20.050388498930715,-4.25266473059499,0.2404131825627447
1,3.9142471806580934,1.662338420589057,-1.663140696904808,-7.064865384769984,2.8541692012238244,0.8081035181885399,-5.988165540163771,4.222460608919567,-15.804588836535384,2.132274214951327,-9.352786633708245,-32.765747646977864,3.5464945893033732,-16.27552754241508,25.424892845760688,22.395534951127065,0.38646593099142756,30.820556220444704,21.08726662041571,-4.562946839078404,-6.326550016758473
0,-1.3273894324674074,-1.9522204534310565,-0.9205239394647524,-1.9256517059051896,2.3657753180755625,5.93596320666945,-11.11938048891039,2.0503754771686755,-0.8185680163362052,4.976830600868988,-13.638454682979296,-21.293430299671552,4.686503610855978,-2.3134373466214035,23.7815129920277,21.651768227255786,-2.830210527186092,11.285594476624105,0.9449500141004179,-5.905510127070628,11.397204428126239
1,4.426079229039388,0.971155473935858,0.5571899724687559,-7.6219811454181805,3.81093094327658,4.685011420947699,-13.988985333064035,2.72606281091334,-19.461328333747225,1.5933991836994674,-11.073823366332322,-36.12082526124992,2.8672618777514285,-15.689817834777255,25.69001468641667,21.918916669926286,1.8767717579739525,38.450456909407514,21.678033037355867,-6.041956988077693,2.834195288568478
0,0.3157008189144558,-0.6108276845171325,-1.2194331548576613,0.3534855092779474,2.4558717881977055,6.309771727004074,-13.338527560871611,2.7044390880127924,-1.0722425492635288,1.1795452671220075,-13.502711831431434,-22.9345209151991,4.868615934551739,-3.738218331611778,2.396371482270922,19.632703498425318,0.12852155755624317,9.151438580744356,9.322844063437943,-5.03344464261373,5.871163915788514
0,-0.2744880108489144,1.5849945866764672,-0.16831273787621426,1.3262501005384375,4.804181583205481,9.113883674101313,-23.226240789154307,1.6368049781310263,-1.531461293963015,2.7037692850645203,-16.196538601045877,-24.07340624001461,5.605001116380652,-4.227372809708019,6.406210739548396,27.43013560224845,2.8442232319027023,12.449761969917766,4.863732311903322,-3.5588610573130754,18.62590883889278
0,0.09825599282468679,-1.0348147793497744,0.38374005105155395,-2.1123348954244445,3.1711638629820644,7.813759675851271,-13.515078771526516,2.342269958620249,-0.13579336483123033,-1.2935249743148662,-12.128458500201376,-24.07607534913124,3.74719687686604,-4.859724863793325,0.3646122970985909,21.77524090041377,-0.32962655802089513,9.552775536850726,8.002276496474465,-5.873481403545489,9.524252232329793
1,4.826396416957313,0.3387314714751398,-0.20609092187880249,-7.244392597218748,5.058623115376617,3.9712652767746635,-11.073055641816802,3.494357634905473,-23.58684165024638,3.8319189085870486,-14.42474714021866,-35.13332795681782,6.371544845493961,-15.13518432674829,39.368029674799224,24.62038164266184,2.118834493058973,39.2335751060809,27.106245270442997,-6.420008074080718,4.494385177193719
2,7.047453766940608,1.4922519709374968,-0.8843936660653979,-11.302049615768794,4.172131699724338,-0.021875755694675925,-3.526251152051962,5.261467445919035,-41.85224462441993,2.7321684920242086,-2.9374617315565774,-22.484089512630124,-4.451126669721424,-13.761919628207481,59.937348623380025,20.19724138818335,-1.3453409377442624,28.096790705715613,23.546221150685554,-5.579384217780211,-17.781420252709257
1,4.44397337884591,0.806347467144533,-0.559151313395206,-7.854055043959834,4.600299238607903,2.9196771677209368,-8.51346151556204,4.5213555686123135,-18.82233596232415,4.23492726673957,-12.121402099961976,-33.18403155481809,0.6848494687969766,-16.83651348583958,39.42966193209472,23.693914832006232,-1.5600491365188787,34.77470085860196,26.119603884233076,-3.744042820515279,-5.822772666017291
0,-1.3362255535067504,-0.07038632955593034,-0.014067316621959047,-0.5566403956297468,5.547422891486612,13.115054276026092,-20.734708164711968,3.1699932128583486,-1.7565782101206309,3.0194120783281,-14.484146044055302,-24.429584720553656,6.64197020849373,-7.619348133649041,12.568835318772521,25.647255441824473,4.587159895435757,11.836969444365781,16.838575540817608,-4.961471179884447,18.93983969530805
1,4.681644052070219,-0.3312805058213888,-0.26687263190944355,-7.287166186343982,5.661801024711246,3.554624920045438,-7.5277616460697,4.139693894807521,-22.54209240023746,4.398163458606521,-9.365869096629458,-32.88204088455027,3.3857927547800375,-16.76033847105179,40.2494714387967,25.370167889867133,1.6620419590946782,33.992479808988556,25.094543048634897,-4.967623409565361,2.585282002905169
1,3.7666255756935745,0.1206241120826117,-0.7076562922592626,-6.141935943505584,3.2978821131443747,1.1821664285348854,-5.24284021192362,2.307885413147755,-16.427664690409017,1.464755559625189,-6.911150084798682,-26.828962761584787,0.5897579617949797,-15.40356011719318,23.973784083062746,19.587784732421014,2.0715259093980105,29.51974227636636,24.46106227848452,-4.985002687090105,-3.420827001806502
2,9.473496779273734,2.0085747693651577,0.7828556252527529,-16.807978132146705,6.606255756567506,-0.7434497884714182,-3.9508177493977885,6.0277456354804935,-65.56057741908448,4.056248375356104,-5.346359024855795,-25.399524824016066,-1.267585152726964,-14.21486605356812,95.81306350869059,24.321684135807562,-4.032562486386067,25.916608680661138,19.663182303010263,-5.197589720392619,-19.37703715234961
0,-1.1579572762136368,0.13346802480439535,-0.018518099435543535,-2.4029669994383878,5.137222058152556,14.156892752708547,-21.924770095655973,3.4082402587577407,-2.4882890186176487,1.6619288121584597,-13.030965477783546,-28.83967462252461,6.2431072330222825,-6.473441338645667,3.625876838303331,25.959517863353327,1.985021614441851,14.393537254403729,15.203755137388038,-5.724692439421842,13.625306057634358
1,4.433084021603068,0.3604785031014426,-1.4576136565596356,-8.155964404107886,5.395008083320818,3.4889459135828202,-9.671043176505574,3.9314922796256737,-18.86400355563738,3.1143315420516635,-11.615861803474925,-35.35052677620545,2.6851768145523716,-16.890420452332375,31.731946220670064,24.24318212604735,2.134933542994391,38.227796812807846,23.71237395796911,-6.632592421944072,4.303723630214003
1,6.899889097258036,0.15570337503834952,-0.5766028772924627,-11.593113862928593,6.466893364562779,3.103375022324679,-8.741296534907642,3.324615880834943,-41.43306542259517,5.096645577180942,-11.501407584394796,-34.6793388807222,3.820502176749159,-16.595527583399647,68.18942865346493,28.161137437773334,2.8869670966283802,35.64763645585645,23.140164554935048,-4.3339786569226195,3.966044865584892
0,0.2591345962057014,-0.5685693636919025,-1.0877675951827335,1.0652669188995754,3.2037374020578797,6.772493071294271,-15.115827778409276,2.669374676863463,-0.5407624459991391,1.9522399794753258,-16.407850491771782,-22.19768174733111,4.88225024449669,-3.608178842576707,2.4892512785971004,21.622613664191366,-0.017355607000776194,10.515914861221034,8.679357201087846,-6.603680956563681,6.683154996873076
0,-0.111381507545484,-0.795852559232606,0.8852515346044509,-0.4757608388596515,3.728965868430838,9.88394367016403,-21.566492135051984,3.0296082858264968,-1.6325806799249452,2.52651145164569,-15.470518352958226,-25.19846436715662,7.097802846150258,-5.1993465354580195,5.2176127646589805,24.912842056837263,-0.5654625022057433,9.39649149633574,9.301531195309813,-6.108914323930819,6.030834118905045
1,3.8764046790076403,0.8115925319733491,-0.14435385668130496,-6.339455315156058,5.085979383067299,4.3410198054643185,-11.924936483552324,3.2084275304123953,-16.29668781562627,3.21473335644216,-12.715564764988486,-36.83951180392275,4.397215888927237,-14.70936342549734,27.047406622874473,24.970765533527906,1.5025971148998558,37.31909084904554,23.272403938994675,-4.6804502515426565,5.162355559879494
0,-0.5430803266076825,-0.608296752362241,-0.2101241187346056,-2.137564893114479,4.0604155329587925,9.458723633363146,-19.671270093123738,3.109119622329055,-2.0753322798021276,3.139662704893677,-14.12097109440129,-24.841652670551344,7.359292162688935,-5.706159994440533,11.111488991445254,25.82439481666362,1.2900481715429182,11.57349923716877,12.542558137829968,-5.302991865423954,9.459608698156874
1,4.633204917584997,1.6229328189968375,0.5729960086568233,-6.519554550485992,6.032411508529069,4.158315072212424,-12.470314026322907,3.9495720474964897,-21.139782801741024,5.200559594427195,-14.177778478819183,-35.106717989861004,3.315676468532455,-14.300340458584575,45.03809413830935,26.915690705855127,1.3287673666460162,39.88188089715407,20.598773619064723,-3.496709638202332,4.904271694442738
2,8.910730730349117,1.03439001055294,-0.13535548259291352,-14.557442486492192,5.424590861077126,-0.7492183333717262,-1.8299805565544855,5.166966510679654,-60.49234301572858,2.7159636077539586,-2.9134038909219693,-21.97555703165917,-2.0564001140501516,-15.850617824337522,78.88890779695018,23.674455355588925,-0.8009621908794491,27.186301104850067,27.874201439489383,-4.453378901881697,-19.393943203274564
0,-0.4102322662985375,-0.7711527574661244,-0.779622800888717,-0.7455613641347703,4.083315101722576,8.634447022286,-15.719524682161866,2.2098170268579986,-2.585666886809518,1.7923923349202862,-13.65327577293792,-25.243276390079078,6.771037550767449,-9.689517008902081,2.7112336236941474,25.082050586855104,7.042450905027402,12.989393655071352,20.31174847961775,-4.287996244057308,19.100954549683195
2,8.264896737367295,1.9994472744249407,-0.5258091728911394,-13.848412692053108,6.220543316149902,-0.6555485696934414,-4.238947664085384,5.946092467617964,-53.69427188032695,2.5921623587238276,-4.113861572659223,-22.407518673659702,-2.272195984946839,-15.679459578787696,71.01607659764377,22.753319552270277,-0.3303713118379342,27.690665946389267,19.56013503412577,-5.792604484888303,-12.360793801512703
2,9.868098022335113,-0.35859363330584504,-1.5533853444848638,-17.97470299759851,5.292620436770989,-4.636222214447191,8.966899585031642,4.247410988442465,-69.59979713044926,3.782029877830572,9.393696688550405,0.3053147027433758,2.1864713802745364,-16.933748256697385,100.31755292098553,5.2671891573384935,1.7522709934364402,34.556304196230876,27.575471873745435,-6.548031573221497,-37.61386197559336
1,3.5651463213037005,2.082001667624619,-0.6883924593518024,-6.209245630263407,4.002184495734792,3.457936382116792,-11.937633836993552,3.5607953076746686,-12.59785504522525,2.037068416849363,-13.012863771535471,-35.57460616994892,3.114191493183975,-17.05117173382253,21.773544577693038,22.91049944489455,0.4808522238132955,37.91581225706707,17.51611133229255,-5.83672204427014,1.7393853915675763
0,1.1057498060147921,1.4740729393847878,-0.5645396528758343,1.9327525163952233,2.9199359554211477,5.705169392153477,-15.671303834709796,4.913207598863223,-0.819615301158281,3.8142576618481696,-14.119161420076253,-19.69170964753761,6.71025618608261,-4.646705531669965,15.699649906088808,23.381229382251426,-3.9620506813664544,10.501580588348615,8.791320810051312,-6.530278593665599,-3.1769919133193616
0,0.4322420337617677,-0.2517750213301233,1.083595004324189,1.7049456692120604,6.538536260773634,11.790394025085021,-22.60101226424093,1.1655814387075158,-0.4743842118670183,1.521790097549208,-15.511478321243807,-24.813065325838103,6.888240731206043,-3.8634111939571985,2.478967360005709,30.20177985907683,3.741309113410812,8.16002276341404,9.701089189406769,-4.414248831403219,17.519376284569773
2,8.895744937841066,3.088606743117043,-0.38253016716414034,-15.644265906705922,5.405130760040829,-2.2164571846988776,-2.731178497211039,5.927640905155944,-59.37446712736954,2.390593013623274,-2.923301273028863,-17.397237981935916,-2.456947525470057,-13.119328682333087,76.4613701457829,23.084529934531677,-1.482224732182516,26.466455978883996,13.190535446546448,-3.8194556969108073,-20.62057854637468
0,-0.037354470512432424,0.472675243091976,-0.3275635557405655,1.5651171176803866,6.329887693543412,12.12941976059807,-21.956283216185145,2.144436845921276,-0.9415147930538005,2.1340759026950717,-11.27847189139489,-24.93431277125652,3.2959800224943425,-6.345293119661195,4.945444503600566,28.31567956645477,7.036496854374708,9.215484006426381,15.328472373891724,-4.937571837991256,22.486273086357862
0,-0.9072167425689525,-1.2206719353994437,0.9323004123610742,0.27600068736950056,4.7416363282157254,10.558740660617435,-20.2482535473855,2.135898506264478,-1.1124293046232252,0.983783099210717,-12.457006226979603,-26.11292667539538,6.799765865791491,-4.996210629176198,0.8192530295765063,28.256296916193964,1.3037297108909405,9.16168391475306,6.615735026400522,-4.727809268638848,13.58083046754622
1,5.225044192796732,2.1726980628491055,-1.315250096291783,-8.376231314130834,2.413830342943599,0.06683185319367957,-3.816769387956022,4.199736856760831,-25.46315011346932,3.1292337011122546,-6.341967246114289,-25.40392145281524,0.4528246810136898,-15.47928240612752,41.83203986613525,19.308577218180556,-0.47176459562154094,28.116499667636095,20.433399925752457,-5.749875081350374,-12.997541418325552
2,8.50246751755665,1.405853992857895,1.1068275037482138,-15.02725154305046,6.661324866151917,0.2526640970571321,-5.569434037103459,3.7930533655639445,-56.36428802221312,2.249645251260352,-7.39667568869755,-29.436719611094947,-2.5466019714284984,-13.393959538285399,73.25771515373074,23.181974434986227,-0.26993793553190093,28.441040827210536,23.121169524008117,-4.17605039644363,-10.342116362306356
0,0.4348895602351886,-1.4440896017314218,0.5430104460081653,-0.39303081661859884,3.3795729700555857,8.416459716317233,-16.3136526951024,1.9077690060677146,0.36302055807411326,0.176746354457598,-13.0673858630991,-22.187209334061542,4.5095854563289945,-3.695435979496319,-3.5778192335238233,23.88270840161379,0.656005735719606,9.446459793196167,5.316462656698505,-4.630201295317856,12.730798931343847
1,3.9899785289164327,0.29684632581436143,-1.080749932700661,-7.405950257845408,5.908045803273065,6.648953704926603,-12.886372392253802,2.203987306164133,-15.805066579054152,4.881911049176388,-13.374078678621123,-36.518315451256015,3.04116013604052,-16.898350905365593,35.40680000049434,26.769610248510414,5.99506338259323,39.335476796735534,23.769366672509264,-7.854912654426057,12.69702800856195
1,2.6814343214737164,2.122567486826939,-0.6313801941834557,-3.803912416623132,4.415786603015915,7.355839660232176,-19.23760734616873,5.165941611812369,-8.187635135631576,5.204230211264643,-13.39724386308999,-35.16504074057115,2.4685406378124575,-11.777037134353632,32.45318506269206,21.2641401843709,-0.9378212631175346,30.18308252285844,17.675022527361126,-5.7525385228075585,1.288104596773466
0,-1.348014447823291,0.035705996552787056,-1.236876183723702,0.846240144728096,5.165140650894249,11.109131427988663,-22.018055257646942,2.6026904624797096,-2.1372321105256487,2.4383537896963743,-14.43197551476738,-28.186339363398325,5.843503078868162,-7.405462060503117,6.568276306983367,25.992406354268056,6.648926746281598,13.552979068018766,15.754524763335166,-6.236308877208623,22.85725638719227
1,5.007548373803094,-1.344554472765447,0.5723183862489467,-9.605506348855549,2.57327779457491,2.3518519775714473,-5.684527561251466,5.508409374858545,-22.120899817215022,1.370747827642749,-8.190149190215289,-31.53953526763854,0.7017744951461065,-14.286619688820126,29.011850738640426,20.70999878185278,-3.7102802551656335,32.54098883663062,22.66918498376879,-6.010444979164722,-13.816347893354472
0,0.3338319049492224,-0.26445245684608015,-0.2465406695036768,0.501047694300532,6.933853296368001,11.719896020662606,-21.02994891721884,3.3346421419114654,0.7649574188514237,4.398514985635281,-15.772490940425351,-19.800661257342426,6.462439556159208,-3.8965722935714235,16.46464851734268,29.74420662141807,2.5296957898496157,10.609443621005509,9.464877696380732,-2.5926144772570288,14.339298305373779
1,2.522662942513949,1.3343895506229302,-0.5802835121920252,-3.4335329534422794,3.7438185068256393,4.960564680785251,-13.863236615688168,4.336867980107817,-6.089345962681201,2.981308894310512,-12.775333802828404,-28.697147192446657,3.9718267433219934,-10.118075474431489,17.453582393625297,22.542703173094488,0.20115011817502504,23.888542771079194,24.77333810812796,-4.967253302280465,2.956382541328042
2,7.604817632056562,1.6494419499719348,-0.6083517533066991,-14.32737021298624,4.720557075201636,-0.31142851315380193,-5.279632618469941,5.223369560910153,-47.397229844875255,3.4246185003628136,-6.064462276908592,-25.47066018229092,-3.2499265623900264,-14.40470425980373,67.97259941465877,20.69269669989669,-0.23029979872799244,29.56698935346474,23.8368331998288,-4.227756571652839,-11.737459860352251
0,0.5247658212316687,0.2078013027280589,-0.6941932210174339,0.3014583144039063,4.375803704188614,8.72651190468852,-19.830864898221193,1.9712822023859053,-0.48612642640336,1.7227214452440007,-12.876557067639595,-23.243650208485352,5.591078951038541,-6.087626225199809,2.041900654853392,25.669766479061902,2.7839689979701743,8.274998737378501,14.834836199714221,-5.486417104352308,10.17994976775941
2,10.373955031878936,0.7364964419964803,-0.870778489663442,-16.626157924828444,5.964153538565801,-1.8181080289758593,2.060235263179057,5.080494434991483,-72.82101707964493,3.86200525896424,2.495322507621375,-12.072107031333575,-1.9788626763247956,-14.901390291719059,100.304401186873,22.785546321907248,-0.456163657649134,25.808292237037975,25.300627468035522,-4.378801516290207,-27.744123382681348
2,8.523124386426082,0.798399047778646,-0.36054637340498585,-15.214530233134981,4.389618017624612,-2.3376992250481248,1.17791381054955,4.4509043952509675,-53.91752797274893,2.8365583392826026,0.7510570196224147,-13.50637926878837,-1.7119191219765875,-14.349534130852287,76.29575465581529,19.58028981431559,0.5994891044989683,23.5197189238862,26.930703684377715,-2.68010081461017,-25.399413407988774
0,-0.2708478546774301,1.9347590406655917,-1.8100968518238454,-1.3410924975789,2.1728474385056087,4.549227059279973,-16.728041660678773,3.0021939905639656,-2.320618986085461,1.8044014071347816,-13.644069308439368,-24.370571258639856,4.9401136871356295,-5.854222425503089,1.928744809944162,20.079859933174646,-0.22245601965898554,12.003796679776086,6.818479695821171,-4.646280526179429,8.360652231153548
1,3.067631834583174,0.8977243196710537,-0.23681958564593708,-5.790769916928916,6.0621505595065335,6.622665643959113,-14.88123180562805,3.70678937408543,-11.841893269449578,3.7577052045291044,-11.269405117969725,-38.90161491994475,4.623422134863057,-15.693421958562112,25.190005111696696,27.28054041712923,3.54407223014948,37.61717295974754,25.11022478005216,-4.945050025265713,11.367505553148774
2,10.448751986267455,1.7488480784434814,-0.6050137810717668,-17.73189687978534,5.4788934231498505,-2.8010533463803307,2.549604083024106,4.390312278169918,-71.20795960719083,3.978867482331534,1.0483896560807606,-15.237082849366358,-3.648372480572787,-15.385445714406854,101.72874355644312,20.985103969659487,0.23044125534490484,26.60433564120045,23.645831015892018,-5.67182604941501,-26.99850419777132
0,1.8418581366822844,1.317128975590093,-0.07528972764791418,-2.8547479442449144,2.7053749020518536,4.149634542110647,-13.223535746301453,3.8832512381339783,-5.77333466413074,2.370998198163907,-14.346881545266994,-28.469493748126702,5.365820863478623,-8.47329574135382,8.682411006175561,22.825244448621525,0.6164616329087099,25.2551967965096,19.83598454275903,-4.7656312830056065,1.4924242014620306
0,0.40795650378051895,-0.4746539419982643,-0.27357634617334103,-0.14024767343516886,5.146060275061626,10.003828902679045,-20.219333243171043,1.9970405697252864,-0.5714674764641933,3.0443548926062944,-14.252026879907294,-24.420712038493086,5.810655897204327,-6.662986612730389,6.923212948048257,27.045324668101166,6.296845223201497,9.676410354422394,17.41649670117976,-5.17144948166412,19.686673900078944
1,3.132567242640156,0.839831986350293,-1.4477032101824978,-5.280800643611794,2.976928431949888,2.628132971482752,-8.018375806076074,3.5573985806583517,-10.882838089156172,3.1955825050230553,-9.654933342124728,-33.11908727201691,4.352807123652731,-15.967810961881359,21.74307167059513,19.687421867631254,0.7005506933716645,34.3953576684448,24.948480763473643,-5.049465965320021,-1.353491929095723
1,4.083728047209255,0.6686924473902922,1.1047117310600523,-6.135509632147093,6.0092033458163305,6.3696042524147165,-17.309657366945693,3.7875314672391025,-15.979648803678158,3.795725330516909,-13.145880254384911,-38.745871956807484,3.8842908851169007,-15.902704666595382,33.85289598899006,24.114607948050143,0.6409854875512127,38.05267229158043,24.147324720006512,-5.260289641689765,4.144969836601502
0,0.1814464923789704,-0.9688044762109151,-0.5062937757009974,-0.5924105745915665,3.456030899613206,9.256481655650276,-17.59942700034768,2.78783621265908,0.30579537467308904,0.5495212604303181,-15.109079839443769,-23.380580771346125,5.6568173810046,-3.3169434600114656,-2.2988545539013163,21.566796849915573,0.542932745567229,8.51797762212143,7.346051784432559,-5.386296059035685,9.197915579018561
0,-1.1207433113560443,1.38449649606157,1.2811672751495786,-0.6887463793268929,5.596471978898057,12.291593344181294,-25.683486426304956,1.9427198912638284,-1.4116538384513486,2.7359890815119328,-13.67884251621704,-26.192321770305863,5.012973433076126,-2.9569627552152307,8.678949302110155,27.74796914108351,0.5731472596814353,11.565347460180082,4.743893095001404,-3.751820500314012,18.73658937027927
2,8.081461634583635,1.7638002941324071,-0.9816379010345457,-12.47992041610119,5.014913049543944,0.516168645391357,-5.654787663020143,5.608181984122764,-52.5658482829957,2.9207906588683814,-6.681259734267593,-28.86045996943608,-0.2877743009728535,-14.174778736697581,69.46097744769422,22.811464829837586,-1.189002704774381,28.883537307485707,19.668969643144212,-5.869402954778749,-15.044721771639367
0,0.5322897161520725,0.46231414085366046,0.20009505376209571,-0.6008046686518864,3.911188213001118,8.592437499185637,-20.320783544818386,1.383225521367278,-0.9906033712215999,1.7241028369227127,-14.072426212086619,-23.022877141487275,5.765123023335344,-3.4638508836382225,2.7196372947893868,25.410127573557023,-0.2694112900320782,11.451665183796985,9.34155595861648,-6.366587366989263,4.0904811269149075
2,9.572979267465728,1.405069841127403,-2.893581514286204,-14.820160248403239,5.0960745556828355,-3.4213054916474412,3.5187276494735666,5.265303390038899,-66.22638360311068,3.2340697196763957,3.7375272797578916,-9.267467698584989,-2.0691134677108,-16.09303206648286,91.17883831686908,20.02936523462595,-0.5708588508008701,27.219607007722146,22.504211606460217,-4.912689522889515,-31.170709137473587
1,3.278243548464052,-1.7617300045447124,-2.362532342450238,-5.378058364486462,3.6952476217371366,3.5944169759033957,-6.047021713100584,5.272985323843393,-12.634550838905403,2.733504379388311,-8.403665125262135,-33.68011876119765,3.7069946134340697,-19.092035724392428,23.10788314368341,20.125427323128644,1.8997034345963963,31.574083457334144,19.009819116081264,-7.230077754695261,-1.599855986381066
1,5.337692040050472,2.8494236686135093,0.7663607368758147,-9.243852689037459,5.19355709818151,5.1900663908653,-17.938258944518964,1.8882855147567423,-25.862495987262996,3.791288111949946,-10.753015818256193,-36.24523244646952,3.518786475860739,-14.243589515095744,43.48792135468209,24.092957732384846,3.974969518189647,37.720261009747354,10.366756466056442,-4.41757107622147,7.014881209503064
0,-0.32714635591567076,-0.9205800359660923,-0.30568502486453464,-1.5189428530550053,3.384720903374018,9.01817251966106,-18.313438749559907,2.74652150308281,-0.4009539490166952,1.5550377146581862,-12.129184946750552,-21.57714768629092,3.7759023167179637,-5.889809290333765,-0.36637640968502216,23.017794202832242,0.6476460264538166,9.973544652042943,13.061899385010797,-5.41496858124968,6.1441436102611835
